team,year,day,points,position
la coruna,1993,18,38,0
barcelona,1993,18,36,1
sp gijon,1993,18,32,2
ath bilbao,1993,18,31,3
real madrid,1993,18,30,4
santander,1993,18,27,5
sevilla,1993,18,27,6
sociedad,1993,18,26,7
valencia,1993,18,26,8
zaragoza,1993,18,25,9
oviedo,1993,18,24,10
albacete,1993,18,24,11
ath madrid,1993,18,23,12
celta,1993,18,21,13
tenerife,1993,18,21,14
vallecano,1993,18,21,15
logrones,1993,18,18,16
osasuna,1993,18,15,17
valladolid,1993,18,15,18
lerida,1993,18,13,19
la coruna,1993,19,41,0
barcelona,1993,19,37,1
sp gijon,1993,19,35,2
real madrid,1993,19,33,3
ath bilbao,1993,19,31,4
santander,1993,19,28,5
sevilla,1993,19,28,6
sociedad,1993,19,27,7
valencia,1993,19,26,8
oviedo,1993,19,25,9
albacete,1993,19,25,10
zaragoza,1993,19,25,11
vallecano,1993,19,24,12
tenerife,1993,19,24,13
ath madrid,1993,19,23,14
celta,1993,19,21,15
logrones,1993,19,19,16
valladolid,1993,19,18,17
osasuna,1993,19,15,18
lerida,1993,19,14,19
la coruna,1993,20,42,0
sp gijon,1993,20,38,1
barcelona,1993,20,37,2
real madrid,1993,20,34,3
ath bilbao,1993,20,31,4
sociedad,1993,20,30,5
santander,1993,20,29,6
sevilla,1993,20,28,7
albacete,1993,20,28,8
zaragoza,1993,20,28,9
valencia,1993,20,27,10
oviedo,1993,20,26,11
vallecano,1993,20,25,12
tenerife,1993,20,25,13
ath madrid,1993,20,23,14
celta,1993,20,22,15
logrones,1993,20,22,16
valladolid,1993,20,18,17
osasuna,1993,20,16,18
lerida,1993,20,15,19
la coruna,1993,21,45,0
barcelona,1993,21,40,1
sp gijon,1993,21,38,2
real madrid,1993,21,35,3
ath bilbao,1993,21,34,4
zaragoza,1993,21,31,5
sociedad,1993,21,30,6
santander,1993,21,30,7
sevilla,1993,21,29,8
oviedo,1993,21,29,9
tenerife,1993,21,28,10
albacete,1993,21,28,11
valencia,1993,21,27,12
ath madrid,1993,21,26,13
vallecano,1993,21,25,14
logrones,1993,21,23,15
celta,1993,21,22,16
valladolid,1993,21,19,17
osasuna,1993,21,17,18
lerida,1993,21,15,19
la coruna,1993,22,45,0
barcelona,1993,22,40,1
sp gijon,1993,22,39,2
real madrid,1993,22,38,3
ath bilbao,1993,22,37,4
sociedad,1993,22,33,5
zaragoza,1993,22,31,6
tenerife,1993,22,31,7
albacete,1993,22,31,8
valencia,1993,22,30,9
santander,1993,22,30,10
sevilla,1993,22,30,11
oviedo,1993,22,30,12
ath madrid,1993,22,26,13
vallecano,1993,22,25,14
celta,1993,22,25,15
logrones,1993,22,23,16
valladolid,1993,22,20,17
lerida,1993,22,18,18
osasuna,1993,22,17,19
la coruna,1993,23,48,0
real madrid,1993,23,41,1
barcelona,1993,23,40,2
sp gijon,1993,23,39,3
ath bilbao,1993,23,38,4
zaragoza,1993,23,34,5
tenerife,1993,23,34,6
sociedad,1993,23,34,7
santander,1993,23,33,8
albacete,1993,23,31,9
valencia,1993,23,30,10
sevilla,1993,23,30,11
oviedo,1993,23,30,12
ath madrid,1993,23,29,13
vallecano,1993,23,26,14
celta,1993,23,25,15
logrones,1993,23,24,16
valladolid,1993,23,21,17
osasuna,1993,23,20,18
lerida,1993,23,19,19
la coruna,1993,24,51,0
real madrid,1993,24,44,1
barcelona,1993,24,43,2
sp gijon,1993,24,39,3
ath bilbao,1993,24,38,4
zaragoza,1993,24,37,5
santander,1993,24,36,6
tenerife,1993,24,34,7
sociedad,1993,24,34,8
sevilla,1993,24,33,9
albacete,1993,24,32,10
valencia,1993,24,31,11
oviedo,1993,24,30,12
ath madrid,1993,24,29,13
celta,1993,24,28,14
vallecano,1993,24,27,15
logrones,1993,24,25,16
valladolid,1993,24,22,17
osasuna,1993,24,20,18
lerida,1993,24,20,19
la coruna,1993,25,54,0
real madrid,1993,25,47,1
barcelona,1993,25,46,2
ath bilbao,1993,25,39,3
sp gijon,1993,25,39,4
zaragoza,1993,25,38,5
tenerife,1993,25,37,6
santander,1993,25,36,7
sevilla,1993,25,36,8
sociedad,1993,25,34,9
oviedo,1993,25,33,10
albacete,1993,25,32,11
valencia,1993,25,32,12
celta,1993,25,29,13
ath madrid,1993,25,29,14
vallecano,1993,25,28,15
logrones,1993,25,26,16
valladolid,1993,25,22,17
osasuna,1993,25,21,18
lerida,1993,25,21,19
la coruna,1993,26,54,0
barcelona,1993,26,49,1
real madrid,1993,26,48,2
zaragoza,1993,26,41,3
ath bilbao,1993,26,40,4
sp gijon,1993,26,40,5
sevilla,1993,26,39,6
tenerife,1993,26,38,7
sociedad,1993,26,37,8
santander,1993,26,36,9
albacete,1993,26,35,10
valencia,1993,26,35,11
oviedo,1993,26,33,12
celta,1993,26,30,13
vallecano,1993,26,29,14
ath madrid,1993,26,29,15
logrones,1993,26,26,16
osasuna,1993,26,22,17
lerida,1993,26,22,18
valladolid,1993,26,22,19
la coruna,1993,27,55,0
barcelona,1993,27,52,1
real madrid,1993,27,48,2
ath bilbao,1993,27,43,3
zaragoza,1993,27,42,4
tenerife,1993,27,41,5
sp gijon,1993,27,40,6
santander,1993,27,39,7
sevilla,1993,27,39,8
sociedad,1993,27,37,9
albacete,1993,27,36,10
valencia,1993,27,35,11
oviedo,1993,27,33,12
vallecano,1993,27,32,13
celta,1993,27,31,14
ath madrid,1993,27,30,15
logrones,1993,27,27,16
lerida,1993,27,25,17
valladolid,1993,27,25,18
osasuna,1993,27,22,19
la coruna,1993,28,56,0
barcelona,1993,28,55,1
real madrid,1993,28,51,2
zaragoza,1993,28,45,3
ath bilbao,1993,28,44,4
sevilla,1993,28,42,5
tenerife,1993,28,41,6
sp gijon,1993,28,40,7
sociedad,1993,28,40,8
albacete,1993,28,39,9
santander,1993,28,39,10
valencia,1993,28,38,11
oviedo,1993,28,33,12
vallecano,1993,28,32,13
celta,1993,28,31,14
logrones,1993,28,30,15
ath madrid,1993,28,30,16
valladolid,1993,28,26,17
lerida,1993,28,25,18
osasuna,1993,28,23,19
la coruna,1993,29,57,0
barcelona,1993,29,56,1
real madrid,1993,29,54,2
zaragoza,1993,29,48,3
ath bilbao,1993,29,47,4
tenerife,1993,29,44,5
sevilla,1993,29,42,6
valencia,1993,29,41,7
santander,1993,29,40,8
sp gijon,1993,29,40,9
sociedad,1993,29,40,10
albacete,1993,29,39,11
oviedo,1993,29,36,12
vallecano,1993,29,35,13
celta,1993,29,31,14
logrones,1993,29,30,15
ath madrid,1993,29,30,16
lerida,1993,29,28,17
valladolid,1993,29,27,18
osasuna,1993,29,23,19
la coruna,1993,30,60,0
barcelona,1993,30,59,1
real madrid,1993,30,57,2
zaragoza,1993,30,51,3
ath bilbao,1993,30,47,4
sevilla,1993,30,45,5
tenerife,1993,30,44,6
sp gijon,1993,30,43,7
albacete,1993,30,42,8
sociedad,1993,30,41,9
valencia,1993,30,41,10
santander,1993,30,40,11
oviedo,1993,30,37,12
vallecano,1993,30,36,13
ath madrid,1993,30,33,14
celta,1993,30,31,15
logrones,1993,30,30,16
lerida,1993,30,28,17
valladolid,1993,30,28,18
osasuna,1993,30,23,19
la coruna,1993,31,63,0
barcelona,1993,31,62,1
real madrid,1993,31,57,2
zaragoza,1993,31,51,3
ath bilbao,1993,31,50,4
tenerife,1993,31,47,5
sevilla,1993,31,46,6
albacete,1993,31,43,7
santander,1993,31,43,8
sp gijon,1993,31,43,9
valencia,1993,31,42,10
sociedad,1993,31,41,11
oviedo,1993,31,37,12
vallecano,1993,31,37,13
ath madrid,1993,31,36,14
celta,1993,31,34,15
logrones,1993,31,33,16
lerida,1993,31,28,17
valladolid,1993,31,28,18
osasuna,1993,31,23,19
la coruna,1993,32,66,0
barcelona,1993,32,65,1
real madrid,1993,32,58,2
zaragoza,1993,32,52,3
ath bilbao,1993,32,50,4
sevilla,1993,32,49,5
tenerife,1993,32,47,6
santander,1993,32,46,7
albacete,1993,32,44,8
sp gijon,1993,32,44,9
valencia,1993,32,43,10
sociedad,1993,32,42,11
oviedo,1993,32,40,12
vallecano,1993,32,37,13
ath madrid,1993,32,36,14
celta,1993,32,34,15
logrones,1993,32,34,16
lerida,1993,32,29,17
valladolid,1993,32,28,18
osasuna,1993,32,26,19
la coruna,1993,33,69,0
barcelona,1993,33,66,1
real madrid,1993,33,58,2
zaragoza,1993,33,55,3
ath bilbao,1993,33,53,4
sevilla,1993,33,52,5
tenerife,1993,33,47,6
valencia,1993,33,46,7
santander,1993,33,46,8
albacete,1993,33,44,9
sp gijon,1993,33,44,10
oviedo,1993,33,43,11
sociedad,1993,33,42,12
celta,1993,33,37,13
vallecano,1993,33,37,14
ath madrid,1993,33,36,15
logrones,1993,33,35,16
valladolid,1993,33,31,17
osasuna,1993,33,29,18
lerida,1993,33,29,19
la coruna,1993,34,72,0
barcelona,1993,34,69,1
real madrid,1993,34,61,2
zaragoza,1993,34,56,3
ath bilbao,1993,34,53,4
sevilla,1993,34,52,5
tenerife,1993,34,47,6
sp gijon,1993,34,47,7
valencia,1993,34,46,8
oviedo,1993,34,46,9
santander,1993,34,46,10
albacete,1993,34,44,11
sociedad,1993,34,42,12
celta,1993,34,40,13
ath madrid,1993,34,39,14
vallecano,1993,34,38,15
logrones,1993,34,36,16
lerida,1993,34,32,17
valladolid,1993,34,31,18
osasuna,1993,34,30,19
la coruna,1993,35,73,0
barcelona,1993,35,72,1
real madrid,1993,35,61,2
zaragoza,1993,35,56,3
ath bilbao,1993,35,54,4
sevilla,1993,35,53,5
sp gijon,1993,35,50,6
valencia,1993,35,49,7
santander,1993,35,49,8
tenerife,1993,35,48,9
oviedo,1993,35,47,10
sociedad,1993,35,45,11
albacete,1993,35,44,12
celta,1993,35,40,13
logrones,1993,35,39,14
ath madrid,1993,35,39,15
vallecano,1993,35,38,16
valladolid,1993,35,34,17
lerida,1993,35,33,18
osasuna,1993,35,30,19
barcelona,1993,36,75,0
la coruna,1993,36,74,1
real madrid,1993,36,64,2
zaragoza,1993,36,59,3
ath bilbao,1993,36,55,4
sevilla,1993,36,54,5
santander,1993,36,50,6
sp gijon,1993,36,50,7
valencia,1993,36,50,8
oviedo,1993,36,48,9
tenerife,1993,36,48,10
sociedad,1993,36,46,11
albacete,1993,36,44,12
ath madrid,1993,36,42,13
celta,1993,36,40,14
