team,year,day,points,position
nurnberg,1993,0,0,0
bayern munich,1993,0,0,1
dortmund,1993,0,0,2
karlsruhe,1993,0,0,3
duisburg,1993,0,0,4
leverkusen,1993,0,0,5
fc koln,1993,0,0,6
kaiserslautern,1993,0,0,7
hamburg,1993,0,0,8
freiburg,1993,0,0,9
leipzig,1993,0,0,10
dresden,1993,0,0,11
m'gladbach,1993,0,0,12
ein frankfurt,1993,0,0,13
wattenscheid,1993,0,0,14
schalke 04,1993,0,0,15
werder bremen,1993,0,0,16
stuttgart,1993,0,0,17
hamburg,1993,1,3,0
bayern munich,1993,1,3,1
wattenscheid,1993,1,3,2
ein frankfurt,1993,1,3,3
kaiserslautern,1993,1,3,4
dortmund,1993,1,3,5
werder bremen,1993,1,3,6
leipzig,1993,1,1,7
dresden,1993,1,1,8
leverkusen,1993,1,1,9
duisburg,1993,1,1,10
stuttgart,1993,1,0,11
m'gladbach,1993,1,0,12
karlsruhe,1993,1,0,13
freiburg,1993,1,0,14
schalke 04,1993,1,0,15
fc koln,1993,1,0,16
nurnberg,1993,1,0,17
kaiserslautern,1993,2,6,0
duisburg,1993,2,4,1
leverkusen,1993,2,4,2
werder bremen,1993,2,4,3
ein frankfurt,1993,2,4,4
nurnberg,1993,2,3,5
karlsruhe,1993,2,3,6
bayern munich,1993,2,3,7
hamburg,1993,2,3,8
schalke 04,1993,2,3,9
wattenscheid,1993,2,3,10
dortmund,1993,2,3,11
freiburg,1993,2,3,12
leipzig,1993,2,2,13
dresden,1993,2,1,14
stuttgart,1993,2,1,15
m'gladbach,1993,2,0,16
fc koln,1993,2,0,17
leverkusen,1993,3,7,0
werder bremen,1993,3,7,1
ein frankfurt,1993,3,7,2
bayern munich,1993,3,6,3
dortmund,1993,3,6,4
kaiserslautern,1993,3,6,5
hamburg,1993,3,6,6
duisburg,1993,3,5,7
m'gladbach,1993,3,3,8
freiburg,1993,3,3,9
schalke 04,1993,3,3,10
wattenscheid,1993,3,3,11
karlsruhe,1993,3,3,12
nurnberg,1993,3,3,13
fc koln,1993,3,3,14
leipzig,1993,3,2,15
stuttgart,1993,3,2,16
dresden,1993,3,1,17
ein frankfurt,1993,4,10,0
leverkusen,1993,4,10,1
werder bremen,1993,4,10,2
hamburg,1993,4,9,3
bayern munich,1993,4,7,4
kaiserslautern,1993,4,6,5
duisburg,1993,4,6,6
fc koln,1993,4,6,7
dortmund,1993,4,6,8
karlsruhe,1993,4,6,9
wattenscheid,1993,4,4,10
stuttgart,1993,4,3,11
m'gladbach,1993,4,3,12
freiburg,1993,4,3,13
leipzig,1993,4,3,14
schalke 04,1993,4,3,15
nurnberg,1993,4,3,16
dresden,1993,4,2,17
ein frankfurt,1993,5,13,0
hamburg,1993,5,12,1
leverkusen,1993,5,10,2
bayern munich,1993,5,10,3
werder bremen,1993,5,10,4
dortmund,1993,5,9,5
duisburg,1993,5,9,6
kaiserslautern,1993,5,9,7
fc koln,1993,5,9,8
karlsruhe,1993,5,6,9
stuttgart,1993,5,6,10
m'gladbach,1993,5,6,11
wattenscheid,1993,5,4,12
leipzig,1993,5,3,13
schalke 04,1993,5,3,14
freiburg,1993,5,3,15
nurnberg,1993,5,3,16
dresden,1993,5,2,17
ein frankfurt,1993,6,16,0
hamburg,1993,6,13,1
leverkusen,1993,6,13,2
werder bremen,1993,6,13,3
bayern munich,1993,6,11,4
dortmund,1993,6,10,5
duisburg,1993,6,10,6
kaiserslautern,1993,6,10,7
fc koln,1993,6,9,8
karlsruhe,1993,6,7,9
stuttgart,1993,6,7,10
m'gladbach,1993,6,7,11
wattenscheid,1993,6,5,12
leipzig,1993,6,4,13
freiburg,1993,6,4,14
dresden,1993,6,3,15
schalke 04,1993,6,3,16
nurnberg,1993,6,3,17
ein frankfurt,1993,7,19,0
hamburg,1993,7,16,1
werder bremen,1993,7,16,2
leverkusen,1993,7,14,3
duisburg,1993,7,13,4
bayern munich,1993,7,11,5
kaiserslautern,1993,7,11,6
dortmund,1993,7,10,7
fc koln,1993,7,9,8
karlsruhe,1993,7,8,9
m'gladbach,1993,7,8,10
stuttgart,1993,7,7,11
leipzig,1993,7,7,12
dresden,1993,7,6,13
wattenscheid,1993,7,5,14
schalke 04,1993,7,4,15
freiburg,1993,7,4,16
nurnberg,1993,7,4,17
ein frankfurt,1993,8,20,0
hamburg,1993,8,19,1
werder bremen,1993,8,19,2
leverkusen,1993,8,15,3
duisburg,1993,8,14,4
kaiserslautern,1993,8,14,5
bayern munich,1993,8,12,6
dortmund,1993,8,11,7
fc koln,1993,8,10,8
dresden,1993,8,9,9
stuttgart,1993,8,8,10
karlsruhe,1993,8,8,11
m'gladbach,1993,8,8,12
leipzig,1993,8,7,13
nurnberg,1993,8,7,14
wattenscheid,1993,8,6,15
schalke 04,1993,8,4,16
freiburg,1993,8,4,17
ein frankfurt,1993,9,23,0
werder bremen,1993,9,20,1
hamburg,1993,9,19,2
duisburg,1993,9,17,3
kaiserslautern,1993,9,17,4
leverkusen,1993,9,15,5
bayern munich,1993,9,13,6
fc koln,1993,9,13,7
dortmund,1993,9,12,8
stuttgart,1993,9,11,9
dresden,1993,9,9,10
karlsruhe,1993,9,9,11
m'gladbach,1993,9,8,12
nurnberg,1993,9,8,13
leipzig,1993,9,7,14
wattenscheid,1993,9,7,15
freiburg,1993,9,5,16
schalke 04,1993,9,5,17
ein frankfurt,1993,10,26,0
werder bremen,1993,10,21,1
hamburg,1993,10,19,2
duisburg,1993,10,18,3
leverkusen,1993,10,18,4
kaiserslautern,1993,10,17,5
bayern munich,1993,10,16,6
dortmund,1993,10,15,7
fc koln,1993,10,14,8
dresden,1993,10,12,9
stuttgart,1993,10,11,10
karlsruhe,1993,10,10,11
m'gladbach,1993,10,9,12
leipzig,1993,10,8,13
nurnberg,1993,10,8,14
wattenscheid,1993,10,7,15
freiburg,1993,10,6,16
schalke 04,1993,10,6,17
ein frankfurt,1993,11,29,0
werder bremen,1993,11,24,1
hamburg,1993,11,22,2
kaiserslautern,1993,11,20,3
bayern munich,1993,11,19,4
leverkusen,1993,11,18,5
duisburg,1993,11,18,6
dortmund,1993,11,15,7
fc koln,1993,11,14,8
karlsruhe,1993,11,13,9
dresden,1993,11,12,10
m'gladbach,1993,11,12,11
stuttgart,1993,11,11,12
nurnberg,1993,11,11,13
freiburg,1993,11,9,14
leipzig,1993,11,8,15
wattenscheid,1993,11,7,16
schalke 04,1993,11,6,17
ein frankfurt,1993,12,29,0
werder bremen,1993,12,25,1
bayern munich,1993,12,22,2
hamburg,1993,12,22,3
duisburg,1993,12,21,4
kaiserslautern,1993,12,21,5
leverkusen,1993,12,21,6
dortmund,1993,12,18,7
fc koln,1993,12,15,8
karlsruhe,1993,12,14,9
stuttgart,1993,12,14,10
dresden,1993,12,13,11
m'gladbach,1993,12,12,12
nurnberg,1993,12,11,13
freiburg,1993,12,10,14
leipzig,1993,12,9,15
wattenscheid,1993,12,8,16
schalke 04,1993,12,6,17
ein frankfurt,1993,13,30,0
hamburg,1993,13,25,1
werder bremen,1993,13,25,2
kaiserslautern,1993,13,24,3
bayern munich,1993,13,23,4
duisburg,1993,13,21,5
leverkusen,1993,13,21,6
fc koln,1993,13,18,7
dortmund,1993,13,18,8
karlsruhe,1993,13,15,9
stuttgart,1993,13,15,10
nurnberg,1993,13,14,11
dresden,1993,13,14,12
m'gladbach,1993,13,13,13
freiburg,1993,13,13,14
leipzig,1993,13,9,15
wattenscheid,1993,13,9,16
schalke 04,1993,13,7,17
ein frankfurt,1993,14,31,0
werder bremen,1993,14,26,1
bayern munich,1993,14,26,2
hamburg,1993,14,25,3
kaiserslautern,1993,14,24,4
duisburg,1993,14,24,5
leverkusen,1993,14,22,6
fc koln,1993,14,21,7
dortmund,1993,14,21,8
stuttgart,1993,14,18,9
freiburg,1993,14,16,10
karlsruhe,1993,14,15,11
nurnberg,1993,14,14,12
dresden,1993,14,14,13
m'gladbach,1993,14,13,14
leipzig,1993,14,12,15
wattenscheid,1993,14,10,16
schalke 04,1993,14,7,17
ein frankfurt,1993,15,34,0
kaiserslautern,1993,15,27,1
bayern munich,1993,15,26,2
hamburg,1993,15,26,3
werder bremen,1993,15,26,4
duisburg,1993,15,24,5
fc koln,1993,15,24,6
leverkusen,1993,15,23,7
dortmund,1993,15,21,8
freiburg,1993,15,19,9
stuttgart,1993,15,18,10
karlsruhe,1993,15,18,11
nurnberg,1993,15,17,12
dresden,1993,15,15,13
m'gladbach,1993,15,14,14
leipzig,1993,15,12,15
wattenscheid,1993,15,10,16
schalke 04,1993,15,10,17
ein frankfurt,1993,16,34,0
bayern munich,1993,16,29,1
hamburg,1993,16,29,2
kaiserslautern,1993,16,27,3
duisburg,1993,16,27,4
leverkusen,1993,16,26,5
werder bremen,1993,16,26,6
fc koln,1993,16,24,7
dortmund,1993,16,24,8
freiburg,1993,16,20,9
stuttgart,1993,16,18,10
dresden,1993,16,18,11
karlsruhe,1993,16,18,12
m'gladbach,1993,16,17,13
nurnberg,1993,16,17,14
wattenscheid,1993,16,13,15
leipzig,1993,16,13,16
schalke 04,1993,16,10,17
ein frankfurt,1993,17,34,0
bayern munich,1993,17,30,1
duisburg,1993,17,30,2
kaiserslautern,1993,17,30,3
hamburg,1993,17,29,4
leverkusen,1993,17,29,5
fc koln,1993,17,27,6
werder bremen,1993,17,26,7
dortmund,1993,17,25,8
karlsruhe,1993,17,21,9
dresden,1993,17,21,10
freiburg,1993,17,20,11
m'gladbach,1993,17,20,12
stuttgart,1993,17,18,13
nurnberg,1993,17,18,14
wattenscheid,1993,17,13,15
leipzig,1993,17,13,16
schalke 04,1993,17,11,17
ein frankfurt,1993,18,34,0
kaiserslautern,1993,18,33,1
hamburg,1993,18,32,2
leverkusen,1993,18,32,3
bayern munich,1993,18,30,4
duisburg,1993,18,30,5
fc koln,1993,18,27,6
werder bremen,1993,18,27,7
dortmund,1993,18,26,8
dresden,1993,18,24,9
freiburg,1993,18,23,10
m'gladbach,1993,18,23,11
karlsruhe,1993,18,22,12
stuttgart,1993,18,19,13
nurnberg,1993,18,18,14
schalke 04,1993,18,14,15
wattenscheid,1993,18,13,16
leipzig,1993,18,13,17
ein frankfurt,1993,19,34,0
kaiserslautern,1993,19,33,1
hamburg,1993,19,33,2
leverkusen,1993,19,33,3
bayern munich,1993,19,31,4
duisburg,1993,19,31,5
werder bremen,1993,19,30,6
fc koln,1993,19,27,7
dortmund,1993,19,27,8
m'gladbach,1993,19,26,9
dresden,1993,19,25,10
freiburg,1993,19,23,11
karlsruhe,1993,19,23,12
nurnberg,1993,19,21,13
stuttgart,1993,19,20,14
wattenscheid,1993,19,16,15
schalke 04,1993,19,15,16
leipzig,1993,19,14,17
ein frankfurt,1993,20,35,0
kaiserslautern,1993,20,34,1
leverkusen,1993,20,34,2
hamburg,1993,20,33,3
bayern munich,1993,20,32,4
duisburg,1993,20,31,5
werder bremen,1993,20,31,6
m'gladbach,1993,20,29,7
fc koln,1993,20,27,8
dortmund,1993,20,27,9
freiburg,1993,20,26,10
dresden,1993,20,26,11
karlsruhe,1993,20,26,12
stuttgart,1993,20,23,13
nurnberg,1993,20,21,14
schalke 04,1993,20,18,15
wattenscheid,1993,20,17,16
leipzig,1993,20,15,17
ein frankfurt,1993,21,36,0
werder bremen,1993,21,34,1
kaiserslautern,1993,21,34,2
leverkusen,1993,21,34,3
duisburg,1993,21,34,4
hamburg,1993,21,34,5
bayern munich,1993,21,32,6
dortmund,1993,21,30,7
karlsruhe,1993,21,29,8
m'gladbach,1993,21,29,9
fc koln,1993,21,28,10
freiburg,1993,21,27,11
dresden,1993,21,27,12
stuttgart,1993,21,26,13
nurnberg,1993,21,22,14
schalke 04,1993,21,19,15
wattenscheid,1993,21,18,16
leipzig,1993,21,15,17
kaiserslautern,1993,22,37,0
duisburg,1993,22,37,1
hamburg,1993,22,37,2
ein frankfurt,1993,22,36,3
bayern munich,1993,22,35,4
leverkusen,1993,22,34,5
werder bremen,1993,22,34,6
karlsruhe,1993,22,32,7
fc koln,1993,22,31,8
dortmund,1993,22,30,9
dresden,1993,22,30,10
stuttgart,1993,22,29,11
m'gladbach,1993,22,29,12
freiburg,1993,22,27,13
nurnberg,1993,22,22,14
schalke 04,1993,22,22,15
wattenscheid,1993,22,18,16
leipzig,1993,22,15,17
bayern munich,1993,23,38,0
kaiserslautern,1993,23,38,1
hamburg,1993,23,38,2
duisburg,1993,23,37,3
ein frankfurt,1993,23,36,4
werder bremen,1993,23,35,5
leverkusen,1993,23,35,6
karlsruhe,1993,23,33,7
fc koln,1993,23,32,8
stuttgart,1993,23,32,9
dresden,1993,23,31,10
dortmund,1993,23,30,11
m'gladbach,1993,23,30,12
freiburg,1993,23,28,13
schalke 04,1993,23,25,14
nurnberg,1993,23,23,15
wattenscheid,1993,23,19,16
leipzig,1993,23,16,17
bayern munich,1993,24,41,0
duisburg,1993,24,40,1
ein frankfurt,1993,24,39,2
kaiserslautern,1993,24,38,3
hamburg,1993,24,38,4
karlsruhe,1993,24,36,5
werder bremen,1993,24,35,6
leverkusen,1993,24,35,7
stuttgart,1993,24,35,8
m'gladbach,1993,24,33,9
fc koln,1993,24,33,10
dortmund,1993,24,33,11
dresden,1993,24,32,12
freiburg,1993,24,28,13
schalke 04,1993,24,28,14
nurnberg,1993,24,23,15
wattenscheid,1993,24,19,16
leipzig,1993,24,16,17
bayern munich,1993,25,44,0
ein frankfurt,1993,25,42,1
kaiserslautern,1993,25,41,2
hamburg,1993,25,41,3
duisburg,1993,25,40,4
karlsruhe,1993,25,39,5
dortmund,1993,25,36,6
m'gladbach,1993,25,36,7
fc koln,1993,25,36,8
werder bremen,1993,25,35,9
leverkusen,1993,25,35,10
stuttgart,1993,25,35,11
dresden,1993,25,32,12
freiburg,1993,25,28,13
schalke 04,1993,25,28,14
nurnberg,1993,25,26,15
wattenscheid,1993,25,19,16
leipzig,1993,25,16,17
bayern munich,1993,26,45,0
ein frankfurt,1993,26,45,1
hamburg,1993,26,44,2
kaiserslautern,1993,26,41,3
duisburg,1993,26,40,4
karlsruhe,1993,26,39,5
fc koln,1993,26,39,6
leverkusen,1993,26,38,7
stuttgart,1993,26,38,8
dortmund,1993,26,37,9
m'gladbach,1993,26,36,10
werder bremen,1993,26,36,11
dresden,1993,26,32,12
schalke 04,1993,26,31,13
freiburg,1993,26,29,14
nurnberg,1993,26,27,15
wattenscheid,1993,26,20,16
leipzig,1993,26,16,17
bayern munich,1993,27,48,0
ein frankfurt,1993,27,46,1
hamburg,1993,27,44,2
karlsruhe,1993,27,42,3
kaiserslautern,1993,27,42,4
fc koln,1993,27,42,5
leverkusen,1993,27,41,6
dortmund,1993,27,40,7
duisburg,1993,27,40,8
stuttgart,1993,27,39,9
m'gladbach,1993,27,39,10
werder bremen,1993,27,36,11
schalke 04,1993,27,34,12
dresden,1993,27,33,13
freiburg,1993,27,29,14
nurnberg,1993,27,27,15
wattenscheid,1993,27,20,16
leipzig,1993,27,16,17
bayern munich,1993,28,51,0
ein frankfurt,1993,28,46,1
hamburg,1993,28,44,2
leverkusen,1993,28,44,3
dortmund,1993,28,43,4
kaiserslautern,1993,28,43,5
duisburg,1993,28,43,6
karlsruhe,1993,28,42,7
fc koln,1993,28,42,8
stuttgart,1993,28,40,9
m'gladbach,1993,28,39,10
schalke 04,1993,28,37,11
werder bremen,1993,28,36,12
dresden,1993,28,34,13
freiburg,1993,28,29,14
nurnberg,1993,28,28,15
wattenscheid,1993,28,23,16
leipzig,1993,28,19,17
bayern munich,1993,29,54,0
kaiserslautern,1993,29,46,1
duisburg,1993,29,46,2
ein frankfurt,1993,29,46,3
karlsruhe,1993,29,45,4
leverkusen,1993,29,45,5
fc koln,1993,29,45,6
hamburg,1993,29,45,7
dortmund,1993,29,44,8
m'gladbach,1993,29,42,9
stuttgart,1993,29,40,10
werder bremen,1993,29,39,11
schalke 04,1993,29,38,12
dresden,1993,29,34,13
freiburg,1993,29,29,14
nurnberg,1993,29,28,15
wattenscheid,1993,29,23,16
leipzig,1993,29,19,17
bayern munich,1993,30,54,0
kaiserslautern,1993,30,49,1
leverkusen,1993,30,48,2
dortmund,1993,30,47,3
duisburg,1993,30,46,4
hamburg,1993,30,46,5
ein frankfurt,1993,30,46,6
karlsruhe,1993,30,45,7
fc koln,1993,30,45,8
stuttgart,1993,30,43,9
m'gladbach,1993,30,42,10
werder bremen,1993,30,40,11
schalke 04,1993,30,38,12
dresden,1993,30,37,13
nurnberg,1993,30,31,14
freiburg,1993,30,29,15
wattenscheid,1993,30,26,16
leipzig,1993,30,19,17
bayern munich,1993,31,57,0
kaiserslautern,1993,31,52,1
ein frankfurt,1993,31,49,2
dortmund,1993,31,48,3
karlsruhe,1993,31,48,4
leverkusen,1993,31,48,5
fc koln,1993,31,48,6
duisburg,1993,31,47,7
stuttgart,1993,31,46,8
hamburg,1993,31,46,9
m'gladbach,1993,31,43,10
werder bremen,1993,31,43,11
dresden,1993,31,40,12
schalke 04,1993,31,38,13
nurnberg,1993,31,34,14
freiburg,1993,31,29,15
wattenscheid,1993,31,26,16
leipzig,1993,31,19,17
bayern munich,1993,32,57,0
kaiserslautern,1993,32,55,1
dortmund,1993,32,51,2
karlsruhe,1993,32,51,3
ein frankfurt,1993,32,49,4
leverkusen,1993,32,49,5
fc koln,1993,32,48,6
duisburg,1993,32,47,7
werder bremen,1993,32,46,8
stuttgart,1993,32,46,9
m'gladbach,1993,32,46,10
hamburg,1993,32,46,11
dresden,1993,32,41,12
schalke 04,1993,32,39,13
nurnberg,1993,32,35,14
freiburg,1993,32,32,15
wattenscheid,1993,32,26,16
leipzig,1993,32,20,17
bayern munich,1993,33,58,0
kaiserslautern,1993,33,58,1
karlsruhe,1993,33,52,2
dortmund,1993,33,51,3
leverkusen,1993,33,50,4
duisburg,1993,33,50,5
ein frankfurt,1993,33,50,6
m'gladbach,1993,33,49,7
fc koln,1993,33,48,8
stuttgart,1993,33,47,9
hamburg,1993,33,47,10
werder bremen,1993,33,46,11
dresden,1993,33,44,12
schalke 04,1993,33,39,13
nurnberg,1993,33,38,14
freiburg,1993,33,35,15
wattenscheid,1993,33,26,16
leipzig,1993,33,20,17
bayern munich,1993,34,61,0
kaiserslautern,1993,34,61,1
dortmund,1993,34,54,2
ein frankfurt,1993,34,53,3
leverkusen,1993,34,53,4
karlsruhe,1993,34,52,5
stuttgart,1993,34,50,6
duisburg,1993,34,50,7
werder bremen,1993,34,49,8
m'gladbach,1993,34,49,9
fc koln,1993,34,48,10
hamburg,1993,34,47,11
dresden,1993,34,44,12
schalke 04,1993,34,39,13
freiburg,1993,34,38,14
nurnberg,1993,34,38,15
wattenscheid,1993,34,29,16
leipzig,1993,34,20,17
munich 1860,1994,0,0,0
leverkusen,1994,0,0,1
schalke 04,1994,0,0,2
m'gladbach,1994,0,0,3
stuttgart,1994,0,0,4
hamburg,1994,0,0,5
bayern munich,1994,0,0,6
bochum,1994,0,0,7
dortmund,1994,0,0,8
kaiserslautern,1994,0,0,9
dresden,1994,0,0,10
werder bremen,1994,0,0,11
ein frankfurt,1994,0,0,12
fc koln,1994,0,0,13
karlsruhe,1994,0,0,14
freiburg,1994,0,0,15
uerdingen,1994,0,0,16
duisburg,1994,0,0,17
kaiserslautern,1994,1,3,0
stuttgart,1994,1,3,1
bayern munich,1994,1,3,2
dortmund,1994,1,3,3
karlsruhe,1994,1,3,4
duisburg,1994,1,1,5
schalke 04,1994,1,1,6
dresden,1994,1,1,7
werder bremen,1994,1,1,8
ein frankfurt,1994,1,1,9
fc koln,1994,1,1,10
m'gladbach,1994,1,1,11
uerdingen,1994,1,1,12
bochum,1994,1,0,13
hamburg,1994,1,0,14
freiburg,1994,1,0,15
leverkusen,1994,1,0,16
munich 1860,1994,1,0,17
stuttgart,1994,2,6,0
dortmund,1994,2,6,1
kaiserslautern,1994,2,4,2
karlsruhe,1994,2,4,3
werder bremen,1994,2,4,4
freiburg,1994,2,3,5
bayern munich,1994,2,3,6
bochum,1994,2,3,7
schalke 04,1994,2,2,8
m'gladbach,1994,2,2,9
duisburg,1994,2,2,10
ein frankfurt,1994,2,2,11
uerdingen,1994,2,2,12
fc koln,1994,2,1,13
dresden,1994,2,1,14
hamburg,1994,2,1,15
leverkusen,1994,2,0,16
munich 1860,1994,2,0,17
dortmund,1994,3,9,0
karlsruhe,1994,3,7,1
werder bremen,1994,3,7,2
stuttgart,1994,3,7,3
freiburg,1994,3,6,4
bayern munich,1994,3,6,5
kaiserslautern,1994,3,4,6
hamburg,1994,3,4,7
bochum,1994,3,3,8
uerdingen,1994,3,3,9
leverkusen,1994,3,3,10
schalke 04,1994,3,2,11
ein frankfurt,1994,3,2,12
fc koln,1994,3,2,13
m'gladbach,1994,3,2,14
duisburg,1994,3,2,15
dresden,1994,3,1,16
munich 1860,1994,3,1,17
werder bremen,1994,4,10,0
dortmund,1994,4,9,1
bayern munich,1994,4,9,2
karlsruhe,1994,4,7,3
stuttgart,1994,4,7,4
hamburg,1994,4,7,5
kaiserslautern,1994,4,7,6
leverkusen,1994,4,6,7
freiburg,1994,4,6,8
schalke 04,1994,4,5,9
ein frankfurt,1994,4,5,10
fc koln,1994,4,5,11
m'gladbach,1994,4,5,12
uerdingen,1994,4,3,13
bochum,1994,4,3,14
duisburg,1994,4,2,15
dresden,1994,4,1,16
munich 1860,1994,4,1,17
werder bremen,1994,5,13,0
kaiserslautern,1994,5,10,1
stuttgart,1994,5,10,2
bayern munich,1994,5,10,3
karlsruhe,1994,5,10,4
dortmund,1994,5,10,5
freiburg,1994,5,9,6
hamburg,1994,5,8,7
schalke 04,1994,5,8,8
leverkusen,1994,5,7,9
ein frankfurt,1994,5,5,10
fc koln,1994,5,5,11
m'gladbach,1994,5,5,12
dresden,1994,5,4,13
bochum,1994,5,3,14
uerdingen,1994,5,3,15
duisburg,1994,5,2,16
munich 1860,1994,5,1,17
werder bremen,1994,6,16,0
kaiserslautern,1994,6,13,1
bayern munich,1994,6,13,2
dortmund,1994,6,13,3
karlsruhe,1994,6,13,4
hamburg,1994,6,11,5
stuttgart,1994,6,10,6
freiburg,1994,6,10,7
schalke 04,1994,6,8,8
m'gladbach,1994,6,8,9
leverkusen,1994,6,8,10
uerdingen,1994,6,6,11
ein frankfurt,1994,6,5,12
fc koln,1994,6,5,13
dresden,1994,6,4,14
bochum,1994,6,3,15
duisburg,1994,6,2,16
munich 1860,1994,6,1,17
werder bremen,1994,7,16,0
dortmund,1994,7,16,1
kaiserslautern,1994,7,14,2
hamburg,1994,7,14,3
karlsruhe,1994,7,14,4
bayern munich,1994,7,14,5
freiburg,1994,7,11,6
leverkusen,1994,7,11,7
stuttgart,1994,7,10,8
schalke 04,1994,7,9,9
m'gladbach,1994,7,9,10
bochum,1994,7,6,11
ein frankfurt,1994,7,6,12
fc koln,1994,7,6,13
uerdingen,1994,7,6,14
dresden,1994,7,5,15
duisburg,1994,7,2,16
munich 1860,1994,7,2,17
dortmund,1994,8,19,0
werder bremen,1994,8,19,1
hamburg,1994,8,17,2
kaiserslautern,1994,8,15,3
bayern munich,1994,8,15,4
karlsruhe,1994,8,14,5
freiburg,1994,8,14,6
stuttgart,1994,8,13,7
leverkusen,1994,8,12,8
m'gladbach,1994,8,10,9
schalke 04,1994,8,9,10
ein frankfurt,1994,8,9,11
dresden,1994,8,8,12
fc koln,1994,8,6,13
bochum,1994,8,6,14
uerdingen,1994,8,6,15
duisburg,1994,8,2,16
munich 1860,1994,8,2,17
dortmund,1994,9,20,0
werder bremen,1994,9,20,1
freiburg,1994,9,17,2
hamburg,1994,9,17,3
bayern munich,1994,9,16,4
kaiserslautern,1994,9,15,5
karlsruhe,1994,9,15,6
stuttgart,1994,9,14,7
m'gladbach,1994,9,13,8
leverkusen,1994,9,13,9
dresden,1994,9,11,10
ein frankfurt,1994,9,10,11
schalke 04,1994,9,10,12
fc koln,1994,9,7,13
bochum,1994,9,7,14
uerdingen,1994,9,7,15
munich 1860,1994,9,3,16
duisburg,1994,9,2,17
dortmund,1994,10,23,0
werder bremen,1994,10,21,1
stuttgart,1994,10,17,2
freiburg,1994,10,17,3
hamburg,1994,10,17,4
kaiserslautern,1994,10,16,5
leverkusen,1994,10,16,6
m'gladbach,1994,10,16,7
bayern munich,1994,10,16,8
karlsruhe,1994,10,15,9
ein frankfurt,1994,10,13,10
dresden,1994,10,11,11
schalke 04,1994,10,11,12
fc koln,1994,10,10,13
uerdingen,1994,10,8,14
bochum,1994,10,7,15
munich 1860,1994,10,6,16
duisburg,1994,10,2,17
dortmund,1994,11,26,0
werder bremen,1994,11,24,1
freiburg,1994,11,20,2
hamburg,1994,11,20,3
kaiserslautern,1994,11,19,4
m'gladbach,1994,11,19,5
stuttgart,1994,11,18,6
karlsruhe,1994,11,18,7
leverkusen,1994,11,17,8
bayern munich,1994,11,17,9
ein frankfurt,1994,11,13,10
schalke 04,1994,11,12,11
dresden,1994,11,11,12
fc koln,1994,11,10,13
uerdingen,1994,11,8,14
bochum,1994,11,7,15
munich 1860,1994,11,6,16
duisburg,1994,11,2,17
dortmund,1994,12,29,0
werder bremen,1994,12,24,1
kaiserslautern,1994,12,22,2
m'gladbach,1994,12,22,3
stuttgart,1994,12,21,4
leverkusen,1994,12,20,5
freiburg,1994,12,20,6
hamburg,1994,12,20,7
karlsruhe,1994,12,19,8
bayern munich,1994,12,18,9
ein frankfurt,1994,12,16,10
schalke 04,1994,12,13,11
dresden,1994,12,11,12
fc koln,1994,12,10,13
uerdingen,1994,12,9,14
bochum,1994,12,7,15
munich 1860,1994,12,7,16
duisburg,1994,12,3,17
dortmund,1994,13,32,0
werder bremen,1994,13,27,1
m'gladbach,1994,13,25,2
freiburg,1994,13,23,3
hamburg,1994,13,23,4
kaiserslautern,1994,13,22,5
leverkusen,1994,13,21,6
bayern munich,1994,13,21,7
stuttgart,1994,13,21,8
karlsruhe,1994,13,20,9
ein frankfurt,1994,13,16,10
schalke 04,1994,13,13,11
fc koln,1994,13,13,12
uerdingen,1994,13,12,13
dresden,1994,13,11,14
bochum,1994,13,7,15
munich 1860,1994,13,7,16
duisburg,1994,13,3,17
dortmund,1994,14,33,0
werder bremen,1994,14,30,1
m'gladbach,1994,14,25,2
kaiserslautern,1994,14,25,3
freiburg,1994,14,24,4
hamburg,1994,14,24,5
leverkusen,1994,14,22,6
bayern munich,1994,14,22,7
stuttgart,1994,14,22,8
karlsruhe,1994,14,21,9
ein frankfurt,1994,14,19,10
schalke 04,1994,14,16,11
fc koln,1994,14,14,12
uerdingen,1994,14,12,13
dresden,1994,14,11,14
bochum,1994,14,8,15
munich 1860,1994,14,8,16
duisburg,1994,14,3,17
dortmund,1994,15,34,0
werder bremen,1994,15,33,1
freiburg,1994,15,27,2
m'gladbach,1994,15,26,3
kaiserslautern,1994,15,26,4
hamburg,1994,15,25,5
bayern munich,1994,15,25,6
leverkusen,1994,15,22,7
karlsruhe,1994,15,22,8
stuttgart,1994,15,22,9
ein frankfurt,1994,15,19,10
fc koln,1994,15,17,11
schalke 04,1994,15,16,12
uerdingen,1994,15,12,13
dresden,1994,15,12,14
bochum,1994,15,11,15
munich 1860,1994,15,8,16
duisburg,1994,15,6,17
dortmund,1994,16,37,0
werder bremen,1994,16,33,1
freiburg,1994,16,30,2
m'gladbach,1994,16,29,3
kaiserslautern,1994,16,29,4
bayern munich,1994,16,28,5
karlsruhe,1994,16,25,6
leverkusen,1994,16,25,7
hamburg,1994,16,25,8
stuttgart,1994,16,22,9
ein frankfurt,1994,16,22,10
schalke 04,1994,16,19,11
fc koln,1994,16,17,12
uerdingen,1994,16,12,13
dresden,1994,16,12,14
bochum,1994,16,11,15
munich 1860,1994,16,9,16
duisburg,1994,16,6,17
dortmund,1994,17,40,0
werder bremen,1994,17,34,1
