team,year,day,points,position
m'gladbach,1996,22,23,14
st pauli,1996,22,20,15
hansa rostock,1996,22,18,16
freiburg,1996,22,13,17
bayern munich,1996,23,46,0
dortmund,1996,23,46,1
stuttgart,1996,23,44,2
leverkusen,1996,23,44,3
schalke 04,1996,23,36,4
bochum,1996,23,36,5
karlsruhe,1996,23,34,6
fc koln,1996,23,33,7
werder bremen,1996,23,32,8
munich 1860,1996,23,31,9
bielefeld,1996,23,29,10
hamburg,1996,23,28,11
m'gladbach,1996,23,26,12
duisburg,1996,23,25,13
dusseldorf,1996,23,25,14
st pauli,1996,23,23,15
hansa rostock,1996,23,21,16
freiburg,1996,23,14,17
bayern munich,1996,24,49,0
stuttgart,1996,24,47,1
leverkusen,1996,24,47,2
dortmund,1996,24,46,3
schalke 04,1996,24,37,4
bochum,1996,24,37,5
karlsruhe,1996,24,34,6
munich 1860,1996,24,34,7
fc koln,1996,24,33,8
werder bremen,1996,24,32,9
bielefeld,1996,24,30,10
m'gladbach,1996,24,29,11
hamburg,1996,24,29,12
duisburg,1996,24,28,13
dusseldorf,1996,24,25,14
st pauli,1996,24,23,15
hansa rostock,1996,24,21,16
freiburg,1996,24,14,17
bayern munich,1996,25,52,0
leverkusen,1996,25,50,1
dortmund,1996,25,49,2
stuttgart,1996,25,48,3
karlsruhe,1996,25,37,4
schalke 04,1996,25,37,5
bochum,1996,25,37,6
munich 1860,1996,25,35,7
fc koln,1996,25,34,8
m'gladbach,1996,25,32,9
werder bremen,1996,25,32,10
bielefeld,1996,25,30,11
hamburg,1996,25,30,12
duisburg,1996,25,29,13
dusseldorf,1996,25,25,14
hansa rostock,1996,25,24,15
st pauli,1996,25,23,16
freiburg,1996,25,14,17
bayern munich,1996,26,55,0
dortmund,1996,26,52,1
leverkusen,1996,26,50,2
stuttgart,1996,26,49,3
karlsruhe,1996,26,38,4
schalke 04,1996,26,38,5
munich 1860,1996,26,38,6
bochum,1996,26,37,7
werder bremen,1996,26,35,8
fc koln,1996,26,34,9
duisburg,1996,26,32,10
m'gladbach,1996,26,32,11
bielefeld,1996,26,30,12
hamburg,1996,26,30,13
dusseldorf,1996,26,28,14
hansa rostock,1996,26,27,15
st pauli,1996,26,26,16
freiburg,1996,26,15,17
bayern munich,1996,27,58,0
leverkusen,1996,27,53,1
stuttgart,1996,27,52,2
dortmund,1996,27,52,3
bochum,1996,27,40,4
schalke 04,1996,27,39,5
munich 1860,1996,27,39,6
karlsruhe,1996,27,38,7
werder bremen,1996,27,36,8
duisburg,1996,27,35,9
m'gladbach,1996,27,35,10
fc koln,1996,27,34,11
bielefeld,1996,27,31,12
hamburg,1996,27,31,13
dusseldorf,1996,27,28,14
hansa rostock,1996,27,27,15
st pauli,1996,27,27,16
freiburg,1996,27,15,17
bayern munich,1996,28,59,0
leverkusen,1996,28,56,1
dortmund,1996,28,53,2
stuttgart,1996,28,52,3
bochum,1996,28,43,4
werder bremen,1996,28,39,5
schalke 04,1996,28,39,6
munich 1860,1996,28,39,7
karlsruhe,1996,28,38,8
duisburg,1996,28,36,9
m'gladbach,1996,28,35,10
bielefeld,1996,28,34,11
hamburg,1996,28,34,12
fc koln,1996,28,34,13
hansa rostock,1996,28,30,14
dusseldorf,1996,28,29,15
st pauli,1996,28,27,16
freiburg,1996,28,18,17
bayern munich,1996,29,62,0
leverkusen,1996,29,59,1
stuttgart,1996,29,55,2
dortmund,1996,29,53,3
bochum,1996,29,46,4
munich 1860,1996,29,42,5
karlsruhe,1996,29,41,6
schalke 04,1996,29,40,7
werder bremen,1996,29,39,8
bielefeld,1996,29,37,9
duisburg,1996,29,36,10
fc koln,1996,29,35,11
m'gladbach,1996,29,35,12
hamburg,1996,29,34,13
hansa rostock,1996,29,33,14
dusseldorf,1996,29,29,15
st pauli,1996,29,27,16
freiburg,1996,29,18,17
bayern munich,1996,30,63,0
leverkusen,1996,30,60,1
stuttgart,1996,30,58,2
dortmund,1996,30,56,3
bochum,1996,30,47,4
munich 1860,1996,30,43,5
karlsruhe,1996,30,41,6
schalke 04,1996,30,40,7
bielefeld,1996,30,40,8
werder bremen,1996,30,39,9
fc koln,1996,30,38,10
hamburg,1996,30,37,11
duisburg,1996,30,36,12
m'gladbach,1996,30,36,13
hansa rostock,1996,30,34,14
dusseldorf,1996,30,29,15
st pauli,1996,30,27,16
freiburg,1996,30,21,17
bayern munich,1996,31,64,0
leverkusen,1996,31,63,1
stuttgart,1996,31,58,2
dortmund,1996,31,57,3
bochum,1996,31,50,4
munich 1860,1996,31,46,5
werder bremen,1996,31,42,6
karlsruhe,1996,31,42,7
schalke 04,1996,31,40,8
bielefeld,1996,31,40,9
m'gladbach,1996,31,39,10
fc koln,1996,31,38,11
hamburg,1996,31,37,12
hansa rostock,1996,31,37,13
duisburg,1996,31,36,14
dusseldorf,1996,31,32,15
st pauli,1996,31,27,16
freiburg,1996,31,22,17
bayern munich,1996,32,67,0
leverkusen,1996,32,66,1
dortmund,1996,32,60,2
stuttgart,1996,32,58,3
bochum,1996,32,50,4
munich 1860,1996,32,49,5
karlsruhe,1996,32,45,6
m'gladbach,1996,32,42,7
werder bremen,1996,32,42,8
fc koln,1996,32,41,9
schalke 04,1996,32,40,10
bielefeld,1996,32,40,11
duisburg,1996,32,39,12
hamburg,1996,32,37,13
hansa rostock,1996,32,37,14
dusseldorf,1996,32,32,15
st pauli,1996,32,27,16
freiburg,1996,32,25,17
bayern munich,1996,33,70,0
leverkusen,1996,33,66,1
dortmund,1996,33,60,2
stuttgart,1996,33,58,3
bochum,1996,33,53,4
munich 1860,1996,33,49,5
karlsruhe,1996,33,48,6
werder bremen,1996,33,45,7
fc koln,1996,33,44,8
duisburg,1996,33,42,9
m'gladbach,1996,33,42,10
schalke 04,1996,33,40,11
hansa rostock,1996,33,40,12
bielefeld,1996,33,40,13
hamburg,1996,33,40,14
dusseldorf,1996,33,32,15
freiburg,1996,33,28,16
st pauli,1996,33,27,17
bayern munich,1996,34,71,0
leverkusen,1996,34,69,1
dortmund,1996,34,63,2
stuttgart,1996,34,61,3
bochum,1996,34,53,4
karlsruhe,1996,34,49,5
munich 1860,1996,34,49,6
werder bremen,1996,34,48,7
duisburg,1996,34,45,8
fc koln,1996,34,44,9
schalke 04,1996,34,43,10
m'gladbach,1996,34,43,11
hamburg,1996,34,41,12
hansa rostock,1996,34,40,13
bielefeld,1996,34,40,14
dusseldorf,1996,34,33,15
freiburg,1996,34,29,16
st pauli,1996,34,27,17
duisburg,1997,0,0,0
schalke 04,1997,0,0,1
stuttgart,1997,0,0,2
munich 1860,1997,0,0,3
bayern munich,1997,0,0,4
kaiserslautern,1997,0,0,5
bochum,1997,0,0,6
bielefeld,1997,0,0,7
fc koln,1997,0,0,8
leverkusen,1997,0,0,9
hansa rostock,1997,0,0,10
wolfsburg,1997,0,0,11
karlsruhe,1997,0,0,12
werder bremen,1997,0,0,13
hamburg,1997,0,0,14
m'gladbach,1997,0,0,15
hertha,1997,0,0,16
dortmund,1997,0,0,17
schalke 04,1997,1,3,0
kaiserslautern,1997,1,3,1
bochum,1997,1,3,2
fc koln,1997,1,3,3
karlsruhe,1997,1,3,4
wolfsburg,1997,1,3,5
stuttgart,1997,1,1,6
m'gladbach,1997,1,1,7
munich 1860,1997,1,1,8
hamburg,1997,1,1,9
hertha,1997,1,1,10
dortmund,1997,1,1,11
hansa rostock,1997,1,0,12
werder bremen,1997,1,0,13
leverkusen,1997,1,0,14
bielefeld,1997,1,0,15
bayern munich,1997,1,0,16
duisburg,1997,1,0,17
kaiserslautern,1997,2,6,0
dortmund,1997,2,4,1
karlsruhe,1997,2,4,2
wolfsburg,1997,2,4,3
fc koln,1997,2,3,4
duisburg,1997,2,3,5
bochum,1997,2,3,6
bielefeld,1997,2,3,7
leverkusen,1997,2,3,8
schalke 04,1997,2,3,9
munich 1860,1997,2,2,10
hamburg,1997,2,2,11
m'gladbach,1997,2,2,12
bayern munich,1997,2,1,13
hansa rostock,1997,2,1,14
stuttgart,1997,2,1,15
werder bremen,1997,2,1,16
hertha,1997,2,1,17
karlsruhe,1997,3,7,0
kaiserslautern,1997,3,7,1
schalke 04,1997,3,6,2
dortmund,1997,3,4,3
bayern munich,1997,3,4,4
stuttgart,1997,3,4,5
bochum,1997,3,4,6
wolfsburg,1997,3,4,7
hansa rostock,1997,3,4,8
fc koln,1997,3,4,9
duisburg,1997,3,4,10
leverkusen,1997,3,3,11
bielefeld,1997,3,3,12
munich 1860,1997,3,3,13
m'gladbach,1997,3,3,14
werder bremen,1997,3,2,15
hamburg,1997,3,2,16
hertha,1997,3,2,17
kaiserslautern,1997,4,10,0
dortmund,1997,4,7,1
stuttgart,1997,4,7,2
bayern munich,1997,4,7,3
karlsruhe,1997,4,7,4
wolfsburg,1997,4,7,5
hansa rostock,1997,4,7,6
bielefeld,1997,4,6,7
m'gladbach,1997,4,6,8
schalke 04,1997,4,6,9
leverkusen,1997,4,6,10
fc koln,1997,4,4,11
bochum,1997,4,4,12
duisburg,1997,4,4,13
munich 1860,1997,4,3,14
werder bremen,1997,4,2,15
hamburg,1997,4,2,16
hertha,1997,4,2,17
kaiserslautern,1997,5,13,0
bayern munich,1997,5,10,1
schalke 04,1997,5,9,2
dortmund,1997,5,8,3
stuttgart,1997,5,8,4
fc koln,1997,5,7,5
wolfsburg,1997,5,7,6
hansa rostock,1997,5,7,7
duisburg,1997,5,7,8
karlsruhe,1997,5,7,9
leverkusen,1997,5,6,10
bielefeld,1997,5,6,11
m'gladbach,1997,5,6,12
munich 1860,1997,5,6,13
werder bremen,1997,5,5,14
hamburg,1997,5,5,15
bochum,1997,5,4,16
hertha,1997,5,2,17
kaiserslautern,1997,6,16,0
bayern munich,1997,6,13,1
duisburg,1997,6,10,2
schalke 04,1997,6,10,3
hansa rostock,1997,6,10,4
dortmund,1997,6,9,5
m'gladbach,1997,6,9,6
wolfsburg,1997,6,8,7
hamburg,1997,6,8,8
karlsruhe,1997,6,8,9
stuttgart,1997,6,8,10
leverkusen,1997,6,7,11
fc koln,1997,6,7,12
munich 1860,1997,6,7,13
bielefeld,1997,6,6,14
werder bremen,1997,6,5,15
bochum,1997,6,4,16
hertha,1997,6,2,17
kaiserslautern,1997,7,19,0
bayern munich,1997,7,16,1
duisburg,1997,7,13,2
hansa rostock,1997,7,13,3
stuttgart,1997,7,11,4
schalke 04,1997,7,11,5
dortmund,1997,7,9,6
m'gladbach,1997,7,9,7
hamburg,1997,7,9,8
bielefeld,1997,7,9,9
karlsruhe,1997,7,8,10
wolfsburg,1997,7,8,11
werder bremen,1997,7,8,12
munich 1860,1997,7,7,13
leverkusen,1997,7,7,14
fc koln,1997,7,7,15
bochum,1997,7,7,16
hertha,1997,7,2,17
kaiserslautern,1997,8,19,0
bayern munich,1997,8,17,1
duisburg,1997,8,16,2
hansa rostock,1997,8,14,3
hamburg,1997,8,12,4
schalke 04,1997,8,12,5
wolfsburg,1997,8,11,6
stuttgart,1997,8,11,7
werder bremen,1997,8,11,8
m'gladbach,1997,8,10,9
munich 1860,1997,8,10,10
karlsruhe,1997,8,9,11
bielefeld,1997,8,9,12
dortmund,1997,8,9,13
leverkusen,1997,8,8,14
fc koln,1997,8,7,15
bochum,1997,8,7,16
hertha,1997,8,5,17
kaiserslautern,1997,9,22,0
bayern munich,1997,9,20,1
duisburg,1997,9,16,2
schalke 04,1997,9,15,3
hansa rostock,1997,9,14,4
stuttgart,1997,9,14,5
werder bremen,1997,9,14,6
karlsruhe,1997,9,12,7
bielefeld,1997,9,12,8
hamburg,1997,9,12,9
wolfsburg,1997,9,11,10
leverkusen,1997,9,11,11
m'gladbach,1997,9,10,12
munich 1860,1997,9,10,13
fc koln,1997,9,10,14
dortmund,1997,9,9,15
bochum,1997,9,7,16
hertha,1997,9,5,17
kaiserslautern,1997,10,25,0
bayern munich,1997,10,21,1
schalke 04,1997,10,18,2
hansa rostock,1997,10,17,3
duisburg,1997,10,16,4
stuttgart,1997,10,15,5
hamburg,1997,10,15,6
wolfsburg,1997,10,14,7
werder bremen,1997,10,14,8
leverkusen,1997,10,14,9
m'gladbach,1997,10,13,10
karlsruhe,1997,10,12,11
bielefeld,1997,10,12,12
munich 1860,1997,10,10,13
fc koln,1997,10,10,14
dortmund,1997,10,9,15
bochum,1997,10,8,16
hertha,1997,10,6,17
kaiserslautern,1997,11,26,0
bayern munich,1997,11,22,1
hansa rostock,1997,11,20,2
schalke 04,1997,11,18,3
stuttgart,1997,11,18,4
duisburg,1997,11,17,5
hamburg,1997,11,16,6
bielefeld,1997,11,15,7
werder bremen,1997,11,15,8
leverkusen,1997,11,15,9
wolfsburg,1997,11,14,10
karlsruhe,1997,11,13,11
m'gladbach,1997,11,13,12
munich 1860,1997,11,13,13
bochum,1997,11,11,14
dortmund,1997,11,10,15
fc koln,1997,11,10,16
hertha,1997,11,6,17
kaiserslautern,1997,12,29,0
bayern munich,1997,12,25,1
schalke 04,1997,12,21,2
hansa rostock,1997,12,20,3
stuttgart,1997,12,18,4
wolfsburg,1997,12,17,5
duisburg,1997,12,17,6
leverkusen,1997,12,16,7
munich 1860,1997,12,16,8
hamburg,1997,12,16,9
bielefeld,1997,12,15,10
werder bremen,1997,12,15,11
m'gladbach,1997,12,14,12
dortmund,1997,12,13,13
fc koln,1997,12,13,14
karlsruhe,1997,12,13,15
bochum,1997,12,11,16
hertha,1997,12,9,17
kaiserslautern,1997,13,30,0
bayern munich,1997,13,26,1
schalke 04,1997,13,22,2
hansa rostock,1997,13,21,3
stuttgart,1997,13,19,4
hamburg,1997,13,19,5
leverkusen,1997,13,19,6
m'gladbach,1997,13,17,7
duisburg,1997,13,17,8
wolfsburg,1997,13,17,9
munich 1860,1997,13,17,10
karlsruhe,1997,13,16,11
bielefeld,1997,13,15,12
werder bremen,1997,13,15,13
dortmund,1997,13,14,14
fc koln,1997,13,13,15
bochum,1997,13,12,16
hertha,1997,13,12,17
kaiserslautern,1997,14,33,0
bayern munich,1997,14,29,1
schalke 04,1997,14,25,2
stuttgart,1997,14,22,3
leverkusen,1997,14,22,4
hansa rostock,1997,14,21,5
duisburg,1997,14,20,6
hamburg,1997,14,19,7
m'gladbach,1997,14,18,8
munich 1860,1997,14,17,9
wolfsburg,1997,14,17,10
karlsruhe,1997,14,16,11
fc koln,1997,14,16,12
hertha,1997,14,15,13
bielefeld,1997,14,15,14
werder bremen,1997,14,15,15
dortmund,1997,14,15,16
bochum,1997,14,12,17
kaiserslautern,1997,15,36,0
bayern munich,1997,15,32,1
schalke 04,1997,15,25,2
stuttgart,1997,15,25,3
leverkusen,1997,15,25,4
duisburg,1997,15,23,5
hansa rostock,1997,15,21,6
munich 1860,1997,15,20,7
hamburg,1997,15,19,8
werder bremen,1997,15,18,9
m'gladbach,1997,15,18,10
hertha,1997,15,18,11
karlsruhe,1997,15,17,12
wolfsburg,1997,15,17,13
fc koln,1997,15,16,14
bielefeld,1997,15,15,15
dortmund,1997,15,15,16
bochum,1997,15,13,17
kaiserslautern,1997,16,36,0
bayern munich,1997,16,35,1
schalke 04,1997,16,28,2
stuttgart,1997,16,28,3
leverkusen,1997,16,26,4
hansa rostock,1997,16,24,5
duisburg,1997,16,23,6
werder bremen,1997,16,21,7
munich 1860,1997,16,20,8
wolfsburg,1997,16,20,9
hamburg,1997,16,19,10
hertha,1997,16,19,11
bielefeld,1997,16,18,12
dortmund,1997,16,18,13
m'gladbach,1997,16,18,14
karlsruhe,1997,16,17,15
fc koln,1997,16,16,16
bochum,1997,16,13,17
kaiserslautern,1997,17,39,0
bayern munich,1997,17,35,1
schalke 04,1997,17,29,2
stuttgart,1997,17,29,3
leverkusen,1997,17,29,4
hansa rostock,1997,17,24,5
duisburg,1997,17,23,6
wolfsburg,1997,17,23,7
hertha,1997,17,22,8
werder bremen,1997,17,22,9
dortmund,1997,17,21,10
karlsruhe,1997,17,20,11
munich 1860,1997,17,20,12
hamburg,1997,17,19,13
bielefeld,1997,17,19,14
m'gladbach,1997,17,18,15
bochum,1997,17,16,16
fc koln,1997,17,16,17
kaiserslautern,1997,18,42,0
bayern munich,1997,18,35,1
stuttgart,1997,18,32,2
schalke 04,1997,18,30,3
leverkusen,1997,18,30,4
hansa rostock,1997,18,25,5
hertha,1997,18,25,6
duisburg,1997,18,24,7
wolfsburg,1997,18,24,8
karlsruhe,1997,18,23,9
werder bremen,1997,18,22,10
dortmund,1997,18,21,11
munich 1860,1997,18,20,12
hamburg,1997,18,20,13
bochum,1997,18,19,14
bielefeld,1997,18,19,15
m'gladbach,1997,18,19,16
fc koln,1997,18,17,17
kaiserslautern,1997,19,42,0
bayern munich,1997,19,38,1
stuttgart,1997,19,35,2
schalke 04,1997,19,31,3
leverkusen,1997,19,31,4
wolfsburg,1997,19,27,5
hansa rostock,1997,19,25,6
hertha,1997,19,25,7
duisburg,1997,19,25,8
werder bremen,1997,19,25,9
karlsruhe,1997,19,24,10
dortmund,1997,19,24,11
munich 1860,1997,19,21,12
hamburg,1997,19,20,13
bochum,1997,19,20,14
fc koln,1997,19,20,15
bielefeld,1997,19,19,16
m'gladbach,1997,19,19,17
kaiserslautern,1997,20,45,0
bayern munich,1997,20,41,1
stuttgart,1997,20,35,2
leverkusen,1997,20,34,3
schalke 04,1997,20,32,4
hansa rostock,1997,20,28,5
duisburg,1997,20,28,6
werder bremen,1997,20,28,7
wolfsburg,1997,20,27,8
dortmund,1997,20,25,9
hertha,1997,20,25,10
karlsruhe,1997,20,24,11
bielefeld,1997,20,22,12
m'gladbach,1997,20,22,13
munich 1860,1997,20,21,14
hamburg,1997,20,20,15
bochum,1997,20,20,16
fc koln,1997,20,20,17
kaiserslautern,1997,21,46,0
bayern munich,1997,21,44,1
stuttgart,1997,21,36,2
leverkusen,1997,21,35,3
schalke 04,1997,21,33,4
werder bremen,1997,21,31,5
hansa rostock,1997,21,31,6
duisburg,1997,21,29,7
hertha,1997,21,28,8
wolfsburg,1997,21,27,9
karlsruhe,1997,21,25,10
dortmund,1997,21,25,11
bochum,1997,21,23,12
fc koln,1997,21,23,13
bielefeld,1997,21,22,14
m'gladbach,1997,21,22,15
munich 1860,1997,21,21,16
hamburg,1997,21,20,17
kaiserslautern,1997,22,49,0
bayern munich,1997,22,47,1
leverkusen,1997,22,38,2
schalke 04,1997,22,36,3
stuttgart,1997,22,36,4
duisburg,1997,22,32,5
werder bremen,1997,22,31,6
hansa rostock,1997,22,31,7
hertha,1997,22,29,8
dortmund,1997,22,28,9
wolfsburg,1997,22,28,10
karlsruhe,1997,22,25,11
fc koln,1997,22,24,12
bochum,1997,22,23,13
bielefeld,1997,22,23,14
m'gladbach,1997,22,22,15
munich 1860,1997,22,22,16
hamburg,1997,22,21,17
kaiserslautern,1997,23,52,0
bayern munich,1997,23,47,1
leverkusen,1997,23,41,2
schalke 04,1997,23,37,3
stuttgart,1997,23,36,4
hansa rostock,1997,23,34,5
duisburg,1997,23,33,6
hertha,1997,23,32,7
werder bremen,1997,23,32,8
dortmund,1997,23,31,9
wolfsburg,1997,23,29,10
bochum,1997,23,26,11
karlsruhe,1997,23,25,12
hamburg,1997,23,24,13
fc koln,1997,23,24,14
bielefeld,1997,23,23,15
m'gladbach,1997,23,22,16
munich 1860,1997,23,22,17
kaiserslautern,1997,24,53,0
bayern munich,1997,24,47,1
leverkusen,1997,24,42,2
schalke 04,1997,24,38,3
stuttgart,1997,24,37,4
hansa rostock,1997,24,35,5
hertha,1997,24,33,6
duisburg,1997,24,33,7
werder bremen,1997,24,33,8
dortmund,1997,24,32,9
bochum,1997,24,29,10
wolfsburg,1997,24,29,11
fc koln,1997,24,27,12
karlsruhe,1997,24,26,13
munich 1860,1997,24,25,14
hamburg,1997,24,25,15
bielefeld,1997,24,24,16
m'gladbach,1997,24,23,17
kaiserslautern,1997,25,54,0
bayern munich,1997,25,47,1
leverkusen,1997,25,45,2
schalke 04,1997,25,41,3
stuttgart,1997,25,40,4
hansa rostock,1997,25,35,5
duisburg,1997,25,34,6
werder bremen,1997,25,34,7
hertha,1997,25,33,8
dortmund,1997,25,32,9
bochum,1997,25,30,10
fc koln,1997,25,30,11
wolfsburg,1997,25,29,12
munich 1860,1997,25,28,13
hamburg,1997,25,26,14
m'gladbach,1997,25,26,15
karlsruhe,1997,25,26,16
bielefeld,1997,25,25,17
kaiserslautern,1997,26,57,0
bayern munich,1997,26,48,1
leverkusen,1997,26,46,2
schalke 04,1997,26,44,3
stuttgart,1997,26,41,4
hansa rostock,1997,26,36,5
werder bremen,1997,26,35,6
dortmund,1997,26,35,7
duisburg,1997,26,35,8
hertha,1997,26,33,9
bochum,1997,26,31,10
fc koln,1997,26,31,11
karlsruhe,1997,26,29,12
wolfsburg,1997,26,29,13
munich 1860,1997,26,28,14
hamburg,1997,26,27,15
m'gladbach,1997,26,27,16
bielefeld,1997,26,25,17
kaiserslautern,1997,27,57,0
bayern munich,1997,27,51,1
leverkusen,1997,27,49,2
schalke 04,1997,27,45,3
stuttgart,1997,27,41,4
hansa rostock,1997,27,39,5
werder bremen,1997,27,38,6
dortmund,1997,27,38,7
hertha,1997,27,36,8
duisburg,1997,27,35,9
fc koln,1997,27,34,10
bochum,1997,27,31,11
munich 1860,1997,27,31,12
hamburg,1997,27,30,13
karlsruhe,1997,27,29,14
wolfsburg,1997,27,29,15
m'gladbach,1997,27,27,16
bielefeld,1997,27,26,17
kaiserslautern,1997,28,58,0
bayern munich,1997,28,52,1
leverkusen,1997,28,50,2
schalke 04,1997,28,45,3
stuttgart,1997,28,41,4
hansa rostock,1997,28,40,5
hertha,1997,28,39,6
werder bremen,1997,28,38,7
dortmund,1997,28,38,8
fc koln,1997,28,35,9
duisburg,1997,28,35,10
bochum,1997,28,34,11
hamburg,1997,28,33,12
wolfsburg,1997,28,32,13
munich 1860,1997,28,31,14
karlsruhe,1997,28,30,15
m'gladbach,1997,28,28,16
bielefeld,1997,28,26,17
kaiserslautern,1997,29,59,0
bayern munich,1997,29,55,1
leverkusen,1997,29,50,2
schalke 04,1997,29,45,3
hansa rostock,1997,29,43,4
stuttgart,1997,29,42,5
dortmund,1997,29,39,6
hertha,1997,29,39,7
werder bremen,1997,29,38,8
duisburg,1997,29,36,9
fc koln,1997,29,35,10
wolfsburg,1997,29,35,11
hamburg,1997,29,34,12
bochum,1997,29,34,13
munich 1860,1997,29,32,14
karlsruhe,1997,29,30,15
m'gladbach,1997,29,29,16
bielefeld,1997,29,26,17
kaiserslautern,1997,30,60,0
bayern munich,1997,30,58,1
leverkusen,1997,30,53,2
hansa rostock,1997,30,46,3
schalke 04,1997,30,46,4
stuttgart,1997,30,45,5
werder bremen,1997,30,41,6
dortmund,1997,30,39,7
hertha,1997,30,39,8
duisburg,1997,30,39,9
wolfsburg,1997,30,38,10
hamburg,1997,30,37,11
fc koln,1997,30,35,12
bochum,1997,30,34,13
karlsruhe,1997,30,33,14
munich 1860,1997,30,32,15
m'gladbach,1997,30,29,16
bielefeld,1997,30,27,17
kaiserslautern,1997,31,63,0
bayern munich,1997,31,59,1
leverkusen,1997,31,53,2
stuttgart,1997,31,48,3
hansa rostock,1997,31,47,4
schalke 04,1997,31,46,5
werder bremen,1997,31,44,6
dortmund,1997,31,42,7
hertha,1997,31,40,8
duisburg,1997,31,40,9
wolfsburg,1997,31,39,10
hamburg,1997,31,37,11
fc koln,1997,31,35,12
bochum,1997,31,35,13
munich 1860,1997,31,35,14
karlsruhe,1997,31,34,15
m'gladbach,1997,31,32,16
bielefeld,1997,31,28,17
kaiserslautern,1997,32,64,0
bayern munich,1997,32,62,1
leverkusen,1997,32,54,2
stuttgart,1997,32,49,3
schalke 04,1997,32,49,4
hansa rostock,1997,32,48,5
werder bremen,1997,32,47,6
dortmund,1997,32,43,7
hamburg,1997,32,40,8
hertha,1997,32,40,9
duisburg,1997,32,40,10
wolfsburg,1997,32,39,11
bochum,1997,32,38,12
munich 1860,1997,32,38,13
karlsruhe,1997,32,35,14
fc koln,1997,32,35,15
m'gladbach,1997,32,32,16
bielefeld,1997,32,29,17
kaiserslautern,1997,33,67,0
bayern munich,1997,33,63,1
leverkusen,1997,33,54,2
werder bremen,1997,33,50,3
stuttgart,1997,33,49,4
schalke 04,1997,33,49,5
hansa rostock,1997,33,48,6
dortmund,1997,33,43,7
hamburg,1997,33,43,8
hertha,1997,33,43,9
munich 1860,1997,33,41,10
duisburg,1997,33,41,11
wolfsburg,1997,33,39,12
bochum,1997,33,38,13
karlsruhe,1997,33,38,14
m'gladbach,1997,33,35,15
fc koln,1997,33,35,16
bielefeld,1997,33,32,17
kaiserslautern,1997,34,68,0
bayern munich,1997,34,66,1
leverkusen,1997,34,55,2
stuttgart,1997,34,52,3
schalke 04,1997,34,52,4
hansa rostock,1997,34,51,5
werder bremen,1997,34,50,6
duisburg,1997,34,44,7
hamburg,1997,34,44,8
dortmund,1997,34,43,9
hertha,1997,34,43,10
bochum,1997,34,41,11
munich 1860,1997,34,41,12
wolfsburg,1997,34,39,13
m'gladbach,1997,34,38,14
karlsruhe,1997,34,38,15
fc koln,1997,34,36,16
bielefeld,1997,34,32,17
schalke 04,1998,0,0,0
duisburg,1998,0,0,1
stuttgart,1998,0,0,2
dortmund,1998,0,0,3
bochum,1998,0,0,4
freiburg,1998,0,0,5
leverkusen,1998,0,0,6
hansa rostock,1998,0,0,7
m'gladbach,1998,0,0,8
ein frankfurt,1998,0,0,9
munich 1860,1998,0,0,10
kaiserslautern,1998,0,0,11
nurnberg,1998,0,0,12
hamburg,1998,0,0,13
wolfsburg,1998,0,0,14
bayern munich,1998,0,0,15
hertha,1998,0,0,16
werder bremen,1998,0,0,17
duisburg,1998,1,3,0
stuttgart,1998,1,3,1
freiburg,1998,1,3,2
leverkusen,1998,1,3,3
m'gladbach,1998,1,3,4
kaiserslautern,1998,1,3,5
bayern munich,1998,1,3,6
hertha,1998,1,3,7
nurnberg,1998,1,1,8
hamburg,1998,1,1,9
munich 1860,1998,1,0,10
werder bremen,1998,1,0,11
dortmund,1998,1,0,12
hansa rostock,1998,1,0,13
wolfsburg,1998,1,0,14
bochum,1998,1,0,15
ein frankfurt,1998,1,0,16
schalke 04,1998,1,0,17
bayern munich,1998,2,6,0
kaiserslautern,1998,2,6,1
freiburg,1998,2,4,2
leverkusen,1998,2,4,3
hamburg,1998,2,4,4
nurnberg,1998,2,4,5
schalke 04,1998,2,3,6
dortmund,1998,2,3,7
m'gladbach,1998,2,3,8
hertha,1998,2,3,9
munich 1860,1998,2,3,10
duisburg,1998,2,3,11
stuttgart,1998,2,3,12
wolfsburg,1998,2,1,13
hansa rostock,1998,2,1,14
ein frankfurt,1998,2,0,15
bochum,1998,2,0,16
werder bremen,1998,2,0,17
bayern munich,1998,3,9,0
hamburg,1998,3,7,1
hertha,1998,3,6,2
stuttgart,1998,3,6,3
kaiserslautern,1998,3,6,4
freiburg,1998,3,5,5
nurnberg,1998,3,5,6
leverkusen,1998,3,4,7
munich 1860,1998,3,4,8
dortmund,1998,3,4,9
duisburg,1998,3,4,10
m'gladbach,1998,3,4,11
bochum,1998,3,3,12
schalke 04,1998,3,3,13
wolfsburg,1998,3,2,14
ein frankfurt,1998,3,1,15
hansa rostock,1998,3,1,16
werder bremen,1998,3,0,17
bayern munich,1998,4,12,0
kaiserslautern,1998,4,9,1
hamburg,1998,4,8,2
stuttgart,1998,4,7,3
munich 1860,1998,4,7,4
bochum,1998,4,6,5
hertha,1998,4,6,6
nurnberg,1998,4,6,7
leverkusen,1998,4,5,8
freiburg,1998,4,5,9
hansa rostock,1998,4,4,10
schalke 04,1998,4,4,11
duisburg,1998,4,4,12
dortmund,1998,4,4,13
m'gladbach,1998,4,4,14
wolfsburg,1998,4,3,15
ein frankfurt,1998,4,2,16
werder bremen,1998,4,1,17
