team,year,day,points,position
willem ii,1997,28,46,5
for sittard,1997,28,40,6
nac breda,1997,28,36,7
sparta,1997,28,34,8
utrecht,1997,28,33,9
twente,1997,28,33,10
graafschap,1997,28,32,11
nijmegen,1997,28,31,12
roda jc,1997,28,29,13
groningen,1997,28,26,14
mvv maastricht,1997,28,25,15
waalwijk,1997,28,24,16
volendam,1997,28,18,17
ajax,1997,29,80,0
psv eindhoven,1997,29,62,1
vitesse,1997,29,55,2
feyenoord,1997,29,54,3
heerenveen,1997,29,51,4
willem ii,1997,29,46,5
for sittard,1997,29,41,6
nac breda,1997,29,39,7
utrecht,1997,29,36,8
twente,1997,29,36,9
graafschap,1997,29,35,10
nijmegen,1997,29,34,11
sparta,1997,29,34,12
roda jc,1997,29,29,13
mvv maastricht,1997,29,28,14
groningen,1997,29,27,15
waalwijk,1997,29,27,16
volendam,1997,29,18,17
ajax,1997,30,83,0
psv eindhoven,1997,30,65,1
vitesse,1997,30,58,2
feyenoord,1997,30,57,3
heerenveen,1997,30,51,4
willem ii,1997,30,49,5
for sittard,1997,30,44,6
nac breda,1997,30,39,7
sparta,1997,30,37,8
utrecht,1997,30,36,9
twente,1997,30,36,10
graafschap,1997,30,35,11
nijmegen,1997,30,35,12
roda jc,1997,30,32,13
mvv maastricht,1997,30,28,14
groningen,1997,30,28,15
waalwijk,1997,30,27,16
volendam,1997,30,18,17
ajax,1997,31,86,0
psv eindhoven,1997,31,68,1
vitesse,1997,31,61,2
feyenoord,1997,31,60,3
heerenveen,1997,31,51,4
willem ii,1997,31,49,5
for sittard,1997,31,44,6
sparta,1997,31,40,7
nac breda,1997,31,39,8
twente,1997,31,39,9
utrecht,1997,31,37,10
graafschap,1997,31,36,11
nijmegen,1997,31,35,12
roda jc,1997,31,32,13
waalwijk,1997,31,30,14
mvv maastricht,1997,31,28,15
groningen,1997,31,28,16
volendam,1997,31,18,17
ajax,1997,32,86,0
psv eindhoven,1997,32,69,1
vitesse,1997,32,64,2
feyenoord,1997,32,61,3
willem ii,1997,32,52,4
heerenveen,1997,32,52,5
for sittard,1997,32,45,6
utrecht,1997,32,40,7
sparta,1997,32,40,8
nac breda,1997,32,39,9
graafschap,1997,32,39,10
twente,1997,32,39,11
nijmegen,1997,32,38,12
roda jc,1997,32,35,13
mvv maastricht,1997,32,31,14
waalwijk,1997,32,30,15
groningen,1997,32,28,16
volendam,1997,32,18,17
ajax,1997,33,89,0
psv eindhoven,1997,33,72,1
vitesse,1997,33,67,2
feyenoord,1997,33,61,3
willem ii,1997,33,52,4
heerenveen,1997,33,52,5
for sittard,1997,33,48,6
nijmegen,1997,33,41,7
sparta,1997,33,41,8
utrecht,1997,33,40,9
twente,1997,33,40,10
nac breda,1997,33,39,11
graafschap,1997,33,39,12
roda jc,1997,33,38,13
mvv maastricht,1997,33,32,14
waalwijk,1997,33,31,15
groningen,1997,33,28,16
volendam,1997,33,21,17
ajax,1997,34,89,0
psv eindhoven,1997,34,72,1
vitesse,1997,34,70,2
feyenoord,1997,34,61,3
willem ii,1997,34,55,4
heerenveen,1997,34,55,5
for sittard,1997,34,48,6
nijmegen,1997,34,44,7
utrecht,1997,34,43,8
twente,1997,34,43,9
nac breda,1997,34,42,10
graafschap,1997,34,42,11
sparta,1997,34,41,12
roda jc,1997,34,38,13
mvv maastricht,1997,34,32,14
groningen,1997,34,31,15
waalwijk,1997,34,31,16
volendam,1997,34,21,17
graafschap,1998,0,0,0
heerenveen,1998,0,0,1
for sittard,1998,0,0,2
feyenoord,1998,0,0,3
az alkmaar,1998,0,0,4
sparta,1998,0,0,5
cambuur,1998,0,0,6
psv eindhoven,1998,0,0,7
mvv maastricht,1998,0,0,8
twente,1998,0,0,9
vitesse,1998,0,0,10
roda jc,1998,0,0,11
waalwijk,1998,0,0,12
nijmegen,1998,0,0,13
ajax,1998,0,0,14
willem ii,1998,0,0,15
nac breda,1998,0,0,16
utrecht,1998,0,0,17
graafschap,1998,1,3,0
heerenveen,1998,1,3,1
ajax,1998,1,3,2
feyenoord,1998,1,3,3
az alkmaar,1998,1,3,4
nijmegen,1998,1,3,5
vitesse,1998,1,3,6
utrecht,1998,1,3,7
psv eindhoven,1998,1,1,8
cambuur,1998,1,1,9
twente,1998,1,0,10
roda jc,1998,1,0,11
mvv maastricht,1998,1,0,12
sparta,1998,1,0,13
for sittard,1998,1,0,14
willem ii,1998,1,0,15
nac breda,1998,1,0,16
waalwijk,1998,1,0,17
heerenveen,1998,2,6,0
utrecht,1998,2,6,1
ajax,1998,2,6,2
feyenoord,1998,2,6,3
az alkmaar,1998,2,4,4
graafschap,1998,2,4,5
nijmegen,1998,2,4,6
vitesse,1998,2,4,7
twente,1998,2,3,8
willem ii,1998,2,3,9
psv eindhoven,1998,2,1,10
waalwijk,1998,2,1,11
cambuur,1998,2,1,12
nac breda,1998,2,1,13
mvv maastricht,1998,2,0,14
sparta,1998,2,0,15
for sittard,1998,2,0,16
roda jc,1998,2,0,17
utrecht,1998,3,9,0
ajax,1998,3,9,1
feyenoord,1998,3,9,2
heerenveen,1998,3,7,3
vitesse,1998,3,7,4
nijmegen,1998,3,5,5
graafschap,1998,3,4,6
psv eindhoven,1998,3,4,7
twente,1998,3,4,8
az alkmaar,1998,3,4,9
willem ii,1998,3,4,10
nac breda,1998,3,2,11
cambuur,1998,3,2,12
sparta,1998,3,1,13
waalwijk,1998,3,1,14
roda jc,1998,3,1,15
for sittard,1998,3,0,16
mvv maastricht,1998,3,0,17
feyenoord,1998,4,12,0
utrecht,1998,4,10,1
ajax,1998,4,10,2
vitesse,1998,4,10,3
willem ii,1998,4,7,4
heerenveen,1998,4,7,5
graafschap,1998,4,7,6
twente,1998,4,7,7
psv eindhoven,1998,4,7,8
az alkmaar,1998,4,5,9
nijmegen,1998,4,5,10
roda jc,1998,4,4,11
nac breda,1998,4,2,12
cambuur,1998,4,2,13
sparta,1998,4,1,14
for sittard,1998,4,1,15
waalwijk,1998,4,1,16
mvv maastricht,1998,4,0,17
feyenoord,1998,5,15,0
utrecht,1998,5,11,1
ajax,1998,5,11,2
heerenveen,1998,5,10,3
vitesse,1998,5,10,4
twente,1998,5,10,5
graafschap,1998,5,8,6
willem ii,1998,5,8,7
nijmegen,1998,5,8,8
psv eindhoven,1998,5,7,9
az alkmaar,1998,5,6,10
nac breda,1998,5,5,11
roda jc,1998,5,4,12
mvv maastricht,1998,5,3,13
for sittard,1998,5,2,14
cambuur,1998,5,2,15
waalwijk,1998,5,1,16
sparta,1998,5,1,17
feyenoord,1998,6,18,0
heerenveen,1998,6,13,1
vitesse,1998,6,13,2
twente,1998,6,13,3
ajax,1998,6,11,4
nijmegen,1998,6,11,5
willem ii,1998,6,11,6
utrecht,1998,6,11,7
graafschap,1998,6,8,8
az alkmaar,1998,6,7,9
psv eindhoven,1998,6,7,10
nac breda,1998,6,6,11
roda jc,1998,6,5,12
for sittard,1998,6,5,13
sparta,1998,6,4,14
mvv maastricht,1998,6,3,15
cambuur,1998,6,2,16
waalwijk,1998,6,1,17
feyenoord,1998,7,19,0
vitesse,1998,7,16,1
twente,1998,7,16,2
ajax,1998,7,14,3
nijmegen,1998,7,14,4
heerenveen,1998,7,13,5
willem ii,1998,7,11,6
utrecht,1998,7,11,7
az alkmaar,1998,7,10,8
psv eindhoven,1998,7,10,9
roda jc,1998,7,8,10
graafschap,1998,7,8,11
mvv maastricht,1998,7,6,12
nac breda,1998,7,6,13
cambuur,1998,7,5,14
for sittard,1998,7,5,15
sparta,1998,7,4,16
waalwijk,1998,7,2,17
feyenoord,1998,8,20,0
vitesse,1998,8,17,1
twente,1998,8,17,2
heerenveen,1998,8,16,3
nijmegen,1998,8,15,4
ajax,1998,8,14,5
az alkmaar,1998,8,13,6
psv eindhoven,1998,8,11,7
utrecht,1998,8,11,8
willem ii,1998,8,11,9
mvv maastricht,1998,8,9,10
roda jc,1998,8,9,11
graafschap,1998,8,9,12
sparta,1998,8,7,13
nac breda,1998,8,6,14
cambuur,1998,8,5,15
for sittard,1998,8,5,16
waalwijk,1998,8,2,17
feyenoord,1998,9,23,0
vitesse,1998,9,20,1
heerenveen,1998,9,19,2
ajax,1998,9,17,3
twente,1998,9,17,4
nijmegen,1998,9,16,5
az alkmaar,1998,9,13,6
utrecht,1998,9,12,7
roda jc,1998,9,12,8
willem ii,1998,9,11,9
psv eindhoven,1998,9,11,10
graafschap,1998,9,10,11
nac breda,1998,9,9,12
mvv maastricht,1998,9,9,13
for sittard,1998,9,8,14
sparta,1998,9,7,15
cambuur,1998,9,6,16
waalwijk,1998,9,3,17
feyenoord,1998,10,23,0
ajax,1998,10,20,1
twente,1998,10,20,2
vitesse,1998,10,20,3
heerenveen,1998,10,19,4
nijmegen,1998,10,16,5
roda jc,1998,10,15,6
willem ii,1998,10,14,7
az alkmaar,1998,10,14,8
psv eindhoven,1998,10,14,9
utrecht,1998,10,12,10
mvv maastricht,1998,10,12,11
sparta,1998,10,10,12
graafschap,1998,10,10,13
nac breda,1998,10,9,14
for sittard,1998,10,8,15
cambuur,1998,10,6,16
waalwijk,1998,10,3,17
feyenoord,1998,11,26,0
ajax,1998,11,23,1
twente,1998,11,23,2
vitesse,1998,11,23,3
heerenveen,1998,11,22,4
roda jc,1998,11,18,5
az alkmaar,1998,11,17,6
nijmegen,1998,11,16,7
willem ii,1998,11,15,8
psv eindhoven,1998,11,15,9
graafschap,1998,11,13,10
mvv maastricht,1998,11,13,11
utrecht,1998,11,12,12
sparta,1998,11,10,13
cambuur,1998,11,9,14
nac breda,1998,11,9,15
for sittard,1998,11,8,16
waalwijk,1998,11,3,17
feyenoord,1998,12,29,0
heerenveen,1998,12,25,1
ajax,1998,12,24,2
twente,1998,12,24,3
vitesse,1998,12,23,4
nijmegen,1998,12,19,5
az alkmaar,1998,12,18,6
psv eindhoven,1998,12,18,7
roda jc,1998,12,18,8
willem ii,1998,12,16,9
utrecht,1998,12,15,10
graafschap,1998,12,14,11
mvv maastricht,1998,12,14,12
sparta,1998,12,11,13
cambuur,1998,12,9,14
nac breda,1998,12,9,15
for sittard,1998,12,8,16
waalwijk,1998,12,3,17
feyenoord,1998,13,32,0
heerenveen,1998,13,28,1
ajax,1998,13,27,2
vitesse,1998,13,26,3
twente,1998,13,24,4
roda jc,1998,13,21,5
nijmegen,1998,13,20,6
willem ii,1998,13,19,7
az alkmaar,1998,13,19,8
psv eindhoven,1998,13,19,9
utrecht,1998,13,15,10
graafschap,1998,13,15,11
mvv maastricht,1998,13,14,12
sparta,1998,13,11,13
cambuur,1998,13,10,14
nac breda,1998,13,10,15
for sittard,1998,13,9,16
waalwijk,1998,13,3,17
feyenoord,1998,14,35,0
heerenveen,1998,14,29,1
ajax,1998,14,28,2
vitesse,1998,14,26,3
twente,1998,14,25,4
roda jc,1998,14,24,5
nijmegen,1998,14,23,6
willem ii,1998,14,22,7
psv eindhoven,1998,14,22,8
az alkmaar,1998,14,19,9
mvv maastricht,1998,14,17,10
utrecht,1998,14,15,11
graafschap,1998,14,15,12
sparta,1998,14,12,13
cambuur,1998,14,10,14
nac breda,1998,14,10,15
for sittard,1998,14,9,16
waalwijk,1998,14,6,17
feyenoord,1998,15,38,0
ajax,1998,15,31,1
heerenveen,1998,15,30,2
vitesse,1998,15,29,3
twente,1998,15,28,4
roda jc,1998,15,27,5
nijmegen,1998,15,26,6
psv eindhoven,1998,15,23,7
willem ii,1998,15,22,8
az alkmaar,1998,15,20,9
utrecht,1998,15,18,10
mvv maastricht,1998,15,17,11
graafschap,1998,15,16,12
sparta,1998,15,12,13
cambuur,1998,15,11,14
for sittard,1998,15,10,15
nac breda,1998,15,10,16
waalwijk,1998,15,6,17
feyenoord,1998,16,41,0
vitesse,1998,16,32,1
heerenveen,1998,16,31,2
ajax,1998,16,31,3
twente,1998,16,29,4
roda jc,1998,16,27,5
nijmegen,1998,16,26,6
psv eindhoven,1998,16,24,7
az alkmaar,1998,16,23,8
willem ii,1998,16,22,9
utrecht,1998,16,19,10
graafschap,1998,16,17,11
mvv maastricht,1998,16,17,12
cambuur,1998,16,14,13
nac breda,1998,16,13,14
sparta,1998,16,12,15
for sittard,1998,16,10,16
waalwijk,1998,16,6,17
feyenoord,1998,17,42,0
vitesse,1998,17,35,1
heerenveen,1998,17,32,2
ajax,1998,17,32,3
twente,1998,17,29,4
roda jc,1998,17,28,5
psv eindhoven,1998,17,27,6
nijmegen,1998,17,26,7
az alkmaar,1998,17,24,8
utrecht,1998,17,22,9
willem ii,1998,17,22,10
mvv maastricht,1998,17,18,11
graafschap,1998,17,17,12
cambuur,1998,17,15,13
for sittard,1998,17,13,14
nac breda,1998,17,13,15
sparta,1998,17,12,16
waalwijk,1998,17,6,17
feyenoord,1998,18,43,0
vitesse,1998,18,36,1
heerenveen,1998,18,33,2
ajax,1998,18,33,3
roda jc,1998,18,31,4
twente,1998,18,29,5
psv eindhoven,1998,18,28,6
az alkmaar,1998,18,27,7
nijmegen,1998,18,27,8
willem ii,1998,18,25,9
utrecht,1998,18,22,10
mvv maastricht,1998,18,19,11
cambuur,1998,18,18,12
graafschap,1998,18,17,13
sparta,1998,18,15,14
for sittard,1998,18,14,15
nac breda,1998,18,13,16
waalwijk,1998,18,7,17
feyenoord,1998,19,46,0
vitesse,1998,19,37,1
ajax,1998,19,34,2
roda jc,1998,19,34,3
heerenveen,1998,19,33,4
psv eindhoven,1998,19,31,5
twente,1998,19,30,6
az alkmaar,1998,19,28,7
nijmegen,1998,19,27,8
utrecht,1998,19,25,9
willem ii,1998,19,25,10
cambuur,1998,19,21,11
mvv maastricht,1998,19,20,12
graafschap,1998,19,18,13
for sittard,1998,19,17,14
sparta,1998,19,15,15
nac breda,1998,19,13,16
waalwijk,1998,19,10,17
feyenoord,1998,20,49,0
vitesse,1998,20,40,1
roda jc,1998,20,37,2
heerenveen,1998,20,34,3
ajax,1998,20,34,4
psv eindhoven,1998,20,34,5
az alkmaar,1998,20,31,6
twente,1998,20,30,7
nijmegen,1998,20,28,8
utrecht,1998,20,28,9
willem ii,1998,20,28,10
mvv maastricht,1998,20,21,11
cambuur,1998,20,21,12
for sittard,1998,20,20,13
graafschap,1998,20,19,14
sparta,1998,20,15,15
nac breda,1998,20,13,16
waalwijk,1998,20,11,17
feyenoord,1998,21,52,0
vitesse,1998,21,43,1
roda jc,1998,21,40,2
heerenveen,1998,21,35,3
ajax,1998,21,35,4
az alkmaar,1998,21,34,5
psv eindhoven,1998,21,34,6
twente,1998,21,33,7
willem ii,1998,21,31,8
utrecht,1998,21,29,9
nijmegen,1998,21,28,10
cambuur,1998,21,22,11
mvv maastricht,1998,21,21,12
for sittard,1998,21,21,13
graafschap,1998,21,19,14
sparta,1998,21,15,15
nac breda,1998,21,13,16
waalwijk,1998,21,12,17
feyenoord,1998,22,55,0
vitesse,1998,22,44,1
roda jc,1998,22,40,2
ajax,1998,22,38,3
psv eindhoven,1998,22,37,4
heerenveen,1998,22,35,5
willem ii,1998,22,34,6
az alkmaar,1998,22,34,7
twente,1998,22,33,8
utrecht,1998,22,29,9
nijmegen,1998,22,28,10
for sittard,1998,22,24,11
mvv maastricht,1998,22,22,12
cambuur,1998,22,22,13
graafschap,1998,22,22,14
sparta,1998,22,15,15
nac breda,1998,22,13,16
waalwijk,1998,22,12,17
feyenoord,1998,23,58,0
vitesse,1998,23,44,1
ajax,1998,23,41,2
roda jc,1998,23,41,3
psv eindhoven,1998,23,40,4
willem ii,1998,23,37,5
az alkmaar,1998,23,37,6
heerenveen,1998,23,36,7
twente,1998,23,36,8
nijmegen,1998,23,29,9
utrecht,1998,23,29,10
for sittard,1998,23,27,11
mvv maastricht,1998,23,22,12
cambuur,1998,23,22,13
graafschap,1998,23,22,14
sparta,1998,23,18,15
nac breda,1998,23,14,16
waalwijk,1998,23,12,17
feyenoord,1998,24,58,0
vitesse,1998,24,47,1
ajax,1998,24,44,2
psv eindhoven,1998,24,43,3
roda jc,1998,24,41,4
willem ii,1998,24,40,5
heerenveen,1998,24,39,6
twente,1998,24,39,7
az alkmaar,1998,24,38,8
for sittard,1998,24,30,9
utrecht,1998,24,30,10
nijmegen,1998,24,29,11
mvv maastricht,1998,24,22,12
cambuur,1998,24,22,13
graafschap,1998,24,22,14
sparta,1998,24,18,15
nac breda,1998,24,14,16
waalwijk,1998,24,12,17
feyenoord,1998,25,61,0
vitesse,1998,25,50,1
psv eindhoven,1998,25,46,2
ajax,1998,25,44,3
roda jc,1998,25,44,4
willem ii,1998,25,43,5
heerenveen,1998,25,42,6
twente,1998,25,40,7
az alkmaar,1998,25,38,8
for sittard,1998,25,33,9
utrecht,1998,25,30,10
nijmegen,1998,25,29,11
cambuur,1998,25,25,12
graafschap,1998,25,22,13
mvv maastricht,1998,25,22,14
sparta,1998,25,18,15
nac breda,1998,25,14,16
waalwijk,1998,25,12,17
feyenoord,1998,26,64,0
vitesse,1998,26,53,1
psv eindhoven,1998,26,49,2
willem ii,1998,26,46,3
roda jc,1998,26,45,4
ajax,1998,26,44,5
twente,1998,26,43,6
heerenveen,1998,26,42,7
az alkmaar,1998,26,38,8
for sittard,1998,26,36,9
utrecht,1998,26,33,10
nijmegen,1998,26,32,11
cambuur,1998,26,25,12
graafschap,1998,26,25,13
mvv maastricht,1998,26,22,14
sparta,1998,26,18,15
waalwijk,1998,26,15,16
nac breda,1998,26,15,17
feyenoord,1998,27,67,0
vitesse,1998,27,54,1
psv eindhoven,1998,27,50,2
willem ii,1998,27,47,3
roda jc,1998,27,46,4
ajax,1998,27,44,5
twente,1998,27,44,6
heerenveen,1998,27,42,7
az alkmaar,1998,27,38,8
for sittard,1998,27,36,9
utrecht,1998,27,34,10
nijmegen,1998,27,32,11
graafschap,1998,27,28,12
cambuur,1998,27,26,13
mvv maastricht,1998,27,23,14
sparta,1998,27,18,15
nac breda,1998,27,16,16
waalwijk,1998,27,15,17
feyenoord,1998,28,70,0
vitesse,1998,28,54,1
psv eindhoven,1998,28,53,2
willem ii,1998,28,50,3
roda jc,1998,28,47,4
heerenveen,1998,28,45,5
twente,1998,28,45,6
ajax,1998,28,44,7
az alkmaar,1998,28,41,8
for sittard,1998,28,37,9
utrecht,1998,28,34,10
nijmegen,1998,28,32,11
cambuur,1998,28,29,12
graafschap,1998,28,29,13
mvv maastricht,1998,28,24,14
waalwijk,1998,28,18,15
sparta,1998,28,18,16
nac breda,1998,28,16,17
feyenoord,1998,29,71,0
vitesse,1998,29,55,1
psv eindhoven,1998,29,54,2
willem ii,1998,29,53,3
roda jc,1998,29,50,4
heerenveen,1998,29,48,5
ajax,1998,29,47,6
twente,1998,29,46,7
az alkmaar,1998,29,41,8
for sittard,1998,29,40,9
utrecht,1998,29,35,10
graafschap,1998,29,32,11
nijmegen,1998,29,32,12
cambuur,1998,29,30,13
mvv maastricht,1998,29,25,14
waalwijk,1998,29,19,15
sparta,1998,29,19,16
nac breda,1998,29,16,17
feyenoord,1998,30,71,0
willem ii,1998,30,56,1
vitesse,1998,30,55,2
psv eindhoven,1998,30,54,3
roda jc,1998,30,53,4
heerenveen,1998,30,51,5
ajax,1998,30,47,6
twente,1998,30,47,7
az alkmaar,1998,30,41,8
for sittard,1998,30,40,9
nijmegen,1998,30,35,10
utrecht,1998,30,35,11
graafschap,1998,30,35,12
cambuur,1998,30,30,13
mvv maastricht,1998,30,28,14
sparta,1998,30,22,15
waalwijk,1998,30,20,16
nac breda,1998,30,17,17
feyenoord,1998,31,74,0
willem ii,1998,31,59,1
psv eindhoven,1998,31,55,2
vitesse,1998,31,55,3
roda jc,1998,31,54,4
heerenveen,1998,31,52,5
ajax,1998,31,50,6
twente,1998,31,48,7
az alkmaar,1998,31,44,8
for sittard,1998,31,41,9
utrecht,1998,31,38,10
graafschap,1998,31,35,11
nijmegen,1998,31,35,12
cambuur,1998,31,31,13
mvv maastricht,1998,31,29,14
sparta,1998,31,22,15
waalwijk,1998,31,21,16
nac breda,1998,31,18,17
feyenoord,1998,32,74,0
willem ii,1998,32,62,1
vitesse,1998,32,58,2
roda jc,1998,32,57,3
psv eindhoven,1998,32,55,4
heerenveen,1998,32,53,5
ajax,1998,32,53,6
twente,1998,32,48,7
az alkmaar,1998,32,45,8
for sittard,1998,32,44,9
utrecht,1998,32,38,10
nijmegen,1998,32,36,11
graafschap,1998,32,35,12
cambuur,1998,32,31,13
mvv maastricht,1998,32,29,14
waalwijk,1998,32,24,15
sparta,1998,32,22,16
nac breda,1998,32,21,17
feyenoord,1998,33,77,0
willem ii,1998,33,65,1
vitesse,1998,33,61,2
roda jc,1998,33,60,3
psv eindhoven,1998,33,58,4
ajax,1998,33,56,5
heerenveen,1998,33,53,6
twente,1998,33,49,7
az alkmaar,1998,33,45,8
for sittard,1998,33,44,9
utrecht,1998,33,38,10
nijmegen,1998,33,36,11
graafschap,1998,33,35,12
mvv maastricht,1998,33,32,13
cambuur,1998,33,31,14
sparta,1998,33,25,15
waalwijk,1998,33,24,16
nac breda,1998,33,22,17
feyenoord,1998,34,80,0
willem ii,1998,34,65,1
psv eindhoven,1998,34,61,2
vitesse,1998,34,61,3
roda jc,1998,34,60,4
ajax,1998,34,57,5
heerenveen,1998,34,54,6
twente,1998,34,52,7
az alkmaar,1998,34,48,8
for sittard,1998,34,44,9
nijmegen,1998,34,39,10
utrecht,1998,34,38,11
graafschap,1998,34,36,12
mvv maastricht,1998,34,32,13
cambuur,1998,34,32,14
waalwijk,1998,34,27,15
sparta,1998,34,26,16
nac breda,1998,34,23,17
roda jc,1999,0,0,0
sparta,1999,0,0,1
den bosch,1999,0,0,2
feyenoord,1999,0,0,3
cambuur,1999,0,0,4
vitesse,1999,0,0,5
for sittard,1999,0,0,6
az alkmaar,1999,0,0,7
graafschap,1999,0,0,8
willem ii,1999,0,0,9
psv eindhoven,1999,0,0,10
mvv maastricht,1999,0,0,11
ajax,1999,0,0,12
heerenveen,1999,0,0,13
utrecht,1999,0,0,14
nijmegen,1999,0,0,15
waalwijk,1999,0,0,16
twente,1999,0,0,17
feyenoord,1999,1,3,0
utrecht,1999,1,3,1
az alkmaar,1999,1,3,2
willem ii,1999,1,3,3
psv eindhoven,1999,1,3,4
ajax,1999,1,3,5
roda jc,1999,1,1,6
twente,1999,1,1,7
graafschap,1999,1,1,8
cambuur,1999,1,1,9
vitesse,1999,1,1,10
waalwijk,1999,1,1,11
mvv maastricht,1999,1,0,12
heerenveen,1999,1,0,13
for sittard,1999,1,0,14
nijmegen,1999,1,0,15
den bosch,1999,1,0,16
sparta,1999,1,0,17
feyenoord,1999,2,6,0
az alkmaar,1999,2,6,1
psv eindhoven,1999,2,6,2
ajax,1999,2,6,3
utrecht,1999,2,6,4
twente,1999,2,4,5
willem ii,1999,2,4,6
waalwijk,1999,2,4,7
heerenveen,1999,2,3,8
graafschap,1999,2,2,9
vitesse,1999,2,1,10
for sittard,1999,2,1,11
den bosch,1999,2,1,12
roda jc,1999,2,1,13
cambuur,1999,2,1,14
nijmegen,1999,2,0,15
mvv maastricht,1999,2,0,16
sparta,1999,2,0,17
feyenoord,1999,3,9,0
ajax,1999,3,9,1
psv eindhoven,1999,3,9,2
willem ii,1999,3,7,3
utrecht,1999,3,6,4
az alkmaar,1999,3,6,5
roda jc,1999,3,4,6
waalwijk,1999,3,4,7
vitesse,1999,3,4,8
twente,1999,3,4,9
heerenveen,1999,3,3,10
sparta,1999,3,3,11
graafschap,1999,3,2,12
for sittard,1999,3,1,13
cambuur,1999,3,1,14
den bosch,1999,3,1,15
mvv maastricht,1999,3,0,16
nijmegen,1999,3,0,17
psv eindhoven,1999,4,12,0
feyenoord,1999,4,10,1
ajax,1999,4,10,2
willem ii,1999,4,10,3
utrecht,1999,4,9,4
waalwijk,1999,4,7,5
roda jc,1999,4,7,6
az alkmaar,1999,4,6,7
sparta,1999,4,6,8
vitesse,1999,4,5,9
twente,1999,4,5,10
heerenveen,1999,4,3,11
graafschap,1999,4,2,12
cambuur,1999,4,2,13
den bosch,1999,4,2,14
for sittard,1999,4,1,15
mvv maastricht,1999,4,1,16
nijmegen,1999,4,1,17
psv eindhoven,1999,5,15,0
feyenoord,1999,5,13,1
willem ii,1999,5,13,2
utrecht,1999,5,12,3
ajax,1999,5,11,4
twente,1999,5,8,5
waalwijk,1999,5,8,6
vitesse,1999,5,8,7
roda jc,1999,5,7,8
az alkmaar,1999,5,6,9
heerenveen,1999,5,6,10
sparta,1999,5,6,11
den bosch,1999,5,5,12
nijmegen,1999,5,4,13
graafschap,1999,5,2,14
mvv maastricht,1999,5,2,15
cambuur,1999,5,2,16
for sittard,1999,5,1,17
psv eindhoven,1999,6,18,0
ajax,1999,6,14,1
feyenoord,1999,6,13,2
willem ii,1999,6,13,3
utrecht,1999,6,12,4
waalwijk,1999,6,11,5
roda jc,1999,6,10,6
az alkmaar,1999,6,9,7
sparta,1999,6,9,8
twente,1999,6,9,9
vitesse,1999,6,8,10
heerenveen,1999,6,7,11
den bosch,1999,6,5,12
nijmegen,1999,6,4,13
graafschap,1999,6,3,14
mvv maastricht,1999,6,2,15
cambuur,1999,6,2,16
for sittard,1999,6,1,17
psv eindhoven,1999,7,21,0
ajax,1999,7,17,1
waalwijk,1999,7,14,2
feyenoord,1999,7,14,3
roda jc,1999,7,13,4
willem ii,1999,7,13,5
utrecht,1999,7,12,6
twente,1999,7,12,7
vitesse,1999,7,11,8
az alkmaar,1999,7,10,9
heerenveen,1999,7,10,10
sparta,1999,7,9,11
den bosch,1999,7,5,12
for sittard,1999,7,4,13
nijmegen,1999,7,4,14
graafschap,1999,7,3,15
mvv maastricht,1999,7,2,16
cambuur,1999,7,2,17
psv eindhoven,1999,8,24,0
ajax,1999,8,20,1
roda jc,1999,8,16,2
willem ii,1999,8,16,3
twente,1999,8,15,4
feyenoord,1999,8,15,5
waalwijk,1999,8,14,6
az alkmaar,1999,8,13,7
heerenveen,1999,8,13,8
vitesse,1999,8,12,9
utrecht,1999,8,12,10
sparta,1999,8,9,11
graafschap,1999,8,6,12
den bosch,1999,8,5,13
nijmegen,1999,8,4,14
for sittard,1999,8,4,15
mvv maastricht,1999,8,2,16
cambuur,1999,8,2,17
psv eindhoven,1999,9,25,0
ajax,1999,9,23,1
roda jc,1999,9,19,2
willem ii,1999,9,19,3
heerenveen,1999,9,16,4
twente,1999,9,16,5
az alkmaar,1999,9,16,6
feyenoord,1999,9,15,7
vitesse,1999,9,15,8
waalwijk,1999,9,14,9
utrecht,1999,9,12,10
sparta,1999,9,9,11
graafschap,1999,9,7,12
den bosch,1999,9,5,13
mvv maastricht,1999,9,5,14
nijmegen,1999,9,4,15
for sittard,1999,9,4,16
cambuur,1999,9,2,17
psv eindhoven,1999,10,28,0
ajax,1999,10,26,1
willem ii,1999,10,22,2
heerenveen,1999,10,19,3
roda jc,1999,10,19,4
feyenoord,1999,10,18,5
vitesse,1999,10,18,6
twente,1999,10,17,7
az alkmaar,1999,10,16,8
utrecht,1999,10,15,9
waalwijk,1999,10,14,10
sparta,1999,10,9,11
graafschap,1999,10,7,12
for sittard,1999,10,7,13
mvv maastricht,1999,10,5,14
cambuur,1999,10,5,15
den bosch,1999,10,5,16
nijmegen,1999,10,4,17
psv eindhoven,1999,11,28,0
ajax,1999,11,26,1
willem ii,1999,11,25,2
heerenveen,1999,11,22,3
roda jc,1999,11,22,4
vitesse,1999,11,21,5
twente,1999,11,20,6
feyenoord,1999,11,19,7
waalwijk,1999,11,17,8
az alkmaar,1999,11,16,9
utrecht,1999,11,15,10
sparta,1999,11,9,11
mvv maastricht,1999,11,8,12
graafschap,1999,11,7,13
for sittard,1999,11,7,14
cambuur,1999,11,6,15
den bosch,1999,11,6,16
nijmegen,1999,11,4,17
psv eindhoven,1999,12,31,0
ajax,1999,12,29,1
willem ii,1999,12,26,2
