team,year,day,points,position
psv eindhoven,2003,30,62,1
feyenoord,2003,30,59,2
heerenveen,2003,30,54,3
az alkmaar,2003,30,53,4
roda jc,2003,30,45,5
willem ii,2003,30,45,6
utrecht,2003,30,42,7
twente,2003,30,41,8
roosendaal,2003,30,40,9
nac breda,2003,30,39,10
waalwijk,2003,30,36,11
groningen,2003,30,32,12
nijmegen,2003,30,31,13
den haag,2003,30,28,14
zwolle,2003,30,24,15
vitesse,2003,30,23,16
volendam,2003,30,23,17
ajax,2003,31,71,0
psv eindhoven,2003,31,65,1
feyenoord,2003,31,62,2
az alkmaar,2003,31,56,3
heerenveen,2003,31,55,4
roda jc,2003,31,46,5
willem ii,2003,31,45,6
twente,2003,31,44,7
utrecht,2003,31,43,8
nac breda,2003,31,42,9
roosendaal,2003,31,40,10
waalwijk,2003,31,36,11
groningen,2003,31,33,12
nijmegen,2003,31,32,13
den haag,2003,31,28,14
zwolle,2003,31,25,15
vitesse,2003,31,24,16
volendam,2003,31,23,17
ajax,2003,32,74,0
psv eindhoven,2003,32,68,1
feyenoord,2003,32,62,2
az alkmaar,2003,32,57,3
heerenveen,2003,32,55,4
roda jc,2003,32,49,5
willem ii,2003,32,48,6
twente,2003,32,44,7
utrecht,2003,32,43,8
nac breda,2003,32,43,9
roosendaal,2003,32,40,10
waalwijk,2003,32,39,11
groningen,2003,32,36,12
nijmegen,2003,32,33,13
den haag,2003,32,31,14
vitesse,2003,32,25,15
zwolle,2003,32,25,16
volendam,2003,32,23,17
ajax,2003,33,77,0
psv eindhoven,2003,33,71,1
feyenoord,2003,33,65,2
heerenveen,2003,33,58,3
az alkmaar,2003,33,57,4
roda jc,2003,33,52,5
willem ii,2003,33,49,6
utrecht,2003,33,46,7
twente,2003,33,45,8
nac breda,2003,33,43,9
waalwijk,2003,33,40,10
roosendaal,2003,33,40,11
groningen,2003,33,36,12
nijmegen,2003,33,34,13
den haag,2003,33,31,14
zwolle,2003,33,26,15
vitesse,2003,33,25,16
volendam,2003,33,24,17
ajax,2003,34,80,0
psv eindhoven,2003,34,74,1
feyenoord,2003,34,68,2
heerenveen,2003,34,58,3
az alkmaar,2003,34,57,4
roda jc,2003,34,53,5
willem ii,2003,34,49,6
twente,2003,34,48,7
utrecht,2003,34,46,8
nac breda,2003,34,46,9
waalwijk,2003,34,40,10
roosendaal,2003,34,40,11
groningen,2003,34,37,12
den haag,2003,34,34,13
nijmegen,2003,34,34,14
vitesse,2003,34,28,15
volendam,2003,34,27,16
zwolle,2003,34,26,17
psv eindhoven,2004,0,0,0
roda jc,2004,0,0,1
az alkmaar,2004,0,0,2
heerenveen,2004,0,0,3
nac breda,2004,0,0,4
utrecht,2004,0,0,5
nijmegen,2004,0,0,6
willem ii,2004,0,0,7
roosendaal,2004,0,0,8
vitesse,2004,0,0,9
den bosch,2004,0,0,10
den haag,2004,0,0,11
feyenoord,2004,0,0,12
graafschap,2004,0,0,13
groningen,2004,0,0,14
waalwijk,2004,0,0,15
twente,2004,0,0,16
ajax,2004,0,0,17
psv eindhoven,2004,1,3,0
ajax,2004,1,3,1
feyenoord,2004,1,3,2
den bosch,2004,1,3,3
nac breda,2004,1,3,4
vitesse,2004,1,3,5
nijmegen,2004,1,3,6
az alkmaar,2004,1,1,7
heerenveen,2004,1,1,8
groningen,2004,1,1,9
waalwijk,2004,1,1,10
den haag,2004,1,0,11
roosendaal,2004,1,0,12
graafschap,2004,1,0,13
utrecht,2004,1,0,14
willem ii,2004,1,0,15
twente,2004,1,0,16
roda jc,2004,1,0,17
psv eindhoven,2004,2,6,0
ajax,2004,2,6,1
feyenoord,2004,2,6,2
vitesse,2004,2,6,3
nijmegen,2004,2,6,4
waalwijk,2004,2,4,5
den bosch,2004,2,4,6
utrecht,2004,2,3,7
nac breda,2004,2,3,8
roda jc,2004,2,3,9
heerenveen,2004,2,1,10
az alkmaar,2004,2,1,11
graafschap,2004,2,1,12
groningen,2004,2,1,13
roosendaal,2004,2,0,14
willem ii,2004,2,0,15
twente,2004,2,0,16
den haag,2004,2,0,17
psv eindhoven,2004,3,7,0
ajax,2004,3,7,1
feyenoord,2004,3,7,2
vitesse,2004,3,7,3
roda jc,2004,3,6,4
nijmegen,2004,3,6,5
nac breda,2004,3,4,6
waalwijk,2004,3,4,7
az alkmaar,2004,3,4,8
den bosch,2004,3,4,9
utrecht,2004,3,4,10
willem ii,2004,3,3,11
twente,2004,3,3,12
den haag,2004,3,3,13
groningen,2004,3,2,14
heerenveen,2004,3,1,15
roosendaal,2004,3,1,16
graafschap,2004,3,1,17
psv eindhoven,2004,4,10,0
feyenoord,2004,4,10,1
ajax,2004,4,8,2
utrecht,2004,4,7,3
vitesse,2004,4,7,4
nac breda,2004,4,7,5
az alkmaar,2004,4,7,6
roda jc,2004,4,6,7
nijmegen,2004,4,6,8
willem ii,2004,4,6,9
roosendaal,2004,4,4,10
den haag,2004,4,4,11
heerenveen,2004,4,4,12
waalwijk,2004,4,4,13
den bosch,2004,4,4,14
twente,2004,4,3,15
groningen,2004,4,2,16
graafschap,2004,4,1,17
psv eindhoven,2004,5,13,0
ajax,2004,5,11,1
utrecht,2004,5,10,2
feyenoord,2004,5,10,3
vitesse,2004,5,10,4
az alkmaar,2004,5,8,5
willem ii,2004,5,7,6
nac breda,2004,5,7,7
roda jc,2004,5,7,8
waalwijk,2004,5,7,9
heerenveen,2004,5,7,10
nijmegen,2004,5,6,11
den haag,2004,5,4,12
roosendaal,2004,5,4,13
twente,2004,5,4,14
den bosch,2004,5,4,15
groningen,2004,5,3,16
graafschap,2004,5,2,17
psv eindhoven,2004,6,16,0
ajax,2004,6,14,1
utrecht,2004,6,13,2
feyenoord,2004,6,13,3
az alkmaar,2004,6,11,4
vitesse,2004,6,11,5
waalwijk,2004,6,10,6
willem ii,2004,6,7,7
roda jc,2004,6,7,8
nijmegen,2004,6,7,9
nac breda,2004,6,7,10
heerenveen,2004,6,7,11
twente,2004,6,5,12
den bosch,2004,6,5,13
den haag,2004,6,4,14
groningen,2004,6,4,15
roosendaal,2004,6,4,16
graafschap,2004,6,3,17
psv eindhoven,2004,7,19,0
utrecht,2004,7,16,1
feyenoord,2004,7,16,2
ajax,2004,7,15,3
az alkmaar,2004,7,12,4
vitesse,2004,7,11,5
nac breda,2004,7,10,6
willem ii,2004,7,10,7
waalwijk,2004,7,10,8
nijmegen,2004,7,10,9
roda jc,2004,7,10,10
heerenveen,2004,7,10,11
den bosch,2004,7,5,12
twente,2004,7,5,13
groningen,2004,7,4,14
roosendaal,2004,7,4,15
den haag,2004,7,4,16
graafschap,2004,7,3,17
psv eindhoven,2004,8,22,0
feyenoord,2004,8,19,1
utrecht,2004,8,16,2
ajax,2004,8,15,3
az alkmaar,2004,8,15,4
nac breda,2004,8,13,5
willem ii,2004,8,13,6
heerenveen,2004,8,13,7
waalwijk,2004,8,11,8
vitesse,2004,8,11,9
nijmegen,2004,8,11,10
roda jc,2004,8,10,11
den bosch,2004,8,8,12
twente,2004,8,8,13
groningen,2004,8,7,14
roosendaal,2004,8,4,15
den haag,2004,8,4,16
graafschap,2004,8,3,17
psv eindhoven,2004,9,25,0
feyenoord,2004,9,22,1
az alkmaar,2004,9,18,2
heerenveen,2004,9,16,3
utrecht,2004,9,16,4
ajax,2004,9,15,5
nac breda,2004,9,14,6
willem ii,2004,9,14,7
roda jc,2004,9,13,8
nijmegen,2004,9,12,9
vitesse,2004,9,11,10
waalwijk,2004,9,11,11
twente,2004,9,11,12
den bosch,2004,9,8,13
den haag,2004,9,7,14
groningen,2004,9,7,15
roosendaal,2004,9,4,16
graafschap,2004,9,3,17
psv eindhoven,2004,10,26,0
feyenoord,2004,10,22,1
az alkmaar,2004,10,21,2
heerenveen,2004,10,19,3
ajax,2004,10,18,4
utrecht,2004,10,17,5
willem ii,2004,10,17,6
nac breda,2004,10,17,7
vitesse,2004,10,14,8
roda jc,2004,10,13,9
nijmegen,2004,10,12,10
waalwijk,2004,10,12,11
twente,2004,10,11,12
groningen,2004,10,10,13
den bosch,2004,10,8,14
den haag,2004,10,7,15
roosendaal,2004,10,4,16
graafschap,2004,10,4,17
psv eindhoven,2004,11,29,0
feyenoord,2004,11,25,1
az alkmaar,2004,11,24,2
ajax,2004,11,21,3
heerenveen,2004,11,20,4
nac breda,2004,11,17,5
willem ii,2004,11,17,6
utrecht,2004,11,17,7
vitesse,2004,11,17,8
roda jc,2004,11,14,9
groningen,2004,11,13,10
waalwijk,2004,11,13,11
nijmegen,2004,11,12,12
twente,2004,11,11,13
den bosch,2004,11,8,14
roosendaal,2004,11,7,15
den haag,2004,11,7,16
graafschap,2004,11,4,17
psv eindhoven,2004,12,32,0
az alkmaar,2004,12,27,1
feyenoord,2004,12,26,2
ajax,2004,12,22,3
vitesse,2004,12,20,4
heerenveen,2004,12,20,5
utrecht,2004,12,18,6
nac breda,2004,12,17,7
willem ii,2004,12,17,8
groningen,2004,12,16,9
roda jc,2004,12,15,10
waalwijk,2004,12,14,11
twente,2004,12,14,12
nijmegen,2004,12,12,13
den haag,2004,12,10,14
den bosch,2004,12,8,15
roosendaal,2004,12,7,16
graafschap,2004,12,5,17
psv eindhoven,2004,13,35,0
az alkmaar,2004,13,30,1
feyenoord,2004,13,26,2
ajax,2004,13,25,3
heerenveen,2004,13,23,4
utrecht,2004,13,21,5
nac breda,2004,13,20,6
vitesse,2004,13,20,7
groningen,2004,13,19,8
willem ii,2004,13,17,9
roda jc,2004,13,16,10
waalwijk,2004,13,14,11
twente,2004,13,14,12
nijmegen,2004,13,13,13
den haag,2004,13,11,14
den bosch,2004,13,9,15
roosendaal,2004,13,7,16
graafschap,2004,13,5,17
psv eindhoven,2004,14,38,0
az alkmaar,2004,14,33,1
ajax,2004,14,28,2
feyenoord,2004,14,27,3
heerenveen,2004,14,24,4
utrecht,2004,14,24,5
nac breda,2004,14,23,6
vitesse,2004,14,21,7
willem ii,2004,14,20,8
groningen,2004,14,19,9
roda jc,2004,14,17,10
waalwijk,2004,14,15,11
twente,2004,14,14,12
nijmegen,2004,14,14,13
den haag,2004,14,11,14
den bosch,2004,14,9,15
roosendaal,2004,14,7,16
graafschap,2004,14,5,17
psv eindhoven,2004,15,41,0
az alkmaar,2004,15,36,1
ajax,2004,15,31,2
feyenoord,2004,15,30,3
heerenveen,2004,15,25,4
nac breda,2004,15,24,5
vitesse,2004,15,24,6
utrecht,2004,15,24,7
willem ii,2004,15,21,8
roda jc,2004,15,20,9
groningen,2004,15,19,10
twente,2004,15,17,11
waalwijk,2004,15,15,12
nijmegen,2004,15,14,13
den haag,2004,15,11,14
den bosch,2004,15,9,15
roosendaal,2004,15,8,16
graafschap,2004,15,5,17
psv eindhoven,2004,16,42,0
az alkmaar,2004,16,39,1
ajax,2004,16,34,2
feyenoord,2004,16,31,3
heerenveen,2004,16,28,4
nac breda,2004,16,25,5
utrecht,2004,16,25,6
vitesse,2004,16,24,7
roda jc,2004,16,23,8
willem ii,2004,16,22,9
groningen,2004,16,19,10
waalwijk,2004,16,18,11
twente,2004,16,17,12
nijmegen,2004,16,14,13
den haag,2004,16,12,14
den bosch,2004,16,9,15
roosendaal,2004,16,8,16
graafschap,2004,16,8,17
psv eindhoven,2004,17,42,0
az alkmaar,2004,17,42,1
ajax,2004,17,37,2
feyenoord,2004,17,31,3
heerenveen,2004,17,28,4
utrecht,2004,17,28,5
vitesse,2004,17,27,6
nac breda,2004,17,26,7
roda jc,2004,17,26,8
willem ii,2004,17,22,9
waalwijk,2004,17,21,10
groningen,2004,17,19,11
twente,2004,17,18,12
nijmegen,2004,17,17,13
den haag,2004,17,15,14
den bosch,2004,17,9,15
roosendaal,2004,17,8,16
graafschap,2004,17,8,17
psv eindhoven,2004,18,45,0
az alkmaar,2004,18,43,1
ajax,2004,18,40,2
heerenveen,2004,18,31,3
feyenoord,2004,18,31,4
vitesse,2004,18,30,5
utrecht,2004,18,28,6
nac breda,2004,18,26,7
roda jc,2004,18,26,8
waalwijk,2004,18,24,9
willem ii,2004,18,22,10
groningen,2004,18,22,11
twente,2004,18,21,12
nijmegen,2004,18,18,13
den haag,2004,18,15,14
graafschap,2004,18,11,15
den bosch,2004,18,9,16
roosendaal,2004,18,8,17
psv eindhoven,2004,19,48,0
az alkmaar,2004,19,46,1
ajax,2004,19,41,2
heerenveen,2004,19,32,3
feyenoord,2004,19,32,4
vitesse,2004,19,30,5
roda jc,2004,19,29,6
utrecht,2004,19,29,7
nac breda,2004,19,27,8
groningen,2004,19,25,9
waalwijk,2004,19,24,10
twente,2004,19,22,11
willem ii,2004,19,22,12
nijmegen,2004,19,19,13
den haag,2004,19,16,14
roosendaal,2004,19,11,15
graafschap,2004,19,11,16
den bosch,2004,19,9,17
psv eindhoven,2004,20,51,0
az alkmaar,2004,20,49,1
ajax,2004,20,41,2
feyenoord,2004,20,35,3
vitesse,2004,20,33,4
heerenveen,2004,20,32,5
utrecht,2004,20,32,6
roda jc,2004,20,29,7
waalwijk,2004,20,27,8
nac breda,2004,20,27,9
willem ii,2004,20,25,10
groningen,2004,20,25,11
twente,2004,20,25,12
nijmegen,2004,20,19,13
den haag,2004,20,19,14
roosendaal,2004,20,11,15
graafschap,2004,20,11,16
den bosch,2004,20,9,17
psv eindhoven,2004,21,52,0
az alkmaar,2004,21,50,1
ajax,2004,21,44,2
feyenoord,2004,21,38,3
heerenveen,2004,21,35,4
utrecht,2004,21,35,5
vitesse,2004,21,34,6
roda jc,2004,21,29,7
twente,2004,21,28,8
waalwijk,2004,21,27,9
nac breda,2004,21,27,10
groningen,2004,21,26,11
willem ii,2004,21,25,12
nijmegen,2004,21,20,13
den haag,2004,21,20,14
graafschap,2004,21,14,15
roosendaal,2004,21,11,16
den bosch,2004,21,9,17
psv eindhoven,2004,22,55,0
az alkmaar,2004,22,51,1
ajax,2004,22,47,2
feyenoord,2004,22,41,3
heerenveen,2004,22,35,4
utrecht,2004,22,35,5
vitesse,2004,22,34,6
twente,2004,22,31,7
roda jc,2004,22,30,8
waalwijk,2004,22,30,9
nac breda,2004,22,27,10
groningen,2004,22,26,11
willem ii,2004,22,25,12
den haag,2004,22,23,13
nijmegen,2004,22,20,14
graafschap,2004,22,17,15
roosendaal,2004,22,14,16
den bosch,2004,22,9,17
psv eindhoven,2004,23,58,0
az alkmaar,2004,23,54,1
ajax,2004,23,50,2
feyenoord,2004,23,44,3
vitesse,2004,23,37,4
heerenveen,2004,23,35,5
utrecht,2004,23,35,6
twente,2004,23,32,7
roda jc,2004,23,30,8
waalwijk,2004,23,30,9
groningen,2004,23,29,10
nac breda,2004,23,27,11
den haag,2004,23,26,12
willem ii,2004,23,25,13
nijmegen,2004,23,23,14
graafschap,2004,23,18,15
roosendaal,2004,23,14,16
den bosch,2004,23,9,17
psv eindhoven,2004,24,61,0
az alkmaar,2004,24,57,1
ajax,2004,24,53,2
feyenoord,2004,24,47,3
vitesse,2004,24,40,4
utrecht,2004,24,36,5
twente,2004,24,35,6
heerenveen,2004,24,35,7
groningen,2004,24,32,8
waalwijk,2004,24,31,9
nac breda,2004,24,30,10
roda jc,2004,24,30,11
den haag,2004,24,26,12
willem ii,2004,24,25,13
nijmegen,2004,24,23,14
graafschap,2004,24,18,15
roosendaal,2004,24,17,16
den bosch,2004,24,9,17
psv eindhoven,2004,25,64,0
az alkmaar,2004,25,60,1
ajax,2004,25,53,2
feyenoord,2004,25,50,3
vitesse,2004,25,43,4
twente,2004,25,38,5
heerenveen,2004,25,38,6
utrecht,2004,25,36,7
waalwijk,2004,25,34,8
groningen,2004,25,32,9
nac breda,2004,25,30,10
roda jc,2004,25,30,11
willem ii,2004,25,28,12
den haag,2004,25,26,13
nijmegen,2004,25,23,14
graafschap,2004,25,18,15
roosendaal,2004,25,17,16
den bosch,2004,25,9,17
psv eindhoven,2004,26,67,0
az alkmaar,2004,26,60,1
ajax,2004,26,53,2
feyenoord,2004,26,53,3
vitesse,2004,26,43,4
twente,2004,26,41,5
heerenveen,2004,26,41,6
utrecht,2004,26,36,7
waalwijk,2004,26,34,8
roda jc,2004,26,33,9
groningen,2004,26,33,10
nac breda,2004,26,30,11
willem ii,2004,26,29,12
nijmegen,2004,26,26,13
den haag,2004,26,26,14
roosendaal,2004,26,20,15
graafschap,2004,26,18,16
den bosch,2004,26,12,17
psv eindhoven,2004,27,70,0
az alkmaar,2004,27,60,1
ajax,2004,27,56,2
feyenoord,2004,27,56,3
vitesse,2004,27,44,4
heerenveen,2004,27,44,5
twente,2004,27,42,6
roda jc,2004,27,36,7
utrecht,2004,27,36,8
waalwijk,2004,27,35,9
groningen,2004,27,33,10
willem ii,2004,27,32,11
nac breda,2004,27,30,12
nijmegen,2004,27,29,13
den haag,2004,27,27,14
roosendaal,2004,27,20,15
graafschap,2004,27,18,16
den bosch,2004,27,12,17
psv eindhoven,2004,28,73,0
az alkmaar,2004,28,61,1
ajax,2004,28,59,2
feyenoord,2004,28,56,3
vitesse,2004,28,45,4
twente,2004,28,45,5
heerenveen,2004,28,44,6
waalwijk,2004,28,38,7
roda jc,2004,28,36,8
groningen,2004,28,36,9
utrecht,2004,28,36,10
willem ii,2004,28,32,11
nijmegen,2004,28,30,12
nac breda,2004,28,30,13
den haag,2004,28,30,14
roosendaal,2004,28,20,15
graafschap,2004,28,18,16
den bosch,2004,28,15,17
psv eindhoven,2004,29,76,0
ajax,2004,29,62,1
az alkmaar,2004,29,61,2
feyenoord,2004,29,56,3
twente,2004,29,48,4
heerenveen,2004,29,47,5
vitesse,2004,29,45,6
waalwijk,2004,29,41,7
roda jc,2004,29,39,8
groningen,2004,29,39,9
utrecht,2004,29,39,10
willem ii,2004,29,32,11
nac breda,2004,29,31,12
nijmegen,2004,29,30,13
den haag,2004,29,30,14
roosendaal,2004,29,23,15
graafschap,2004,29,18,16
den bosch,2004,29,15,17
psv eindhoven,2004,30,79,0
ajax,2004,30,65,1
az alkmaar,2004,30,61,2
feyenoord,2004,30,59,3
heerenveen,2004,30,50,4
twente,2004,30,49,5
vitesse,2004,30,45,6
waalwijk,2004,30,44,7
roda jc,2004,30,42,8
utrecht,2004,30,40,9
groningen,2004,30,39,10
willem ii,2004,30,35,11
nijmegen,2004,30,31,12
nac breda,2004,30,31,13
den haag,2004,30,30,14
roosendaal,2004,30,23,15
graafschap,2004,30,18,16
den bosch,2004,30,16,17
psv eindhoven,2004,31,80,0
ajax,2004,31,68,1
az alkmaar,2004,31,64,2
feyenoord,2004,31,59,3
heerenveen,2004,31,53,4
twente,2004,31,50,5
vitesse,2004,31,48,6
roda jc,2004,31,45,7
waalwijk,2004,31,44,8
utrecht,2004,31,41,9
groningen,2004,31,39,10
willem ii,2004,31,38,11
nac breda,2004,31,34,12
nijmegen,2004,31,31,13
den haag,2004,31,30,14
roosendaal,2004,31,23,15
graafschap,2004,31,19,16
den bosch,2004,31,16,17
psv eindhoven,2004,32,83,0
ajax,2004,32,71,1
az alkmaar,2004,32,64,2
feyenoord,2004,32,59,3
heerenveen,2004,32,54,4
vitesse,2004,32,51,5
twente,2004,32,50,6
roda jc,2004,32,46,7
waalwijk,2004,32,44,8
utrecht,2004,32,41,9
groningen,2004,32,40,10
willem ii,2004,32,39,11
nijmegen,2004,32,34,12
nac breda,2004,32,34,13
den haag,2004,32,33,14
roosendaal,2004,32,26,15
graafschap,2004,32,19,16
den bosch,2004,32,19,17
psv eindhoven,2004,33,86,0
ajax,2004,33,74,1
az alkmaar,2004,33,64,2
feyenoord,2004,33,59,3
heerenveen,2004,33,57,4
twente,2004,33,53,5
vitesse,2004,33,51,6
waalwijk,2004,33,47,7
roda jc,2004,33,46,8
willem ii,2004,33,42,9
utrecht,2004,33,41,10
groningen,2004,33,40,11
nijmegen,2004,33,37,12
den haag,2004,33,36,13
nac breda,2004,33,34,14
roosendaal,2004,33,29,15
graafschap,2004,33,19,16
den bosch,2004,33,19,17
psv eindhoven,2004,34,87,0
ajax,2004,34,77,1
az alkmaar,2004,34,64,2
feyenoord,2004,34,62,3
heerenveen,2004,34,60,4
vitesse,2004,34,54,5
twente,2004,34,54,6
waalwijk,2004,34,47,7
roda jc,2004,34,47,8
willem ii,2004,34,45,9
utrecht,2004,34,44,10
groningen,2004,34,40,11
nijmegen,2004,34,37,12
den haag,2004,34,36,13
nac breda,2004,34,35,14
roosendaal,2004,34,32,15
graafschap,2004,34,19,16
den bosch,2004,34,19,17
waalwijk,2005,0,0,0
az alkmaar,2005,0,0,1
heracles,2005,0,0,2
psv eindhoven,2005,0,0,3
roda jc,2005,0,0,4
twente,2005,0,0,5
vitesse,2005,0,0,6
heerenveen,2005,0,0,7
willem ii,2005,0,0,8
sparta,2005,0,0,9
feyenoord,2005,0,0,10
nac breda,2005,0,0,11
groningen,2005,0,0,12
roosendaal,2005,0,0,13
nijmegen,2005,0,0,14
utrecht,2005,0,0,15
den haag,2005,0,0,16
ajax,2005,0,0,17
waalwijk,2005,1,3,0
az alkmaar,2005,1,3,1
groningen,2005,1,3,2
feyenoord,2005,1,3,3
roda jc,2005,1,3,4
ajax,2005,1,3,5
heerenveen,2005,1,1,6
psv eindhoven,2005,1,1,7
vitesse,2005,1,1,8
heracles,2005,1,1,9
nijmegen,2005,1,1,10
utrecht,2005,1,1,11
sparta,2005,1,0,12
roosendaal,2005,1,0,13
twente,2005,1,0,14
willem ii,2005,1,0,15
den haag,2005,1,0,16
nac breda,2005,1,0,17
waalwijk,2005,2,6,0
az alkmaar,2005,2,6,1
feyenoord,2005,2,6,2
heracles,2005,2,4,3
psv eindhoven,2005,2,4,4
nijmegen,2005,2,4,5
heerenveen,2005,2,4,6
groningen,2005,2,3,7
ajax,2005,2,3,8
den haag,2005,2,3,9
roda jc,2005,2,3,10
nac breda,2005,2,3,11
utrecht,2005,2,1,12
vitesse,2005,2,1,13
willem ii,2005,2,0,14
roosendaal,2005,2,0,15
twente,2005,2,0,16
sparta,2005,2,0,17
waalwijk,2005,3,9,0
az alkmaar,2005,3,9,1
feyenoord,2005,3,9,2
heracles,2005,3,7,3
psv eindhoven,2005,3,7,4
ajax,2005,3,6,5
heerenveen,2005,3,4,6
nijmegen,2005,3,4,7
roda jc,2005,3,3,8
sparta,2005,3,3,9
twente,2005,3,3,10
den haag,2005,3,3,11
groningen,2005,3,3,12
nac breda,2005,3,3,13
roosendaal,2005,3,1,14
vitesse,2005,3,1,15
utrecht,2005,3,1,16
willem ii,2005,3,1,17
waalwijk,2005,4,12,0
az alkmaar,2005,4,12,1
feyenoord,2005,4,12,2
heracles,2005,4,10,3
psv eindhoven,2005,4,10,4
nac breda,2005,4,6,5
ajax,2005,4,6,6
sparta,2005,4,6,7
heerenveen,2005,4,4,8
vitesse,2005,4,4,9
nijmegen,2005,4,4,10
den haag,2005,4,4,11
roda jc,2005,4,3,12
groningen,2005,4,3,13
twente,2005,4,3,14
willem ii,2005,4,1,15
roosendaal,2005,4,1,16
utrecht,2005,4,1,17
waalwijk,2005,5,15,0
az alkmaar,2005,5,15,1
feyenoord,2005,5,15,2
heracles,2005,5,10,3
psv eindhoven,2005,5,10,4
nac breda,2005,5,7,5
ajax,2005,5,7,6
sparta,2005,5,7,7
groningen,2005,5,6,8
nijmegen,2005,5,5,9
den haag,2005,5,5,10
willem ii,2005,5,4,11
heerenveen,2005,5,4,12
utrecht,2005,5,4,13
vitesse,2005,5,4,14
twente,2005,5,4,15
roda jc,2005,5,3,16
roosendaal,2005,5,2,17
feyenoord,2005,6,18,0
waalwijk,2005,6,15,1
az alkmaar,2005,6,15,2
psv eindhoven,2005,6,13,3
ajax,2005,6,10,4
nac breda,2005,6,10,5
sparta,2005,6,10,6
heracles,2005,6,10,7
heerenveen,2005,6,7,8
vitesse,2005,6,7,9
utrecht,2005,6,7,10
willem ii,2005,6,7,11
groningen,2005,6,6,12
nijmegen,2005,6,5,13
den haag,2005,6,5,14
twente,2005,6,4,15
roda jc,2005,6,3,16
roosendaal,2005,6,2,17
az alkmaar,2005,7,18,0
feyenoord,2005,7,18,1
psv eindhoven,2005,7,16,2
waalwijk,2005,7,15,3
nac breda,2005,7,13,4
ajax,2005,7,13,5
sparta,2005,7,10,6
heracles,2005,7,10,7
utrecht,2005,7,10,8
groningen,2005,7,9,9
den haag,2005,7,8,10
vitesse,2005,7,7,11
heerenveen,2005,7,7,12
willem ii,2005,7,7,13
twente,2005,7,7,14
roda jc,2005,7,6,15
nijmegen,2005,7,5,16
roosendaal,2005,7,2,17
feyenoord,2005,8,21,0
psv eindhoven,2005,8,19,1
az alkmaar,2005,8,18,2
waalwijk,2005,8,15,3
ajax,2005,8,14,4
nac breda,2005,8,13,5
sparta,2005,8,11,6
heracles,2005,8,11,7
utrecht,2005,8,10,8
vitesse,2005,8,10,9
twente,2005,8,10,10
heerenveen,2005,8,10,11
roda jc,2005,8,9,12
groningen,2005,8,9,13
nijmegen,2005,8,8,14
willem ii,2005,8,8,15
den haag,2005,8,8,16
roosendaal,2005,8,2,17
psv eindhoven,2005,9,22,0
az alkmaar,2005,9,21,1
feyenoord,2005,9,21,2
waalwijk,2005,9,18,3
nac breda,2005,9,14,4
ajax,2005,9,14,5
vitesse,2005,9,13,6
roda jc,2005,9,12,7
groningen,2005,9,12,8
sparta,2005,9,11,9
twente,2005,9,11,10
heracles,2005,9,11,11
heerenveen,2005,9,11,12
nijmegen,2005,9,11,13
utrecht,2005,9,11,14
willem ii,2005,9,8,15
den haag,2005,9,8,16
roosendaal,2005,9,2,17
psv eindhoven,2005,10,25,0
az alkmaar,2005,10,24,1
feyenoord,2005,10,24,2
waalwijk,2005,10,21,3
vitesse,2005,10,16,4
ajax,2005,10,15,5
groningen,2005,10,15,6
utrecht,2005,10,14,7
nac breda,2005,10,14,8
sparta,2005,10,12,9
heerenveen,2005,10,12,10
nijmegen,2005,10,12,11
roda jc,2005,10,12,12
twente,2005,10,11,13
heracles,2005,10,11,14
willem ii,2005,10,8,15
den haag,2005,10,8,16
roosendaal,2005,10,2,17
psv eindhoven,2005,11,28,0
az alkmaar,2005,11,25,1
feyenoord,2005,11,25,2
waalwijk,2005,11,22,3
vitesse,2005,11,17,4
nac breda,2005,11,15,5
nijmegen,2005,11,15,6
heerenveen,2005,11,15,7
utrecht,2005,11,15,8
ajax,2005,11,15,9
groningen,2005,11,15,10
twente,2005,11,14,11
roda jc,2005,11,13,12
sparta,2005,11,12,13
heracles,2005,11,12,14
den haag,2005,11,9,15
willem ii,2005,11,8,16
roosendaal,2005,11,3,17
psv eindhoven,2005,12,29,0
feyenoord,2005,12,28,1
az alkmaar,2005,12,26,2
waalwijk,2005,12,23,3
vitesse,2005,12,20,4
ajax,2005,12,18,5
heerenveen,2005,12,18,6
utrecht,2005,12,18,7
nijmegen,2005,12,18,8
groningen,2005,12,16,9
heracles,2005,12,15,10
nac breda,2005,12,15,11
twente,2005,12,14,12
roda jc,2005,12,13,13
sparta,2005,12,12,14
den haag,2005,12,9,15
willem ii,2005,12,8,16
roosendaal,2005,12,3,17
psv eindhoven,2005,13,32,0
feyenoord,2005,13,31,1
az alkmaar,2005,13,29,2
vitesse,2005,13,23,3
waalwijk,2005,13,23,4
heerenveen,2005,13,21,5
utrecht,2005,13,21,6
nijmegen,2005,13,21,7
ajax,2005,13,18,8
twente,2005,13,17,9
groningen,2005,13,17,10
nac breda,2005,13,16,11
heracles,2005,13,15,12
roda jc,2005,13,13,13
sparta,2005,13,12,14
den haag,2005,13,9,15
willem ii,2005,13,8,16
roosendaal,2005,13,3,17
psv eindhoven,2005,14,35,0
az alkmaar,2005,14,32,1
feyenoord,2005,14,32,2
nijmegen,2005,14,24,3
vitesse,2005,14,23,4
waalwijk,2005,14,23,5
utrecht,2005,14,21,6
ajax,2005,14,21,7
heerenveen,2005,14,21,8
groningen,2005,14,20,9
