team,year,day,points,position
montpellier,1993,0,0,0
nantes,1993,0,0,1
bordeaux,1993,0,0,2
paris sg,1993,0,0,3
caen,1993,0,0,4
metz,1993,0,0,5
lille,1993,0,0,6
martigues,1993,0,0,7
marseille,1993,0,0,8
lens,1993,0,0,9
monaco,1993,0,0,10
lyon,1993,0,0,11
sochaux,1993,0,0,12
angers,1993,0,0,13
st etienne,1993,0,0,14
cannes,1993,0,0,15
strasbourg,1993,0,0,16
auxerre,1993,0,0,17
toulouse,1993,0,0,18
le havre,1993,0,0,19
nantes,1993,1,3,0
bordeaux,1993,1,3,1
marseille,1993,1,3,2
sochaux,1993,1,3,3
cannes,1993,1,3,4
metz,1993,1,1,5
lille,1993,1,1,6
martigues,1993,1,1,7
le havre,1993,1,1,8
auxerre,1993,1,1,9
strasbourg,1993,1,1,10
lyon,1993,1,1,11
toulouse,1993,1,1,12
caen,1993,1,1,13
montpellier,1993,1,1,14
st etienne,1993,1,0,15
angers,1993,1,0,16
monaco,1993,1,0,17
lens,1993,1,0,18
paris sg,1993,1,0,19
nantes,1993,2,6,0
cannes,1993,2,6,1
bordeaux,1993,2,6,2
metz,1993,2,4,3
lyon,1993,2,4,4
sochaux,1993,2,4,5
auxerre,1993,2,4,6
paris sg,1993,2,3,7
marseille,1993,2,3,8
monaco,1993,2,3,9
martigues,1993,2,2,10
strasbourg,1993,2,2,11
le havre,1993,2,1,12
toulouse,1993,2,1,13
lens,1993,2,1,14
lille,1993,2,1,15
caen,1993,2,1,16
montpellier,1993,2,1,17
st etienne,1993,2,0,18
angers,1993,2,0,19
nantes,1993,3,9,0
bordeaux,1993,3,7,1
cannes,1993,3,7,2
sochaux,1993,3,7,3
auxerre,1993,3,4,4
metz,1993,3,4,5
montpellier,1993,3,4,6
paris sg,1993,3,4,7
marseille,1993,3,4,8
caen,1993,3,4,9
lyon,1993,3,4,10
monaco,1993,3,3,11
angers,1993,3,3,12
st etienne,1993,3,3,13
strasbourg,1993,3,3,14
lens,1993,3,2,15
martigues,1993,3,2,16
lille,1993,3,2,17
le havre,1993,3,2,18
toulouse,1993,3,1,19
nantes,1993,4,10,0
cannes,1993,4,10,1
bordeaux,1993,4,7,2
paris sg,1993,4,7,3
lyon,1993,4,7,4
sochaux,1993,4,7,5
monaco,1993,4,6,6
auxerre,1993,4,5,7
martigues,1993,4,5,8
marseille,1993,4,5,9
lens,1993,4,5,10
metz,1993,4,4,11
montpellier,1993,4,4,12
angers,1993,4,4,13
st etienne,1993,4,4,14
caen,1993,4,4,15
strasbourg,1993,4,4,16
le havre,1993,4,3,17
lille,1993,4,2,18
toulouse,1993,4,2,19
cannes,1993,5,11,0
nantes,1993,5,10,1
lyon,1993,5,10,2
bordeaux,1993,5,10,3
monaco,1993,5,9,4
marseille,1993,5,8,5
martigues,1993,5,8,6
caen,1993,5,7,7
paris sg,1993,5,7,8
sochaux,1993,5,7,9
auxerre,1993,5,6,10
lens,1993,5,5,11
metz,1993,5,5,12
st etienne,1993,5,5,13
strasbourg,1993,5,5,14
angers,1993,5,4,15
le havre,1993,5,4,16
montpellier,1993,5,4,17
lille,1993,5,3,18
toulouse,1993,5,3,19
cannes,1993,6,12,0
bordeaux,1993,6,11,1
nantes,1993,6,11,2
paris sg,1993,6,10,3
monaco,1993,6,10,4
lyon,1993,6,10,5
auxerre,1993,6,9,6
martigues,1993,6,9,7
marseille,1993,6,9,8
strasbourg,1993,6,8,9
sochaux,1993,6,8,10
angers,1993,6,7,11
caen,1993,6,7,12
metz,1993,6,6,13
st etienne,1993,6,6,14
lens,1993,6,5,15
montpellier,1993,6,5,16
lille,1993,6,4,17
toulouse,1993,6,4,18
le havre,1993,6,4,19
bordeaux,1993,7,14,0
cannes,1993,7,13,1
nantes,1993,7,12,2
marseille,1993,7,12,3
paris sg,1993,7,11,4
monaco,1993,7,11,5
lyon,1993,7,11,6
sochaux,1993,7,11,7
martigues,1993,7,10,8
metz,1993,7,9,9
auxerre,1993,7,9,10
strasbourg,1993,7,9,11
caen,1993,7,8,12
angers,1993,7,8,13
montpellier,1993,7,8,14
st etienne,1993,7,6,15
lens,1993,7,5,16
lille,1993,7,5,17
toulouse,1993,7,4,18
le havre,1993,7,4,19
bordeaux,1993,8,17,0
cannes,1993,8,16,1
paris sg,1993,8,14,2
monaco,1993,8,14,3
nantes,1993,8,13,4
marseille,1993,8,13,5
sochaux,1993,8,12,6
auxerre,1993,8,12,7
lyon,1993,8,11,8
caen,1993,8,11,9
martigues,1993,8,10,10
strasbourg,1993,8,10,11
metz,1993,8,9,12
lens,1993,8,8,13
montpellier,1993,8,8,14
angers,1993,8,8,15
st etienne,1993,8,7,16
lille,1993,8,5,17
toulouse,1993,8,5,18
le havre,1993,8,4,19
bordeaux,1993,9,17,0
paris sg,1993,9,17,1
cannes,1993,9,16,2
marseille,1993,9,16,3
sochaux,1993,9,15,4
auxerre,1993,9,15,5
caen,1993,9,14,6
nantes,1993,9,14,7
monaco,1993,9,14,8
strasbourg,1993,9,13,9
metz,1993,9,12,10
lyon,1993,9,11,11
montpellier,1993,9,11,12
st etienne,1993,9,10,13
martigues,1993,9,10,14
angers,1993,9,9,15
lens,1993,9,8,16
lille,1993,9,5,17
toulouse,1993,9,5,18
le havre,1993,9,4,19
bordeaux,1993,10,20,0
paris sg,1993,10,20,1
cannes,1993,10,19,2
nantes,1993,10,17,3
monaco,1993,10,17,4
sochaux,1993,10,16,5
marseille,1993,10,16,6
metz,1993,10,15,7
auxerre,1993,10,15,8
strasbourg,1993,10,14,9
caen,1993,10,14,10
montpellier,1993,10,12,11
lyon,1993,10,11,12
st etienne,1993,10,11,13
martigues,1993,10,11,14
angers,1993,10,9,15
lens,1993,10,9,16
toulouse,1993,10,6,17
lille,1993,10,5,18
le havre,1993,10,5,19
bordeaux,1993,11,23,0
paris sg,1993,11,21,1
cannes,1993,11,20,2
monaco,1993,11,20,3
marseille,1993,11,19,4
auxerre,1993,11,18,5
nantes,1993,11,17,6
sochaux,1993,11,17,7
metz,1993,11,16,8
montpellier,1993,11,15,9
lyon,1993,11,14,10
strasbourg,1993,11,14,11
caen,1993,11,14,12
martigues,1993,11,12,13
st etienne,1993,11,11,14
angers,1993,11,10,15
lens,1993,11,10,16
toulouse,1993,11,6,17
le havre,1993,11,6,18
lille,1993,11,5,19
bordeaux,1993,12,24,0
paris sg,1993,12,24,1
cannes,1993,12,23,2
marseille,1993,12,22,3
monaco,1993,12,21,4
nantes,1993,12,20,5
auxerre,1993,12,18,6
sochaux,1993,12,17,7
montpellier,1993,12,16,8
metz,1993,12,16,9
lyon,1993,12,15,10
st etienne,1993,12,14,11
strasbourg,1993,12,14,12
caen,1993,12,14,13
martigues,1993,12,12,14
angers,1993,12,10,15
lens,1993,12,10,16
toulouse,1993,12,9,17
le havre,1993,12,9,18
lille,1993,12,8,19
paris sg,1993,13,27,0
bordeaux,1993,13,24,1
cannes,1993,13,23,2
marseille,1993,13,23,3
nantes,1993,13,21,4
auxerre,1993,13,21,5
monaco,1993,13,21,6
sochaux,1993,13,18,7
caen,1993,13,17,8
montpellier,1993,13,17,9
lyon,1993,13,16,10
metz,1993,13,16,11
st etienne,1993,13,15,12
strasbourg,1993,13,15,13
lens,1993,13,13,14
martigues,1993,13,13,15
angers,1993,13,11,16
toulouse,1993,13,10,17
le havre,1993,13,10,18
lille,1993,13,9,19
paris sg,1993,14,30,0
bordeaux,1993,14,27,1
marseille,1993,14,26,2
auxerre,1993,14,24,3
monaco,1993,14,24,4
cannes,1993,14,23,5
nantes,1993,14,21,6
montpellier,1993,14,20,7
sochaux,1993,14,19,8
st etienne,1993,14,18,9
strasbourg,1993,14,18,10
caen,1993,14,17,11
lyon,1993,14,16,12
metz,1993,14,16,13
lens,1993,14,14,14
martigues,1993,14,13,15
toulouse,1993,14,13,16
angers,1993,14,11,17
le havre,1993,14,11,18
lille,1993,14,10,19
paris sg,1993,15,33,0
marseille,1993,15,29,1
bordeaux,1993,15,28,2
auxerre,1993,15,25,3
monaco,1993,15,25,4
cannes,1993,15,24,5
montpellier,1993,15,23,6
nantes,1993,15,21,7
sochaux,1993,15,20,8
lyon,1993,15,19,9
metz,1993,15,19,10
st etienne,1993,15,18,11
strasbourg,1993,15,18,12
caen,1993,15,17,13
martigues,1993,15,16,14
lens,1993,15,15,15
lille,1993,15,13,16
toulouse,1993,15,13,17
angers,1993,15,11,18
le havre,1993,15,11,19
paris sg,1993,16,34,0
bordeaux,1993,16,31,1
marseille,1993,16,29,2
monaco,1993,16,26,3
auxerre,1993,16,25,4
montpellier,1993,16,24,5
nantes,1993,16,24,6
cannes,1993,16,24,7
st etienne,1993,16,21,8
strasbourg,1993,16,21,9
sochaux,1993,16,20,10
lyon,1993,16,19,11
metz,1993,16,19,12
caen,1993,16,17,13
lens,1993,16,16,14
martigues,1993,16,16,15
lille,1993,16,14,16
toulouse,1993,16,14,17
le havre,1993,16,14,18
angers,1993,16,12,19
paris sg,1993,17,35,0
bordeaux,1993,17,34,1
monaco,1993,17,29,2
marseille,1993,17,29,3
montpellier,1993,17,27,4
auxerre,1993,17,25,5
nantes,1993,17,25,6
cannes,1993,17,24,7
strasbourg,1993,17,24,8
lyon,1993,17,22,9
sochaux,1993,17,21,10
st etienne,1993,17,21,11
metz,1993,17,20,12
martigues,1993,17,19,13
caen,1993,17,18,14
lens,1993,17,17,15
le havre,1993,17,15,16
lille,1993,17,15,17
toulouse,1993,17,15,18
angers,1993,17,12,19
paris sg,1993,18,38,0
bordeaux,1993,18,35,1
marseille,1993,18,32,2
monaco,1993,18,30,3
auxerre,1993,18,28,4
montpellier,1993,18,27,5
nantes,1993,18,26,6
cannes,1993,18,25,7
strasbourg,1993,18,25,8
lyon,1993,18,22,9
st etienne,1993,18,22,10
sochaux,1993,18,21,11
metz,1993,18,21,12
caen,1993,18,21,13
martigues,1993,18,20,14
lens,1993,18,18,15
lille,1993,18,18,16
le havre,1993,18,16,17
toulouse,1993,18,15,18
angers,1993,18,12,19
paris sg,1993,19,41,0
marseille,1993,19,35,1
bordeaux,1993,19,35,2
auxerre,1993,19,31,3
monaco,1993,19,31,4
montpellier,1993,19,30,5
cannes,1993,19,28,6
nantes,1993,19,27,7
lyon,1993,19,25,8
strasbourg,1993,19,25,9
sochaux,1993,19,24,10
st etienne,1993,19,22,11
metz,1993,19,22,12
caen,1993,19,21,13
lens,1993,19,21,14
martigues,1993,19,20,15
lille,1993,19,18,16
le havre,1993,19,17,17
toulouse,1993,19,15,18
angers,1993,19,15,19
paris sg,1993,20,44,0
marseille,1993,20,38,1
bordeaux,1993,20,38,2
auxerre,1993,20,31,3
monaco,1993,20,31,4
montpellier,1993,20,31,5
cannes,1993,20,28,6
nantes,1993,20,28,7
strasbourg,1993,20,28,8
sochaux,1993,20,27,9
lyon,1993,20,25,10
metz,1993,20,25,11
caen,1993,20,24,12
st etienne,1993,20,23,13
lens,1993,20,21,14
martigues,1993,20,20,15
lille,1993,20,18,16
toulouse,1993,20,18,17
le havre,1993,20,17,18
angers,1993,20,15,19
paris sg,1993,21,47,0
marseille,1993,21,41,1
bordeaux,1993,21,38,2
auxerre,1993,21,34,3
monaco,1993,21,32,4
montpellier,1993,21,31,5
nantes,1993,21,31,6
cannes,1993,21,31,7
strasbourg,1993,21,28,8
sochaux,1993,21,28,9
lyon,1993,21,26,10
metz,1993,21,26,11
st etienne,1993,21,24,12
caen,1993,21,24,13
lens,1993,21,22,14
martigues,1993,21,21,15
lille,1993,21,19,16
toulouse,1993,21,18,17
le havre,1993,21,17,18
angers,1993,21,16,19
paris sg,1993,22,50,0
marseille,1993,22,44,1
bordeaux,1993,22,41,2
auxerre,1993,22,35,3
monaco,1993,22,32,4
montpellier,1993,22,32,5
cannes,1993,22,31,6
nantes,1993,22,31,7
strasbourg,1993,22,31,8
lyon,1993,22,29,9
sochaux,1993,22,28,10
caen,1993,22,27,11
metz,1993,22,26,12
st etienne,1993,22,25,13
lens,1993,22,23,14
lille,1993,22,22,15
martigues,1993,22,21,16
toulouse,1993,22,18,17
le havre,1993,22,18,18
angers,1993,22,17,19
paris sg,1993,23,51,0
marseille,1993,23,45,1
bordeaux,1993,23,41,2
auxerre,1993,23,38,3
montpellier,1993,23,35,4
nantes,1993,23,34,5
strasbourg,1993,23,32,6
monaco,1993,23,32,7
cannes,1993,23,32,8
lyon,1993,23,32,9
sochaux,1993,23,28,10
st etienne,1993,23,28,11
caen,1993,23,27,12
metz,1993,23,26,13
lens,1993,23,26,14
martigues,1993,23,22,15
lille,1993,23,22,16
le havre,1993,23,21,17
toulouse,1993,23,18,18
angers,1993,23,18,19
paris sg,1993,24,54,0
marseille,1993,24,48,1
bordeaux,1993,24,41,2
auxerre,1993,24,38,3
montpellier,1993,24,38,4
lyon,1993,24,35,5
nantes,1993,24,34,6
cannes,1993,24,33,7
monaco,1993,24,32,8
strasbourg,1993,24,32,9
st etienne,1993,24,31,10
lens,1993,24,29,11
sochaux,1993,24,29,12
metz,1993,24,27,13
caen,1993,24,27,14
lille,1993,24,25,15
le havre,1993,24,24,16
martigues,1993,24,23,17
toulouse,1993,24,18,18
angers,1993,24,18,19
paris sg,1993,25,57,0
marseille,1993,25,49,1
bordeaux,1993,25,42,2
auxerre,1993,25,41,3
montpellier,1993,25,39,4
lyon,1993,25,38,5
nantes,1993,25,37,6
cannes,1993,25,36,7
monaco,1993,25,35,8
lens,1993,25,32,9
st etienne,1993,25,32,10
strasbourg,1993,25,32,11
sochaux,1993,25,29,12
metz,1993,25,27,13
caen,1993,25,27,14
le havre,1993,25,25,15
lille,1993,25,25,16
martigues,1993,25,23,17
toulouse,1993,25,19,18
angers,1993,25,18,19
paris sg,1993,26,58,0
marseille,1993,26,52,1
auxerre,1993,26,44,2
bordeaux,1993,26,42,3
montpellier,1993,26,40,4
nantes,1993,26,40,5
lyon,1993,26,38,6
cannes,1993,26,37,7
monaco,1993,26,36,8
lens,1993,26,35,9
sochaux,1993,26,32,10
st etienne,1993,26,32,11
strasbourg,1993,26,32,12
metz,1993,26,30,13
caen,1993,26,28,14
le havre,1993,26,26,15
lille,1993,26,26,16
martigues,1993,26,23,17
toulouse,1993,26,19,18
angers,1993,26,19,19
paris sg,1993,27,59,0
marseille,1993,27,52,1
bordeaux,1993,27,45,2
auxerre,1993,27,45,3
nantes,1993,27,43,4
cannes,1993,27,40,5
montpellier,1993,27,40,6
monaco,1993,27,39,7
lyon,1993,27,39,8
lens,1993,27,36,9
st etienne,1993,27,35,10
strasbourg,1993,27,35,11
metz,1993,27,33,12
sochaux,1993,27,32,13
caen,1993,27,31,14
le havre,1993,27,26,15
lille,1993,27,26,16
martigues,1993,27,23,17
toulouse,1993,27,19,18
angers,1993,27,19,19
paris sg,1993,28,60,0
marseille,1993,28,53,1
bordeaux,1993,28,46,2
auxerre,1993,28,46,3
nantes,1993,28,44,4
montpellier,1993,28,43,5
cannes,1993,28,41,6
monaco,1993,28,40,7
lyon,1993,28,40,8
lens,1993,28,39,9
strasbourg,1993,28,38,10
sochaux,1993,28,35,11
st etienne,1993,28,35,12
metz,1993,28,34,13
caen,1993,28,32,14
lille,1993,28,27,15
le havre,1993,28,26,16
martigues,1993,28,23,17
angers,1993,28,20,18
toulouse,1993,28,19,19
paris sg,1993,29,61,0
marseille,1993,29,56,1
bordeaux,1993,29,49,2
auxerre,1993,29,47,3
nantes,1993,29,47,4
cannes,1993,29,44,5
monaco,1993,29,43,6
montpellier,1993,29,43,7
lens,1993,29,42,8
lyon,1993,29,40,9
strasbourg,1993,29,38,10
st etienne,1993,29,38,11
sochaux,1993,29,35,12
metz,1993,29,34,13
caen,1993,29,32,14
le havre,1993,29,29,15
lille,1993,29,27,16
martigues,1993,29,24,17
toulouse,1993,29,20,18
angers,1993,29,20,19
paris sg,1993,30,64,0
marseille,1993,30,57,1
auxerre,1993,30,50,2
bordeaux,1993,30,49,3
nantes,1993,30,47,4
montpellier,1993,30,46,5
cannes,1993,30,44,6
lyon,1993,30,43,7
monaco,1993,30,43,8
lens,1993,30,42,9
strasbourg,1993,30,39,10
sochaux,1993,30,38,11
st etienne,1993,30,38,12
metz,1993,30,37,13
caen,1993,30,35,14
le havre,1993,30,29,15
lille,1993,30,27,16
martigues,1993,30,27,17
toulouse,1993,30,21,18
angers,1993,30,21,19
paris sg,1993,31,67,0
marseille,1993,31,58,1
auxerre,1993,31,53,2
bordeaux,1993,31,52,3
nantes,1993,31,50,4
cannes,1993,31,47,5
montpellier,1993,31,47,6
lyon,1993,31,46,7
monaco,1993,31,43,8
lens,1993,31,42,9
st etienne,1993,31,41,10
strasbourg,1993,31,40,11
sochaux,1993,31,38,12
metz,1993,31,37,13
caen,1993,31,35,14
le havre,1993,31,29,15
martigues,1993,31,28,16
lille,1993,31,28,17
toulouse,1993,31,22,18
angers,1993,31,21,19
paris sg,1993,32,70,0
marseille,1993,32,59,1
auxerre,1993,32,56,2
bordeaux,1993,32,55,3
nantes,1993,32,50,4
lyon,1993,32,49,5
cannes,1993,32,47,6
montpellier,1993,32,47,7
monaco,1993,32,46,8
lens,1993,32,45,9
st etienne,1993,32,44,10
strasbourg,1993,32,40,11
sochaux,1993,32,39,12
caen,1993,32,38,13
metz,1993,32,37,14
lille,1993,32,31,15
le havre,1993,32,29,16
martigues,1993,32,28,17
toulouse,1993,32,22,18
angers,1993,32,21,19
paris sg,1993,33,70,0
marseille,1993,33,62,1
bordeaux,1993,33,58,2
auxerre,1993,33,56,3
nantes,1993,33,53,4
cannes,1993,33,50,5
montpellier,1993,33,50,6
lyon,1993,33,49,7
st etienne,1993,33,47,8
monaco,1993,33,47,9
lens,1993,33,46,10
strasbourg,1993,33,40,11
sochaux,1993,33,39,12
metz,1993,33,38,13
caen,1993,33,38,14
lille,1993,33,34,15
le havre,1993,33,32,16
martigues,1993,33,28,17
toulouse,1993,33,23,18
angers,1993,33,21,19
paris sg,1993,34,71,0
marseille,1993,34,62,1
auxerre,1993,34,59,2
bordeaux,1993,34,58,3
nantes,1993,34,56,4
cannes,1993,34,53,5
lyon,1993,34,52,6
montpellier,1993,34,51,7
lens,1993,34,49,8
monaco,1993,34,48,9
st etienne,1993,34,47,10
strasbourg,1993,34,43,11
caen,1993,34,41,12
sochaux,1993,34,39,13
metz,1993,34,39,14
lille,1993,34,37,15
le havre,1993,34,32,16
martigues,1993,34,28,17
toulouse,1993,34,23,18
angers,1993,34,21,19
paris sg,1993,35,74,0
marseille,1993,35,65,1
bordeaux,1993,35,61,2
auxerre,1993,35,59,3
nantes,1993,35,59,4
cannes,1993,35,53,5
lyon,1993,35,52,6
montpellier,1993,35,52,7
monaco,1993,35,51,8
lens,1993,35,49,9
st etienne,1993,35,48,10
strasbourg,1993,35,44,11
caen,1993,35,42,12
metz,1993,35,42,13
sochaux,1993,35,39,14
lille,1993,35,37,15
le havre,1993,35,32,16
martigues,1993,35,29,17
toulouse,1993,35,26,18
angers,1993,35,22,19
paris sg,1993,36,77,0
marseille,1993,36,66,1
bordeaux,1993,36,62,2
auxerre,1993,36,60,3
nantes,1993,36,59,4
cannes,1993,36,56,5
montpellier,1993,36,55,6
lyon,1993,36,53,7
lens,1993,36,52,8
monaco,1993,36,51,9
st etienne,1993,36,48,10
metz,1993,36,45,11
strasbourg,1993,36,44,12
caen,1993,36,43,13
sochaux,1993,36,40,14
lille,1993,36,38,15
le havre,1993,36,35,16
martigues,1993,36,30,17
toulouse,1993,36,26,18
angers,1993,36,22,19
paris sg,1993,37,80,0
marseille,1993,37,67,1
bordeaux,1993,37,65,2
nantes,1993,37,62,3
auxerre,1993,37,61,4
cannes,1993,37,59,5
montpellier,1993,37,58,6
lyon,1993,37,56,7
lens,1993,37,52,8
monaco,1993,37,52,9
st etienne,1993,37,48,10
metz,1993,37,46,11
strasbourg,1993,37,44,12
caen,1993,37,43,13
sochaux,1993,37,40,14
lille,1993,37,39,15
le havre,1993,37,35,16
martigues,1993,37,31,17
toulouse,1993,37,26,18
angers,1993,37,25,19
paris sg,1993,38,83,0
marseille,1993,38,70,1
bordeaux,1993,38,65,2
auxerre,1993,38,64,3
nantes,1993,38,62,4
cannes,1993,38,60,5
lyon,1993,38,59,6
montpellier,1993,38,58,7
monaco,1993,38,55,8
lens,1993,38,52,9
st etienne,1993,38,49,10
metz,1993,38,49,11
strasbourg,1993,38,44,12
caen,1993,38,43,13
sochaux,1993,38,43,14
lille,1993,38,40,15
le havre,1993,38,36,16
martigues,1993,38,32,17
toulouse,1993,38,27,18
angers,1993,38,25,19
montpellier,1994,0,0,0
bordeaux,1994,0,0,1
cannes,1994,0,0,2
bastia,1994,0,0,3
le havre,1994,0,0,4
paris sg,1994,0,0,5
lens,1994,0,0,6
lille,1994,0,0,7
monaco,1994,0,0,8
metz,1994,0,0,9
nice,1994,0,0,10
martigues,1994,0,0,11
nantes,1994,0,0,12
lyon,1994,0,0,13
sochaux,1994,0,0,14
caen,1994,0,0,15
st etienne,1994,0,0,16
rennes,1994,0,0,17
strasbourg,1994,0,0,18
auxerre,1994,0,0,19
bordeaux,1994,1,3,0
metz,1994,1,3,1
martigues,1994,1,3,2
sochaux,1994,1,3,3
le havre,1994,1,1,4
paris sg,1994,1,1,5
lens,1994,1,1,6
lille,1994,1,1,7
strasbourg,1994,1,1,8
auxerre,1994,1,1,9
rennes,1994,1,1,10
cannes,1994,1,1,11
nantes,1994,1,1,12
lyon,1994,1,1,13
bastia,1994,1,1,14
st etienne,1994,1,1,15
caen,1994,1,0,16
nice,1994,1,0,17
monaco,1994,1,0,18
montpellier,1994,1,0,19
bordeaux,1994,2,6,0
bastia,1994,2,4,1
lyon,1994,2,4,2
paris sg,1994,2,4,3
lille,1994,2,4,4
cannes,1994,2,4,5
martigues,1994,2,4,6
nantes,1994,2,4,7
metz,1994,2,3,8
nice,1994,2,3,9
sochaux,1994,2,3,10
le havre,1994,2,2,11
rennes,1994,2,2,12
st etienne,1994,2,2,13
strasbourg,1994,2,1,14
lens,1994,2,1,15
auxerre,1994,2,1,16
caen,1994,2,0,17
monaco,1994,2,0,18
montpellier,1994,2,0,19
bordeaux,1994,3,7,0
lyon,1994,3,7,1
nantes,1994,3,7,2
cannes,1994,3,7,3
sochaux,1994,3,6,4
martigues,1994,3,5,5
st etienne,1994,3,5,6
lille,1994,3,4,7
nice,1994,3,4,8
paris sg,1994,3,4,9
lens,1994,3,4,10
bastia,1994,3,4,11
strasbourg,1994,3,4,12
metz,1994,3,3,13
le havre,1994,3,3,14
rennes,1994,3,2,15
auxerre,1994,3,2,16
monaco,1994,3,1,17
caen,1994,3,0,18
montpellier,1994,3,0,19
lyon,1994,4,10,0
nantes,1994,4,10,1
st etienne,1994,4,8,2
martigues,1994,4,8,3
bordeaux,1994,4,7,4
cannes,1994,4,7,5
lens,1994,4,7,6
nice,1994,4,7,7
sochaux,1994,4,7,8
rennes,1994,4,5,9
auxerre,1994,4,5,10
paris sg,1994,4,5,11
monaco,1994,4,4,12
lille,1994,4,4,13
bastia,1994,4,4,14
strasbourg,1994,4,4,15
metz,1994,4,3,16
le havre,1994,4,3,17
caen,1994,4,0,18
montpellier,1994,4,0,19
nantes,1994,5,13,0
bordeaux,1994,5,10,1
cannes,1994,5,10,2
lyon,1994,5,10,3
lens,1994,5,10,4
rennes,1994,5,8,5
martigues,1994,5,8,6
st etienne,1994,5,8,7
strasbourg,1994,5,7,8
monaco,1994,5,7,9
nice,1994,5,7,10
sochaux,1994,5,7,11
bastia,1994,5,7,12
auxerre,1994,5,6,13
paris sg,1994,5,5,14
metz,1994,5,4,15
lille,1994,5,4,16
montpellier,1994,5,3,17
le havre,1994,5,3,18
caen,1994,5,0,19
nantes,1994,6,14,0
cannes,1994,6,13,1
lens,1994,6,11,2
martigues,1994,6,11,3
st etienne,1994,6,11,4
lyon,1994,6,11,5
bordeaux,1994,6,10,6
rennes,1994,6,9,7
strasbourg,1994,6,8,8
paris sg,1994,6,8,9
nice,1994,6,8,10
monaco,1994,6,7,11
auxerre,1994,6,7,12
lille,1994,6,7,13
sochaux,1994,6,7,14
bastia,1994,6,7,15
metz,1994,6,4,16
montpellier,1994,6,4,17
caen,1994,6,3,18
le havre,1994,6,3,19
nantes,1994,7,17,0
cannes,1994,7,16,1
lyon,1994,7,14,2
lens,1994,7,12,3
st etienne,1994,7,12,4
bordeaux,1994,7,11,5
strasbourg,1994,7,11,6
paris sg,1994,7,11,7
nice,1994,7,11,8
martigues,1994,7,11,9
sochaux,1994,7,10,10
rennes,1994,7,9,11
lille,1994,7,8,12
auxerre,1994,7,7,13
monaco,1994,7,7,14
bastia,1994,7,7,15
metz,1994,7,5,16
montpellier,1994,7,4,17
le havre,1994,7,4,18
caen,1994,7,3,19
nantes,1994,8,18,0
lyon,1994,8,17,1
cannes,1994,8,16,2
st etienne,1994,8,15,3
lens,1994,8,15,4
paris sg,1994,8,14,5
rennes,1994,8,12,6
strasbourg,1994,8,12,7
martigues,1994,8,12,8
bordeaux,1994,8,11,9
nice,1994,8,11,10
auxerre,1994,8,10,11
sochaux,1994,8,10,12
bastia,1994,8,10,13
lille,1994,8,8,14
le havre,1994,8,7,15
monaco,1994,8,7,16
metz,1994,8,5,17
montpellier,1994,8,5,18
caen,1994,8,3,19
nantes,1994,9,21,0
lyon,1994,9,20,1
cannes,1994,9,16,2
lens,1994,9,16,3
st etienne,1994,9,15,4
strasbourg,1994,9,15,5
martigues,1994,9,15,6
bordeaux,1994,9,14,7
paris sg,1994,9,14,8
auxerre,1994,9,13,9
rennes,1994,9,13,10
nice,1994,9,12,11
bastia,1994,9,11,12
sochaux,1994,9,10,13
monaco,1994,9,8,14
lille,1994,9,8,15
le havre,1994,9,8,16
metz,1994,9,6,17
montpellier,1994,9,6,18
caen,1994,9,3,19
nantes,1994,10,24,0
lyon,1994,10,21,1
cannes,1994,10,19,2
martigues,1994,10,18,3
bordeaux,1994,10,17,4
st etienne,1994,10,16,5
lens,1994,10,16,6
strasbourg,1994,10,15,7
paris sg,1994,10,15,8
auxerre,1994,10,14,9
rennes,1994,10,13,10
nice,1994,10,12,11
le havre,1994,10,11,12
bastia,1994,10,11,13
sochaux,1994,10,10,14
metz,1994,10,9,15
monaco,1994,10,9,16
lille,1994,10,9,17
montpellier,1994,10,7,18
caen,1994,10,4,19
nantes,1994,11,25,0
lyon,1994,11,22,1
cannes,1994,11,20,2
bordeaux,1994,11,18,3
strasbourg,1994,11,18,4
paris sg,1994,11,18,5
martigues,1994,11,18,6
auxerre,1994,11,17,7
lens,1994,11,17,8
st etienne,1994,11,16,9
rennes,1994,11,16,10
nice,1994,11,13,11
monaco,1994,11,12,12
le havre,1994,11,11,13
sochaux,1994,11,11,14
bastia,1994,11,11,15
lille,1994,11,10,16
metz,1994,11,10,17
montpellier,1994,11,8,18
caen,1994,11,4,19
nantes,1994,12,26,0
lyon,1994,12,23,1
paris sg,1994,12,21,2
cannes,1994,12,20,3
lens,1994,12,20,4
martigues,1994,12,19,5
bordeaux,1994,12,18,6
strasbourg,1994,12,18,7
auxerre,1994,12,18,8
rennes,1994,12,17,9
st etienne,1994,12,16,10
monaco,1994,12,15,11
sochaux,1994,12,14,12
bastia,1994,12,14,13
nice,1994,12,13,14
le havre,1994,12,12,15
metz,1994,12,11,16
lille,1994,12,10,17
montpellier,1994,12,9,18
caen,1994,12,7,19
nantes,1994,13,29,0
lyon,1994,13,26,1
cannes,1994,13,23,2
auxerre,1994,13,21,3
strasbourg,1994,13,21,4
paris sg,1994,13,21,5
lens,1994,13,20,6
bordeaux,1994,13,19,7
martigues,1994,13,19,8
rennes,1994,13,17,9
st etienne,1994,13,17,10
monaco,1994,13,16,11
bastia,1994,13,15,12
sochaux,1994,13,14,13
metz,1994,13,14,14
lille,1994,13,13,15
