team,year,day,points,position
tottenham,2001,22,31,7
fulham,2001,22,31,8
charlton,2001,22,29,9
west ham,2001,22,28,10
sunderland,2001,22,27,11
everton,2001,22,26,12
blackburn,2001,22,25,13
southampton,2001,22,25,14
bolton,2001,22,24,15
middlesbrough,2001,22,23,16
ipswich,2001,22,21,17
derby,2001,22,19,18
leicester,2001,22,17,19
man united,2001,23,45,0
arsenal,2001,23,44,1
newcastle,2001,23,43,2
leeds,2001,23,42,3
liverpool,2001,23,40,4
chelsea,2001,23,37,5
aston villa,2001,23,35,6
tottenham,2001,23,32,7
fulham,2001,23,31,8
charlton,2001,23,29,9
sunderland,2001,23,28,10
west ham,2001,23,28,11
everton,2001,23,27,12
southampton,2001,23,26,13
middlesbrough,2001,23,26,14
bolton,2001,23,25,15
blackburn,2001,23,25,16
ipswich,2001,23,24,17
derby,2001,23,19,18
leicester,2001,23,17,19
arsenal,2001,24,47,0
newcastle,2001,24,46,1
man united,2001,24,45,2
liverpool,2001,24,43,3
leeds,2001,24,42,4
chelsea,2001,24,40,5
aston villa,2001,24,36,6
charlton,2001,24,32,7
tottenham,2001,24,32,8
fulham,2001,24,32,9
southampton,2001,24,29,10
everton,2001,24,28,11
sunderland,2001,24,28,12
west ham,2001,24,28,13
ipswich,2001,24,27,14
middlesbrough,2001,24,27,15
bolton,2001,24,25,16
blackburn,2001,24,25,17
derby,2001,24,19,18
leicester,2001,24,17,19
newcastle,2001,25,49,0
arsenal,2001,25,48,1
man united,2001,25,48,2
liverpool,2001,25,46,3
chelsea,2001,25,43,4
leeds,2001,25,42,5
aston villa,2001,25,37,6
fulham,2001,25,35,7
charlton,2001,25,33,8
tottenham,2001,25,32,9
west ham,2001,25,31,10
ipswich,2001,25,30,11
southampton,2001,25,30,12
sunderland,2001,25,28,13
everton,2001,25,28,14
middlesbrough,2001,25,28,15
bolton,2001,25,25,16
blackburn,2001,25,25,17
derby,2001,25,22,18
leicester,2001,25,17,19
newcastle,2001,26,52,0
arsenal,2001,26,51,1
man united,2001,26,51,2
liverpool,2001,26,49,3
chelsea,2001,26,44,4
leeds,2001,26,43,5
aston villa,2001,26,38,6
tottenham,2001,26,35,7
fulham,2001,26,35,8
charlton,2001,26,33,9
middlesbrough,2001,26,31,10
sunderland,2001,26,31,11
west ham,2001,26,31,12
ipswich,2001,26,30,13
southampton,2001,26,30,14
everton,2001,26,28,15
bolton,2001,26,28,16
blackburn,2001,26,25,17
derby,2001,26,22,18
leicester,2001,26,17,19
newcastle,2001,27,55,0
arsenal,2001,27,54,1
man united,2001,27,54,2
liverpool,2001,27,52,3
chelsea,2001,27,44,4
leeds,2001,27,44,5
aston villa,2001,27,38,6
tottenham,2001,27,38,7
fulham,2001,27,35,8
west ham,2001,27,34,9
charlton,2001,27,34,10
southampton,2001,27,31,11
middlesbrough,2001,27,31,12
sunderland,2001,27,31,13
ipswich,2001,27,30,14
everton,2001,27,29,15
bolton,2001,27,29,16
blackburn,2001,27,26,17
derby,2001,27,25,18
leicester,2001,27,17,19
arsenal,2001,28,57,0
man united,2001,28,57,1
newcastle,2001,28,55,2
liverpool,2001,28,53,3
chelsea,2001,28,47,4
leeds,2001,28,45,5
aston villa,2001,28,41,6
tottenham,2001,28,38,7
charlton,2001,28,37,8
fulham,2001,28,35,9
west ham,2001,28,34,10
southampton,2001,28,34,11
middlesbrough,2001,28,34,12
sunderland,2001,28,31,13
ipswich,2001,28,30,14
everton,2001,28,30,15
bolton,2001,28,30,16
blackburn,2001,28,29,17
derby,2001,28,26,18
leicester,2001,28,17,19
arsenal,2001,29,60,0
man united,2001,29,58,1
liverpool,2001,29,56,2
newcastle,2001,29,55,3
chelsea,2001,29,50,4
leeds,2001,29,48,5
aston villa,2001,29,41,6
charlton,2001,29,38,7
tottenham,2001,29,38,8
west ham,2001,29,37,9
fulham,2001,29,35,10
southampton,2001,29,35,11
middlesbrough,2001,29,35,12
sunderland,2001,29,34,13
blackburn,2001,29,32,14
ipswich,2001,29,30,15
everton,2001,29,30,16
bolton,2001,29,30,17
derby,2001,29,26,18
leicester,2001,29,18,19
arsenal,2001,30,63,0
man united,2001,30,61,1
liverpool,2001,30,59,2
newcastle,2001,30,56,3
chelsea,2001,30,53,4
leeds,2001,30,51,5
aston villa,2001,30,41,6
charlton,2001,30,41,7
tottenham,2001,30,38,8
west ham,2001,30,37,9
southampton,2001,30,36,10
fulham,2001,30,35,11
middlesbrough,2001,30,35,12
sunderland,2001,30,34,13
everton,2001,30,33,14
blackburn,2001,30,32,15
ipswich,2001,30,31,16
bolton,2001,30,30,17
derby,2001,30,29,18
leicester,2001,30,19,19
arsenal,2001,31,66,0
man united,2001,31,64,1
liverpool,2001,31,62,2
newcastle,2001,31,59,3
leeds,2001,31,54,4
chelsea,2001,31,53,5
aston villa,2001,31,42,6
charlton,2001,31,41,7
tottenham,2001,31,41,8
west ham,2001,31,40,9
middlesbrough,2001,31,38,10
southampton,2001,31,37,11
everton,2001,31,36,12
fulham,2001,31,35,13
sunderland,2001,31,35,14
bolton,2001,31,33,15
blackburn,2001,31,32,16
ipswich,2001,31,32,17
derby,2001,31,29,18
leicester,2001,31,19,19
arsenal,2001,32,69,0
liverpool,2001,32,65,1
man united,2001,32,64,2
newcastle,2001,32,60,3
chelsea,2001,32,56,4
leeds,2001,32,54,5
west ham,2001,32,43,6
aston villa,2001,32,42,7
tottenham,2001,32,42,8
charlton,2001,32,41,9
middlesbrough,2001,32,39,10
southampton,2001,32,38,11
everton,2001,32,36,12
bolton,2001,32,36,13
fulham,2001,32,36,14
sunderland,2001,32,35,15
blackburn,2001,32,35,16
ipswich,2001,32,32,17
derby,2001,32,29,18
leicester,2001,32,22,19
arsenal,2001,33,72,0
liverpool,2001,33,68,1
man united,2001,33,67,2
newcastle,2001,33,61,3
chelsea,2001,33,57,4
leeds,2001,33,54,5
west ham,2001,33,46,6
tottenham,2001,33,45,7
aston villa,2001,33,43,8
middlesbrough,2001,33,42,9
charlton,2001,33,41,10
everton,2001,33,39,11
southampton,2001,33,38,12
sunderland,2001,33,38,13
bolton,2001,33,36,14
fulham,2001,33,36,15
blackburn,2001,33,36,16
ipswich,2001,33,33,17
derby,2001,33,29,18
leicester,2001,33,22,19
arsenal,2001,34,75,0
liverpool,2001,34,71,1
man united,2001,34,70,2
newcastle,2001,34,64,3
chelsea,2001,34,60,4
leeds,2001,34,57,5
west ham,2001,34,47,6
tottenham,2001,34,45,7
middlesbrough,2001,34,45,8
aston villa,2001,34,43,9
southampton,2001,34,41,10
charlton,2001,34,41,11
everton,2001,34,39,12
bolton,2001,34,39,13
blackburn,2001,34,39,14
sunderland,2001,34,38,15
fulham,2001,34,37,16
ipswich,2001,34,33,17
derby,2001,34,29,18
leicester,2001,34,22,19
arsenal,2001,35,78,0
liverpool,2001,35,74,1
man united,2001,35,73,2
newcastle,2001,35,67,3
chelsea,2001,35,61,4
leeds,2001,35,60,5
west ham,2001,35,50,6
tottenham,2001,35,46,7
middlesbrough,2001,35,45,8
aston villa,2001,35,43,9
southampton,2001,35,42,10
charlton,2001,35,42,11
everton,2001,35,40,12
bolton,2001,35,40,13
fulham,2001,35,40,14
blackburn,2001,35,40,15
sunderland,2001,35,38,16
ipswich,2001,35,33,17
derby,2001,35,29,18
leicester,2001,35,23,19
arsenal,2001,36,81,0
man united,2001,36,76,1
liverpool,2001,36,74,2
newcastle,2001,36,68,3
chelsea,2001,36,61,4
leeds,2001,36,60,5
west ham,2001,36,50,6
tottenham,2001,36,47,7
middlesbrough,2001,36,45,8
aston villa,2001,36,44,9
fulham,2001,36,43,10
blackburn,2001,36,43,11
everton,2001,36,43,12
southampton,2001,36,42,13
charlton,2001,36,42,14
bolton,2001,36,40,15
sunderland,2001,36,38,16
ipswich,2001,36,36,17
derby,2001,36,29,18
leicester,2001,36,24,19
arsenal,2001,37,84,0
liverpool,2001,37,77,1
man united,2001,37,76,2
newcastle,2001,37,71,3
chelsea,2001,37,64,4
leeds,2001,37,63,5
tottenham,2001,37,50,6
west ham,2001,37,50,7
aston villa,2001,37,47,8
middlesbrough,2001,37,45,9
fulham,2001,37,44,10
blackburn,2001,37,43,11
charlton,2001,37,43,12
everton,2001,37,43,13
southampton,2001,37,42,14
bolton,2001,37,40,15
sunderland,2001,37,39,16
ipswich,2001,37,36,17
derby,2001,37,29,18
leicester,2001,37,25,19
arsenal,2001,38,87,0
liverpool,2001,38,80,1
man united,2001,38,77,2
newcastle,2001,38,71,3
leeds,2001,38,66,4
chelsea,2001,38,64,5
west ham,2001,38,53,6
tottenham,2001,38,50,7
aston villa,2001,38,50,8
blackburn,2001,38,46,9
southampton,2001,38,45,10
middlesbrough,2001,38,45,11
charlton,2001,38,44,12
fulham,2001,38,44,13
everton,2001,38,43,14
sunderland,2001,38,40,15
bolton,2001,38,40,16
ipswich,2001,38,36,17
derby,2001,38,30,18
leicester,2001,38,28,19
man united,2002,0,0,0
blackburn,2002,0,0,1
charlton,2002,0,0,2
chelsea,2002,0,0,3
everton,2002,0,0,4
tottenham,2002,0,0,5
fulham,2002,0,0,6
bolton,2002,0,0,7
leeds,2002,0,0,8
man city,2002,0,0,9
sunderland,2002,0,0,10
west brom,2002,0,0,11
southampton,2002,0,0,12
middlesboro,2002,0,0,13
arsenal,2002,0,0,14
birmingham,2002,0,0,15
aston villa,2002,0,0,16
liverpool,2002,0,0,17
newcastle,2002,0,0,18
west ham,2002,0,0,19
man united,2002,1,3,0
newcastle,2002,1,3,1
chelsea,2002,1,3,2
fulham,2002,1,3,3
liverpool,2002,1,3,4
leeds,2002,1,3,5
arsenal,2002,1,3,6
everton,2002,1,1,7
tottenham,2002,1,1,8
blackburn,2002,1,1,9
sunderland,2002,1,1,10
middlesboro,2002,1,1,11
southampton,2002,1,1,12
west brom,2002,1,0,13
man city,2002,1,0,14
birmingham,2002,1,0,15
aston villa,2002,1,0,16
bolton,2002,1,0,17
charlton,2002,1,0,18
west ham,2002,1,0,19
liverpool,2002,2,6,0
leeds,2002,2,6,1
man united,2002,2,4,2
chelsea,2002,2,4,3
everton,2002,2,4,4
tottenham,2002,2,4,5
fulham,2002,2,4,6
arsenal,2002,2,4,7
blackburn,2002,2,4,8
man city,2002,2,3,9
newcastle,2002,2,3,10
charlton,2002,2,3,11
middlesboro,2002,2,2,12
west ham,2002,2,1,13
sunderland,2002,2,1,14
southampton,2002,2,1,15
aston villa,2002,2,0,16
birmingham,2002,2,0,17
west brom,2002,2,0,18
bolton,2002,2,0,19
liverpool,2002,3,7,0
tottenham,2002,3,7,1
arsenal,2002,3,7,2
leeds,2002,3,6,3
man united,2002,3,5,4
middlesboro,2002,3,5,5
chelsea,2002,3,5,6
everton,2002,3,5,7
blackburn,2002,3,5,8
fulham,2002,3,4,9
newcastle,2002,3,4,10
sunderland,2002,3,4,11
aston villa,2002,3,3,12
bolton,2002,3,3,13
man city,2002,3,3,14
charlton,2002,3,3,15
southampton,2002,3,2,16
birmingham,2002,3,1,17
west ham,2002,3,1,18
west brom,2002,3,0,19
tottenham,2002,4,10,0
man united,2002,4,8,1
liverpool,2002,4,8,2
arsenal,2002,4,8,3
fulham,2002,4,7,4
charlton,2002,4,6,5
leeds,2002,4,6,6
man city,2002,4,6,7
chelsea,2002,4,6,8
bolton,2002,4,6,9
middlesboro,2002,4,5,10
everton,2002,4,5,11
blackburn,2002,4,5,12
sunderland,2002,4,5,13
birmingham,2002,4,4,14
newcastle,2002,4,4,15
aston villa,2002,4,3,16
west brom,2002,4,3,17
southampton,2002,4,2,18
west ham,2002,4,1,19
arsenal,2002,5,11,0
fulham,2002,5,10,1
tottenham,2002,5,10,2
leeds,2002,5,9,3
chelsea,2002,5,9,4
liverpool,2002,5,9,5
man united,2002,5,8,6
middlesboro,2002,5,8,7
man city,2002,5,6,8
west brom,2002,5,6,9
charlton,2002,5,6,10
bolton,2002,5,6,11
aston villa,2002,5,6,12
blackburn,2002,5,5,13
sunderland,2002,5,5,14
everton,2002,5,5,15
southampton,2002,5,5,16
birmingham,2002,5,5,17
newcastle,2002,5,4,18
west ham,2002,5,1,19
arsenal,2002,6,14,0
tottenham,2002,6,13,1
leeds,2002,6,12,2
chelsea,2002,6,12,3
liverpool,2002,6,12,4
fulham,2002,6,11,5
west brom,2002,6,9,6
man united,2002,6,8,7
everton,2002,6,8,8
birmingham,2002,6,8,9
middlesboro,2002,6,8,10
man city,2002,6,7,11
newcastle,2002,6,7,12
bolton,2002,6,6,13
blackburn,2002,6,6,14
charlton,2002,6,6,15
aston villa,2002,6,6,16
southampton,2002,6,5,17
sunderland,2002,6,5,18
west ham,2002,6,2,19
arsenal,2002,7,17,0
liverpool,2002,7,15,1
chelsea,2002,7,13,2
tottenham,2002,7,13,3
leeds,2002,7,12,4
man united,2002,7,11,5
fulham,2002,7,11,6
middlesboro,2002,7,11,7
newcastle,2002,7,10,8
aston villa,2002,7,9,9
blackburn,2002,7,9,10
west brom,2002,7,9,11
man city,2002,7,8,12
birmingham,2002,7,8,13
everton,2002,7,8,14
charlton,2002,7,7,15
bolton,2002,7,7,16
southampton,2002,7,6,17
sunderland,2002,7,5,18
west ham,2002,7,5,19
arsenal,2002,8,20,0
liverpool,2002,8,18,1
man united,2002,8,14,2
fulham,2002,8,14,3
middlesboro,2002,8,14,4
chelsea,2002,8,13,5
newcastle,2002,8,13,6
tottenham,2002,8,13,7
blackburn,2002,8,12,8
leeds,2002,8,12,9
everton,2002,8,11,10
west brom,2002,8,9,11
aston villa,2002,8,9,12
man city,2002,8,8,13
sunderland,2002,8,8,14
birmingham,2002,8,8,15
charlton,2002,8,7,16
bolton,2002,8,7,17
southampton,2002,8,7,18
west ham,2002,8,5,19
arsenal,2002,9,23,0
liverpool,2002,9,21,1
man united,2002,9,17,2
middlesboro,2002,9,17,3
tottenham,2002,9,16,4
fulham,2002,9,15,5
chelsea,2002,9,13,6
leeds,2002,9,13,7
newcastle,2002,9,13,8
blackburn,2002,9,12,9
birmingham,2002,9,11,10
everton,2002,9,11,11
southampton,2002,9,10,12
aston villa,2002,9,10,13
west brom,2002,9,9,14
sunderland,2002,9,8,15
man city,2002,9,8,16
west ham,2002,9,8,17
charlton,2002,9,7,18
bolton,2002,9,7,19
liverpool,2002,10,24,0
arsenal,2002,10,23,1
tottenham,2002,10,19,2
man united,2002,10,18,3
middlesboro,2002,10,17,4
chelsea,2002,10,16,5
newcastle,2002,10,16,6
blackburn,2002,10,15,7
fulham,2002,10,15,8
everton,2002,10,14,9
southampton,2002,10,13,10
leeds,2002,10,13,11
birmingham,2002,10,12,12
west ham,2002,10,11,13
west brom,2002,10,10,14
aston villa,2002,10,10,15
charlton,2002,10,10,16
man city,2002,10,8,17
sunderland,2002,10,8,18
bolton,2002,10,8,19
liverpool,2002,11,27,0
arsenal,2002,11,23,1
man united,2002,11,19,2
chelsea,2002,11,19,3
newcastle,2002,11,19,4
tottenham,2002,11,19,5
middlesboro,2002,11,18,6
blackburn,2002,11,18,7
everton,2002,11,17,8
southampton,2002,11,16,9
fulham,2002,11,15,10
leeds,2002,11,14,11
birmingham,2002,11,12,12
aston villa,2002,11,11,13
man city,2002,11,11,14
west ham,2002,11,11,15
west brom,2002,11,10,16
charlton,2002,11,10,17
sunderland,2002,11,9,18
bolton,2002,11,8,19
liverpool,2002,12,30,0
arsenal,2002,12,26,1
man united,2002,12,22,2
chelsea,2002,12,20,3
everton,2002,12,20,4
tottenham,2002,12,20,5
blackburn,2002,12,19,6
newcastle,2002,12,19,7
middlesboro,2002,12,18,8
southampton,2002,12,16,9
fulham,2002,12,15,10
birmingham,2002,12,15,11
leeds,2002,12,14,12
man city,2002,12,14,13
aston villa,2002,12,12,14
charlton,2002,12,11,15
west ham,2002,12,11,16
west brom,2002,12,10,17
sunderland,2002,12,10,18
bolton,2002,12,9,19
liverpool,2002,13,30,0
arsenal,2002,13,29,1
chelsea,2002,13,23,2
everton,2002,13,23,3
man united,2002,13,22,4
newcastle,2002,13,22,5
middlesboro,2002,13,21,6
tottenham,2002,13,20,7
blackburn,2002,13,20,8
southampton,2002,13,17,9
leeds,2002,13,17,10
man city,2002,13,17,11
fulham,2002,13,15,12
birmingham,2002,13,15,13
aston villa,2002,13,15,14
sunderland,2002,13,13,15
bolton,2002,13,12,16
west brom,2002,13,11,17
charlton,2002,13,11,18
west ham,2002,13,11,19
arsenal,2002,14,32,0
liverpool,2002,14,31,1
chelsea,2002,14,26,2
everton,2002,14,26,3
man united,2002,14,23,4
newcastle,2002,14,22,5
middlesboro,2002,14,21,6
tottenham,2002,14,20,7
blackburn,2002,14,20,8
southampton,2002,14,17,9
leeds,2002,14,17,10
man city,2002,14,17,11
birmingham,2002,14,16,12
aston villa,2002,14,16,13
fulham,2002,14,16,14
charlton,2002,14,14,15
sunderland,2002,14,14,16
bolton,2002,14,13,17
west brom,2002,14,12,18
west ham,2002,14,12,19
arsenal,2002,15,32,0
liverpool,2002,15,31,1
everton,2002,15,29,2
chelsea,2002,15,27,3
man united,2002,15,26,4
newcastle,2002,15,25,5
middlesboro,2002,15,24,6
tottenham,2002,15,23,7
blackburn,2002,15,20,8
southampton,2002,15,20,9
birmingham,2002,15,19,10
aston villa,2002,15,19,11
fulham,2002,15,19,12
leeds,2002,15,17,13
charlton,2002,15,17,14
man city,2002,15,17,15
sunderland,2002,15,14,16
bolton,2002,15,13,17
west brom,2002,15,12,18
west ham,2002,15,12,19
arsenal,2002,16,35,0
liverpool,2002,16,31,1
chelsea,2002,16,30,2
man united,2002,16,29,3
everton,2002,16,29,4
newcastle,2002,16,28,5
middlesboro,2002,16,24,6
tottenham,2002,16,24,7
blackburn,2002,16,23,8
southampton,2002,16,23,9
man city,2002,16,20,10
birmingham,2002,16,20,11
charlton,2002,16,20,12
aston villa,2002,16,19,13
fulham,2002,16,19,14
leeds,2002,16,17,15
west brom,2002,16,15,16
sunderland,2002,16,14,17
bolton,2002,16,14,18
west ham,2002,16,12,19
arsenal,2002,17,35,0
chelsea,2002,17,33,1
man united,2002,17,32,2
liverpool,2002,17,31,3
newcastle,2002,17,29,4
everton,2002,17,29,5
tottenham,2002,17,27,6
southampton,2002,17,26,7
middlesboro,2002,17,25,8
blackburn,2002,17,24,9
charlton,2002,17,23,10
man city,2002,17,23,11
fulham,2002,17,22,12
birmingham,2002,17,20,13
aston villa,2002,17,19,14
leeds,2002,17,17,15
west brom,2002,17,15,16
sunderland,2002,17,14,17
bolton,2002,17,14,18
west ham,2002,17,13,19
arsenal,2002,18,36,0
man united,2002,18,35,1
chelsea,2002,18,34,2
newcastle,2002,18,32,3
everton,2002,18,32,4
liverpool,2002,18,31,5
tottenham,2002,18,28,6
southampton,2002,18,27,7
middlesboro,2002,18,26,8
charlton,2002,18,24,9
blackburn,2002,18,24,10
man city,2002,18,24,11
birmingham,2002,18,23,12
aston villa,2002,18,22,13
fulham,2002,18,22,14
leeds,2002,18,20,15
sunderland,2002,18,17,16
west brom,2002,18,15,17
bolton,2002,18,15,18
west ham,2002,18,13,19
arsenal,2002,19,39,0
chelsea,2002,19,37,1
man united,2002,19,35,2
everton,2002,19,33,3
newcastle,2002,19,32,4
liverpool,2002,19,32,5
tottenham,2002,19,31,6
southampton,2002,19,28,7
blackburn,2002,19,27,8
middlesboro,2002,19,26,9
charlton,2002,19,25,10
man city,2002,19,24,11
birmingham,2002,19,24,12
aston villa,2002,19,22,13
fulham,2002,19,22,14
leeds,2002,19,21,15
sunderland,2002,19,18,16
bolton,2002,19,18,17
west brom,2002,19,16,18
west ham,2002,19,14,19
arsenal,2002,20,42,0
chelsea,2002,20,38,1
man united,2002,20,35,2
newcastle,2002,20,35,3
everton,2002,20,34,4
liverpool,2002,20,33,5
tottenham,2002,20,32,6
middlesboro,2002,20,29,7
southampton,2002,20,29,8
blackburn,2002,20,28,9
man city,2002,20,27,10
charlton,2002,20,26,11
birmingham,2002,20,25,12
leeds,2002,20,24,13
fulham,2002,20,23,14
aston villa,2002,20,22,15
bolton,2002,20,19,16
sunderland,2002,20,18,17
west brom,2002,20,16,18
west ham,2002,20,15,19
arsenal,2002,21,43,0
man united,2002,21,38,1
chelsea,2002,21,38,2
newcastle,2002,21,38,3
everton,2002,21,35,4
liverpool,2002,21,34,5
tottenham,2002,21,32,6
southampton,2002,21,32,7
man city,2002,21,30,8
charlton,2002,21,29,9
middlesboro,2002,21,29,10
blackburn,2002,21,29,11
leeds,2002,21,27,12
birmingham,2002,21,25,13
aston villa,2002,21,25,14
fulham,2002,21,23,15
bolton,2002,21,19,16
sunderland,2002,21,18,17
west brom,2002,21,16,18
west ham,2002,21,16,19
arsenal,2002,22,46,0
man united,2002,22,41,1
newcastle,2002,22,39,2
chelsea,2002,22,38,3
everton,2002,22,36,4
southampton,2002,22,35,5
liverpool,2002,22,34,6
tottenham,2002,22,32,7
blackburn,2002,22,32,8
man city,2002,22,31,9
leeds,2002,22,30,10
charlton,2002,22,29,11
middlesboro,2002,22,29,12
aston villa,2002,22,28,13
birmingham,2002,22,25,14
fulham,2002,22,24,15
bolton,2002,22,20,16
sunderland,2002,22,18,17
west ham,2002,22,17,18
west brom,2002,22,16,19
arsenal,2002,23,49,0
man united,2002,23,44,1
newcastle,2002,23,42,2
chelsea,2002,23,41,3
southampton,2002,23,36,4
everton,2002,23,36,5
liverpool,2002,23,35,6
tottenham,2002,23,35,7
man city,2002,23,34,8
blackburn,2002,23,33,9
charlton,2002,23,30,10
leeds,2002,23,30,11
middlesboro,2002,23,30,12
aston villa,2002,23,29,13
fulham,2002,23,27,14
birmingham,2002,23,25,15
bolton,2002,23,21,16
sunderland,2002,23,19,17
west brom,2002,23,17,18
west ham,2002,23,17,19
arsenal,2002,24,52,0
man united,2002,24,47,1
newcastle,2002,24,45,2
chelsea,2002,24,41,3
everton,2002,24,39,4
liverpool,2002,24,38,5
tottenham,2002,24,38,6
southampton,2002,24,36,7
blackburn,2002,24,34,8
man city,2002,24,34,9
charlton,2002,24,33,10
leeds,2002,24,31,11
middlesboro,2002,24,30,12
aston villa,2002,24,29,13
fulham,2002,24,27,14
birmingham,2002,24,26,15
bolton,2002,24,21,16
sunderland,2002,24,19,17
west brom,2002,24,17,18
west ham,2002,24,17,19
arsenal,2002,25,53,0
man united,2002,25,50,1
newcastle,2002,25,48,2
chelsea,2002,25,44,3
everton,2002,25,42,4
liverpool,2002,25,39,5
southampton,2002,25,39,6
tottenham,2002,25,38,7
man city,2002,25,37,8
charlton,2002,25,36,9
blackburn,2002,25,34,10
aston villa,2002,25,32,11
leeds,2002,25,31,12
middlesboro,2002,25,30,13
fulham,2002,25,27,14
birmingham,2002,25,26,15
bolton,2002,25,21,16
west brom,2002,25,20,17
west ham,2002,25,20,18
sunderland,2002,25,19,19
arsenal,2002,26,56,0
man united,2002,26,53,1
newcastle,2002,26,49,2
chelsea,2002,26,45,3
everton,2002,26,45,4
liverpool,2002,26,42,5
tottenham,2002,26,39,6
charlton,2002,26,39,7
southampton,2002,26,39,8
man city,2002,26,37,9
aston villa,2002,26,35,10
blackburn,2002,26,34,11
middlesboro,2002,26,31,12
leeds,2002,26,31,13
fulham,2002,26,30,14
birmingham,2002,26,26,15
bolton,2002,26,24,16
west brom,2002,26,21,17
west ham,2002,26,20,18
sunderland,2002,26,19,19
arsenal,2002,27,57,0
man united,2002,27,54,1
newcastle,2002,27,52,2
chelsea,2002,27,48,3
everton,2002,27,45,4
liverpool,2002,27,43,5
tottenham,2002,27,42,6
charlton,2002,27,42,7
southampton,2002,27,39,8
man city,2002,27,38,9
blackburn,2002,27,37,10
aston villa,2002,27,35,11
middlesboro,2002,27,34,12
leeds,2002,27,34,13
fulham,2002,27,33,14
birmingham,2002,27,26,15
bolton,2002,27,25,16
west brom,2002,27,21,17
west ham,2002,27,20,18
sunderland,2002,27,19,19
arsenal,2002,28,60,0
man united,2002,28,55,1
newcastle,2002,28,55,2
chelsea,2002,28,48,3
everton,2002,28,48,4
charlton,2002,28,45,5
liverpool,2002,28,43,6
tottenham,2002,28,43,7
blackburn,2002,28,40,8
southampton,2002,28,39,9
man city,2002,28,38,10
aston villa,2002,28,35,11
middlesboro,2002,28,35,12
fulham,2002,28,34,13
leeds,2002,28,34,14
birmingham,2002,28,29,15
bolton,2002,28,26,16
west ham,2002,28,23,17
west brom,2002,28,21,18
sunderland,2002,28,19,19
arsenal,2002,29,63,0
man united,2002,29,58,1
newcastle,2002,29,55,2
everton,2002,29,49,3
chelsea,2002,29,48,4
liverpool,2002,29,46,5
charlton,2002,29,45,6
tottenham,2002,29,43,7
blackburn,2002,29,43,8
southampton,2002,29,42,9
middlesboro,2002,29,38,10
man city,2002,29,38,11
fulham,2002,29,37,12
aston villa,2002,29,35,13
leeds,2002,29,34,14
birmingham,2002,29,32,15
bolton,2002,29,26,16
west ham,2002,29,26,17
west brom,2002,29,21,18
sunderland,2002,29,19,19
arsenal,2002,30,63,0
man united,2002,30,61,1
newcastle,2002,30,58,2
chelsea,2002,30,51,3
everton,2002,30,50,4
liverpool,2002,30,49,5
blackburn,2002,30,46,6
charlton,2002,30,45,7
tottenham,2002,30,43,8
southampton,2002,30,43,9
middlesboro,2002,30,41,10
man city,2002,30,41,11
fulham,2002,30,38,12
aston villa,2002,30,35,13
leeds,2002,30,34,14
birmingham,2002,30,32,15
bolton,2002,30,29,16
west ham,2002,30,27,17
west brom,2002,30,21,18
sunderland,2002,30,19,19
arsenal,2002,31,66,0
man united,2002,31,64,1
newcastle,2002,31,61,2
chelsea,2002,31,54,3
liverpool,2002,31,52,4
everton,2002,31,50,5
charlton,2002,31,46,6
blackburn,2002,31,46,7
southampton,2002,31,44,8
tottenham,2002,31,43,9
middlesboro,2002,31,42,10
man city,2002,31,41,11
fulham,2002,31,38,12
aston villa,2002,31,36,13
birmingham,2002,31,35,14
leeds,2002,31,34,15
bolton,2002,31,32,16
west ham,2002,31,30,17
west brom,2002,31,21,18
sunderland,2002,31,19,19
man united,2002,32,67,0
arsenal,2002,32,67,1
newcastle,2002,32,61,2
chelsea,2002,32,57,3
everton,2002,32,53,4
liverpool,2002,32,52,5
blackburn,2002,32,49,6
tottenham,2002,32,46,7
charlton,2002,32,46,8
middlesboro,2002,32,45,9
southampton,2002,32,45,10
man city,2002,32,41,11
fulham,2002,32,38,12
leeds,2002,32,37,13
aston villa,2002,32,37,14
birmingham,2002,32,35,15
bolton,2002,32,35,16
west ham,2002,32,31,17
west brom,2002,32,21,18
sunderland,2002,32,19,19
man united,2002,33,70,0
arsenal,2002,33,68,1
newcastle,2002,33,61,2
chelsea,2002,33,60,3
everton,2002,33,56,4
liverpool,2002,33,55,5
blackburn,2002,33,52,6
southampton,2002,33,48,7
tottenham,2002,33,47,8
charlton,2002,33,46,9
middlesboro,2002,33,46,10
man city,2002,33,42,11
fulham,2002,33,38,12
leeds,2002,33,38,13
birmingham,2002,33,38,14
aston villa,2002,33,38,15
bolton,2002,33,35,16
west ham,2002,33,32,17
west brom,2002,33,21,18
sunderland,2002,33,19,19
man united,2002,34,71,0
arsenal,2002,34,71,1
newcastle,2002,34,61,2
chelsea,2002,34,60,3
liverpool,2002,34,58,4
everton,2002,34,56,5
blackburn,2002,34,52,6
southampton,2002,34,48,7
tottenham,2002,34,47,8
charlton,2002,34,46,9
middlesboro,2002,34,46,10
man city,2002,34,45,11
birmingham,2002,34,41,12
aston villa,2002,34,41,13
fulham,2002,34,41,14
leeds,2002,34,38,15
bolton,2002,34,38,16
west ham,2002,34,32,17
west brom,2002,34,24,18
sunderland,2002,34,19,19
man united,2002,35,74,0
arsenal,2002,35,72,1
chelsea,2002,35,63,2
newcastle,2002,35,62,3
liverpool,2002,35,61,4
everton,2002,35,56,5
blackburn,2002,35,53,6
tottenham,2002,35,50,7
southampton,2002,35,48,8
