team,year,day,points,position
sheffield weds,1996,16,24,8
tottenham,1996,16,23,9
derby,1996,16,22,10
leicester,1996,16,20,11
leeds,1996,16,20,12
west ham,1996,16,17,13
sunderland,1996,16,17,14
middlesbrough,1996,16,14,15
blackburn,1996,16,13,16
southampton,1996,16,13,17
nott'm forest,1996,16,10,18
coventry,1996,16,10,19
arsenal,1996,17,35,0
wimbledon,1996,17,34,1
liverpool,1996,17,34,2
newcastle,1996,17,30,3
aston villa,1996,17,30,4
man united,1996,17,28,5
everton,1996,17,27,6
chelsea,1996,17,25,7
sheffield weds,1996,17,25,8
tottenham,1996,17,24,9
derby,1996,17,22,10
leicester,1996,17,21,11
leeds,1996,17,21,12
sunderland,1996,17,20,13
west ham,1996,17,18,14
middlesbrough,1996,17,15,15
coventry,1996,17,13,16
blackburn,1996,17,13,17
southampton,1996,17,13,18
nott'm forest,1996,17,10,19
liverpool,1996,18,37,0
arsenal,1996,18,35,1
wimbledon,1996,18,34,2
aston villa,1996,18,33,3
newcastle,1996,18,31,4
man united,1996,18,31,5
chelsea,1996,18,28,6
everton,1996,18,28,7
sheffield weds,1996,18,26,8
tottenham,1996,18,25,9
leeds,1996,18,22,10
derby,1996,18,22,11
leicester,1996,18,21,12
sunderland,1996,18,20,13
west ham,1996,18,18,14
coventry,1996,18,16,15
blackburn,1996,18,16,16
southampton,1996,18,16,17
middlesbrough,1996,18,15,18
nott'm forest,1996,18,13,19
liverpool,1996,19,38,0
wimbledon,1996,19,37,1
arsenal,1996,19,36,2
man united,1996,19,34,3
aston villa,1996,19,33,4
chelsea,1996,19,31,5
newcastle,1996,19,31,6
tottenham,1996,19,28,7
everton,1996,19,28,8
sheffield weds,1996,19,27,9
sunderland,1996,19,23,10
leeds,1996,19,22,11
derby,1996,19,22,12
leicester,1996,19,22,13
west ham,1996,19,21,14
coventry,1996,19,19,15
middlesbrough,1996,19,18,16
blackburn,1996,19,17,17
southampton,1996,19,16,18
nott'm forest,1996,19,13,19
liverpool,1996,20,39,0
wimbledon,1996,20,38,1
man united,1996,20,37,2
arsenal,1996,20,37,3
newcastle,1996,20,34,4
aston villa,1996,20,34,5
chelsea,1996,20,32,6
tottenham,1996,20,28,7
everton,1996,20,28,8
sheffield weds,1996,20,28,9
derby,1996,20,23,10
leicester,1996,20,23,11
sunderland,1996,20,23,12
coventry,1996,20,22,13
leeds,1996,20,22,14
west ham,1996,20,21,15
blackburn,1996,20,20,16
middlesbrough,1996,20,18,17
southampton,1996,20,16,18
nott'm forest,1996,20,14,19
liverpool,1996,21,42,0
arsenal,1996,21,40,1
man united,1996,21,38,2
wimbledon,1996,21,38,3
newcastle,1996,21,37,4
chelsea,1996,21,35,5
aston villa,1996,21,35,6
sheffield weds,1996,21,31,7
everton,1996,21,28,8
tottenham,1996,21,28,9
sunderland,1996,21,24,10
derby,1996,21,24,11
coventry,1996,21,23,12
leicester,1996,21,23,13
blackburn,1996,21,23,14
leeds,1996,21,22,15
west ham,1996,21,22,16
southampton,1996,21,19,17
middlesbrough,1996,21,18,18
nott'm forest,1996,21,17,19
liverpool,1996,22,42,0
man united,1996,22,41,1
arsenal,1996,22,40,2
newcastle,1996,22,38,3
wimbledon,1996,22,38,4
aston villa,1996,22,36,5
chelsea,1996,22,35,6
sheffield weds,1996,22,31,7
tottenham,1996,22,28,8
everton,1996,22,28,9
sunderland,1996,22,27,10
leicester,1996,22,26,11
leeds,1996,22,25,12
derby,1996,22,24,13
blackburn,1996,22,24,14
coventry,1996,22,23,15
west ham,1996,22,22,16
nott'm forest,1996,22,20,17
southampton,1996,22,20,18
middlesbrough,1996,22,18,19
man united,1996,23,44,0
liverpool,1996,23,43,1
arsenal,1996,23,43,2
newcastle,1996,23,39,3
wimbledon,1996,23,39,4
chelsea,1996,23,38,5
aston villa,1996,23,36,6
sheffield weds,1996,23,34,7
tottenham,1996,23,31,8
sunderland,1996,23,28,9
everton,1996,23,28,10
leeds,1996,23,28,11
leicester,1996,23,27,12
derby,1996,23,25,13
blackburn,1996,23,24,14
nott'm forest,1996,23,23,15
coventry,1996,23,23,16
west ham,1996,23,22,17
middlesbrough,1996,23,21,18
southampton,1996,23,20,19
man united,1996,24,47,0
liverpool,1996,24,46,1
arsenal,1996,24,46,2
newcastle,1996,24,42,3
wimbledon,1996,24,42,4
chelsea,1996,24,41,5
aston villa,1996,24,36,6
sheffield weds,1996,24,35,7
tottenham,1996,24,31,8
leeds,1996,24,29,9
sunderland,1996,24,29,10
everton,1996,24,28,11
blackburn,1996,24,27,12
leicester,1996,24,27,13
coventry,1996,24,26,14
derby,1996,24,25,15
nott'm forest,1996,24,23,16
middlesbrough,1996,24,22,17
west ham,1996,24,22,18
southampton,1996,24,20,19
man united,1996,25,50,0
liverpool,1996,25,49,1
arsenal,1996,25,47,2
newcastle,1996,25,45,3
wimbledon,1996,25,43,4
chelsea,1996,25,42,5
aston villa,1996,25,39,6
sheffield weds,1996,25,36,7
tottenham,1996,25,32,8
everton,1996,25,31,9
leeds,1996,25,30,10
leicester,1996,25,30,11
sunderland,1996,25,29,12
derby,1996,25,28,13
blackburn,1996,25,28,14
coventry,1996,25,27,15
nott'm forest,1996,25,23,16
middlesbrough,1996,25,22,17
west ham,1996,25,22,18
southampton,1996,25,21,19
man united,1996,26,53,0
liverpool,1996,26,52,1
arsenal,1996,26,48,2
newcastle,1996,26,48,3
wimbledon,1996,26,43,4
chelsea,1996,26,42,5
aston villa,1996,26,42,6
sheffield weds,1996,26,39,7
leicester,1996,26,33,8
everton,1996,26,32,9
tottenham,1996,26,32,10
blackburn,1996,26,31,11
leeds,1996,26,30,12
sunderland,1996,26,29,13
derby,1996,26,29,14
coventry,1996,26,27,15
west ham,1996,26,25,16
nott'm forest,1996,26,24,17
southampton,1996,26,24,18
middlesbrough,1996,26,22,19
man united,1996,27,54,0
liverpool,1996,27,53,1
arsenal,1996,27,48,2
newcastle,1996,27,48,3
wimbledon,1996,27,44,4
chelsea,1996,27,43,5
aston villa,1996,27,43,6
sheffield weds,1996,27,42,7
leicester,1996,27,36,8
leeds,1996,27,33,9
blackburn,1996,27,32,10
everton,1996,27,32,11
tottenham,1996,27,32,12
sunderland,1996,27,29,13
derby,1996,27,29,14
coventry,1996,27,28,15
nott'm forest,1996,27,27,16
west ham,1996,27,25,17
southampton,1996,27,25,18
middlesbrough,1996,27,25,19
man united,1996,28,57,0
liverpool,1996,28,53,1
arsenal,1996,28,48,2
newcastle,1996,28,48,3
aston villa,1996,28,46,4
sheffield weds,1996,28,45,5
wimbledon,1996,28,44,6
chelsea,1996,28,43,7
leicester,1996,28,37,8
leeds,1996,28,36,9
tottenham,1996,28,35,10
blackburn,1996,28,33,11
everton,1996,28,33,12
derby,1996,28,32,13
sunderland,1996,28,29,14
middlesbrough,1996,28,28,15
coventry,1996,28,28,16
west ham,1996,28,28,17
nott'm forest,1996,28,27,18
southampton,1996,28,26,19
man united,1996,29,57,0
liverpool,1996,29,56,1
arsenal,1996,29,51,2
newcastle,1996,29,51,3
sheffield weds,1996,29,48,4
chelsea,1996,29,46,5
aston villa,1996,29,46,6
wimbledon,1996,29,45,7
leeds,1996,29,39,8
tottenham,1996,29,38,9
leicester,1996,29,37,10
blackburn,1996,29,36,11
everton,1996,29,33,12
sunderland,1996,29,32,13
derby,1996,29,32,14
middlesbrough,1996,29,31,15
coventry,1996,29,29,16
west ham,1996,29,29,17
nott'm forest,1996,29,27,18
southampton,1996,29,26,19
man united,1996,30,60,0
liverpool,1996,30,57,1
arsenal,1996,30,54,2
newcastle,1996,30,52,3
chelsea,1996,30,49,4
sheffield weds,1996,30,48,5
aston villa,1996,30,47,6
wimbledon,1996,30,46,7
leeds,1996,30,40,8
tottenham,1996,30,39,9
leicester,1996,30,38,10
blackburn,1996,30,36,11
everton,1996,30,36,12
middlesbrough,1996,30,34,13
sunderland,1996,30,32,14
derby,1996,30,32,15
west ham,1996,30,30,16
coventry,1996,30,30,17
nott'm forest,1996,30,28,18
southampton,1996,30,26,19
man united,1996,31,63,0
liverpool,1996,31,60,1
arsenal,1996,31,57,2
newcastle,1996,31,53,3
aston villa,1996,31,50,4
chelsea,1996,31,49,5
sheffield weds,1996,31,49,6
wimbledon,1996,31,46,7
leeds,1996,31,40,8
leicester,1996,31,39,9
tottenham,1996,31,39,10
blackburn,1996,31,36,11
everton,1996,31,36,12
middlesbrough,1996,31,35,13
derby,1996,31,35,14
west ham,1996,31,33,15
sunderland,1996,31,32,16
coventry,1996,31,30,17
nott'm forest,1996,31,29,18
southampton,1996,31,27,19
man united,1996,32,63,0
liverpool,1996,32,60,1
arsenal,1996,32,57,2
newcastle,1996,32,54,3
aston villa,1996,32,53,4
sheffield weds,1996,32,52,5
chelsea,1996,32,49,6
wimbledon,1996,32,46,7
tottenham,1996,32,42,8
leeds,1996,32,41,9
leicester,1996,32,40,10
derby,1996,32,38,11
blackburn,1996,32,37,12
middlesbrough,1996,32,36,13
everton,1996,32,36,14
west ham,1996,32,34,15
sunderland,1996,32,33,16
nott'm forest,1996,32,30,17
coventry,1996,32,30,18
southampton,1996,32,30,19
man united,1996,33,66,0
liverpool,1996,33,63,1
arsenal,1996,33,60,2
newcastle,1996,33,57,3
aston villa,1996,33,56,4
sheffield weds,1996,33,53,5
wimbledon,1996,33,49,6
chelsea,1996,33,49,7
tottenham,1996,33,42,8
leeds,1996,33,42,9
leicester,1996,33,40,10
derby,1996,33,39,11
blackburn,1996,33,37,12
everton,1996,33,37,13
middlesbrough,1996,33,36,14
west ham,1996,33,34,15
sunderland,1996,33,34,16
coventry,1996,33,33,17
southampton,1996,33,31,18
nott'm forest,1996,33,31,19
man united,1996,34,69,0
liverpool,1996,34,64,1
arsenal,1996,34,63,2
newcastle,1996,34,60,3
sheffield weds,1996,34,56,4
aston villa,1996,34,56,5
wimbledon,1996,34,49,6
chelsea,1996,34,49,7
derby,1996,34,42,8
tottenham,1996,34,42,9
leeds,1996,34,42,10
everton,1996,34,40,11
leicester,1996,34,40,12
blackburn,1996,34,38,13
middlesbrough,1996,34,36,14
coventry,1996,34,36,15
west ham,1996,34,35,16
southampton,1996,34,34,17
sunderland,1996,34,34,18
nott'm forest,1996,34,31,19
man united,1996,35,70,0
liverpool,1996,35,64,1
arsenal,1996,35,64,2
newcastle,1996,35,63,3
aston villa,1996,35,57,4
sheffield weds,1996,35,56,5
chelsea,1996,35,52,6
wimbledon,1996,35,49,7
tottenham,1996,35,43,8
leeds,1996,35,43,9
derby,1996,35,42,10
blackburn,1996,35,41,11
everton,1996,35,41,12
leicester,1996,35,40,13
middlesbrough,1996,35,39,14
west ham,1996,35,38,15
sunderland,1996,35,37,16
coventry,1996,35,37,17
southampton,1996,35,35,18
nott'm forest,1996,35,32,19
man united,1996,36,71,0
liverpool,1996,36,67,1
arsenal,1996,36,65,2
newcastle,1996,36,64,3
aston villa,1996,36,58,4
sheffield weds,1996,36,56,5
chelsea,1996,36,55,6
wimbledon,1996,36,50,7
tottenham,1996,36,46,8
leeds,1996,36,44,9
derby,1996,36,43,10
everton,1996,36,42,11
west ham,1996,36,41,12
leicester,1996,36,41,13
blackburn,1996,36,41,14
middlesbrough,1996,36,40,15
coventry,1996,36,38,16
southampton,1996,36,38,17
sunderland,1996,36,37,18
nott'm forest,1996,36,33,19
man united,1996,37,72,0
liverpool,1996,37,67,1
arsenal,1996,37,65,2
newcastle,1996,37,65,3
aston villa,1996,37,58,4
chelsea,1996,37,56,5
sheffield weds,1996,37,56,6
wimbledon,1996,37,53,7
derby,1996,37,46,8
tottenham,1996,37,46,9
leeds,1996,37,45,10
leicester,1996,37,44,11
everton,1996,37,42,12
west ham,1996,37,42,13
blackburn,1996,37,42,14
southampton,1996,37,41,15
middlesbrough,1996,37,41,16
sunderland,1996,37,40,17
coventry,1996,37,38,18
nott'm forest,1996,37,34,19
man united,1996,38,75,0
liverpool,1996,38,68,1
arsenal,1996,38,68,2
newcastle,1996,38,68,3
aston villa,1996,38,61,4
chelsea,1996,38,59,5
sheffield weds,1996,38,57,6
wimbledon,1996,38,56,7
leicester,1996,38,47,8
derby,1996,38,46,9
tottenham,1996,38,46,10
leeds,1996,38,46,11
middlesbrough,1996,38,42,12
everton,1996,38,42,13
west ham,1996,38,42,14
blackburn,1996,38,42,15
coventry,1996,38,41,16
southampton,1996,38,41,17
sunderland,1996,38,40,18
nott'm forest,1996,38,34,19
leicester,1997,0,0,0
barnsley,1997,0,0,1
blackburn,1997,0,0,2
derby,1997,0,0,3
coventry,1997,0,0,4
chelsea,1997,0,0,5
everton,1997,0,0,6
crystal palace,1997,0,0,7
leeds,1997,0,0,8
arsenal,1997,0,0,9
west ham,1997,0,0,10
aston villa,1997,0,0,11
newcastle,1997,0,0,12
sheffield weds,1997,0,0,13
southampton,1997,0,0,14
bolton,1997,0,0,15
wimbledon,1997,0,0,16
liverpool,1997,0,0,17
tottenham,1997,0,0,18
man united,1997,0,0,19
leicester,1997,1,3,0
man united,1997,1,3,1
blackburn,1997,1,3,2
bolton,1997,1,3,3
coventry,1997,1,3,4
newcastle,1997,1,3,5
west ham,1997,1,3,6
crystal palace,1997,1,3,7
leeds,1997,1,1,8
arsenal,1997,1,1,9
wimbledon,1997,1,1,10
liverpool,1997,1,1,11
chelsea,1997,1,0,12
sheffield weds,1997,1,0,13
barnsley,1997,1,0,14
derby,1997,1,0,15
everton,1997,1,0,16
aston villa,1997,1,0,17
tottenham,1997,1,0,18
southampton,1997,1,0,19
leicester,1997,2,6,0
man united,1997,2,6,1
blackburn,1997,2,6,2
newcastle,1997,2,6,3
west ham,1997,2,6,4
bolton,1997,2,4,5
leeds,1997,2,4,6
arsenal,1997,2,4,7
chelsea,1997,2,3,8
barnsley,1997,2,3,9
coventry,1997,2,3,10
everton,1997,2,3,11
crystal palace,1997,2,3,12
wimbledon,1997,2,2,13
liverpool,1997,2,1,14
aston villa,1997,2,0,15
sheffield weds,1997,2,0,16
southampton,1997,2,0,17
tottenham,1997,2,0,18
derby,1997,2,0,19
leicester,1997,3,7,0
man united,1997,3,7,1
blackburn,1997,3,7,2
arsenal,1997,3,7,3
newcastle,1997,3,6,4
crystal palace,1997,3,6,5
chelsea,1997,3,6,6
west ham,1997,3,6,7
leeds,1997,3,4,8
bolton,1997,3,4,9
coventry,1997,3,4,10
derby,1997,3,3,11
everton,1997,3,3,12
tottenham,1997,3,3,13
barnsley,1997,3,3,14
wimbledon,1997,3,2,15
liverpool,1997,3,2,16
sheffield weds,1997,3,1,17
aston villa,1997,3,0,18
southampton,1997,3,0,19
man united,1997,4,10,0
blackburn,1997,4,10,1
newcastle,1997,4,9,2
chelsea,1997,4,9,3
arsenal,1997,4,8,4
leicester,1997,4,8,5
west ham,1997,4,7,6
barnsley,1997,4,6,7
tottenham,1997,4,6,8
derby,1997,4,6,9
crystal palace,1997,4,6,10
coventry,1997,4,5,11
liverpool,1997,4,5,12
bolton,1997,4,5,13
leeds,1997,4,4,14
everton,1997,4,4,15
southampton,1997,4,3,16
wimbledon,1997,4,2,17
sheffield weds,1997,4,1,18
aston villa,1997,4,0,19
man united,1997,5,13,0
blackburn,1997,5,13,1
newcastle,1997,5,12,2
chelsea,1997,5,12,3
west ham,1997,5,10,4
arsenal,1997,5,9,5
leicester,1997,5,8,6
liverpool,1997,5,8,7
tottenham,1997,5,7,8
barnsley,1997,5,6,9
crystal palace,1997,5,6,10
derby,1997,5,6,11
bolton,1997,5,5,12
wimbledon,1997,5,5,13
coventry,1997,5,5,14
leeds,1997,5,4,15
everton,1997,5,4,16
sheffield weds,1997,5,4,17
aston villa,1997,5,3,18
southampton,1997,5,3,19
man united,1997,6,16,0
blackburn,1997,6,13,1
newcastle,1997,6,12,2
arsenal,1997,6,12,3
chelsea,1997,6,12,4
leicester,1997,6,11,5
west ham,1997,6,10,6
derby,1997,6,9,7
liverpool,1997,6,9,8
coventry,1997,6,8,9
everton,1997,6,7,10
leeds,1997,6,7,11
tottenham,1997,6,7,12
aston villa,1997,6,6,13
barnsley,1997,6,6,14
bolton,1997,6,6,15
crystal palace,1997,6,6,16
wimbledon,1997,6,5,17
sheffield weds,1997,6,4,18
southampton,1997,6,3,19
man united,1997,7,17,0
newcastle,1997,7,15,1
arsenal,1997,7,15,2
leicester,1997,7,14,3
blackburn,1997,7,14,4
chelsea,1997,7,13,5
derby,1997,7,12,6
liverpool,1997,7,12,7
west ham,1997,7,10,8
aston villa,1997,7,9,9
coventry,1997,7,9,10
crystal palace,1997,7,9,11
tottenham,1997,7,8,12
wimbledon,1997,7,8,13
leeds,1997,7,7,14
everton,1997,7,7,15
bolton,1997,7,7,16
barnsley,1997,7,6,17
sheffield weds,1997,7,5,18
southampton,1997,7,4,19
man united,1997,8,18,0
arsenal,1997,8,18,1
chelsea,1997,8,16,2
derby,1997,8,15,3
newcastle,1997,8,15,4
blackburn,1997,8,15,5
leicester,1997,8,15,6
liverpool,1997,8,12,7
crystal palace,1997,8,10,8
west ham,1997,8,10,9
coventry,1997,8,10,10
leeds,1997,8,10,11
tottenham,1997,8,9,12
aston villa,1997,8,9,13
wimbledon,1997,8,9,14
everton,1997,8,8,15
bolton,1997,8,8,16
barnsley,1997,8,6,17
sheffield weds,1997,8,5,18
southampton,1997,8,4,19
arsenal,1997,9,19,0
leicester,1997,9,18,1
man united,1997,9,18,2
derby,1997,9,16,3
chelsea,1997,9,16,4
newcastle,1997,9,16,5
blackburn,1997,9,16,6
liverpool,1997,9,15,7
leeds,1997,9,13,8
west ham,1997,9,13,9
crystal palace,1997,9,11,10
coventry,1997,9,11,11
tottenham,1997,9,10,12
aston villa,1997,9,10,13
wimbledon,1997,9,9,14
bolton,1997,9,8,15
everton,1997,9,8,16
sheffield weds,1997,9,6,17
barnsley,1997,9,6,18
southampton,1997,9,4,19
arsenal,1997,10,22,0
man united,1997,10,21,1
blackburn,1997,10,19,2
chelsea,1997,10,19,3
leicester,1997,10,18,4
newcastle,1997,10,17,5
derby,1997,10,17,6
liverpool,1997,10,15,7
leeds,1997,10,14,8
west ham,1997,10,13,9
aston villa,1997,10,13,10
coventry,1997,10,12,11
wimbledon,1997,10,12,12
crystal palace,1997,10,11,13
everton,1997,10,11,14
tottenham,1997,10,10,15
sheffield weds,1997,10,9,16
bolton,1997,10,8,17
southampton,1997,10,7,18
barnsley,1997,10,6,19
arsenal,1997,11,23,0
man united,1997,11,22,1
blackburn,1997,11,22,2
chelsea,1997,11,19,3
newcastle,1997,11,18,4
leicester,1997,11,18,5
liverpool,1997,11,18,6
derby,1997,11,17,7
leeds,1997,11,17,8
west ham,1997,11,16,9
tottenham,1997,11,13,10
wimbledon,1997,11,13,11
aston villa,1997,11,13,12
coventry,1997,11,12,13
crystal palace,1997,11,12,14
everton,1997,11,12,15
bolton,1997,11,11,16
barnsley,1997,11,9,17
sheffield weds,1997,11,9,18
southampton,1997,11,7,19
man united,1997,12,25,0
arsenal,1997,12,24,1
blackburn,1997,12,23,2
chelsea,1997,12,22,3
newcastle,1997,12,21,4
leicester,1997,12,21,5
derby,1997,12,20,6
liverpool,1997,12,19,7
leeds,1997,12,17,8
west ham,1997,12,16,9
wimbledon,1997,12,16,10
crystal palace,1997,12,15,11
aston villa,1997,12,14,12
tottenham,1997,12,13,13
coventry,1997,12,13,14
bolton,1997,12,12,15
everton,1997,12,12,16
southampton,1997,12,10,17
barnsley,1997,12,9,18
sheffield weds,1997,12,9,19
man united,1997,13,28,0
chelsea,1997,13,25,1
blackburn,1997,13,24,2
newcastle,1997,13,24,3
arsenal,1997,13,24,4
leicester,1997,13,22,5
liverpool,1997,13,22,6
leeds,1997,13,20,7
derby,1997,13,20,8
crystal palace,1997,13,16,9
coventry,1997,13,16,10
west ham,1997,13,16,11
wimbledon,1997,13,16,12
aston villa,1997,13,14,13
southampton,1997,13,13,14
tottenham,1997,13,13,15
bolton,1997,13,12,16
everton,1997,13,12,17
barnsley,1997,13,10,18
sheffield weds,1997,13,9,19
man united,1997,14,28,0
blackburn,1997,14,27,1
arsenal,1997,14,27,2
chelsea,1997,14,25,3
newcastle,1997,14,24,4
leeds,1997,14,23,5
derby,1997,14,23,6
leicester,1997,14,22,7
liverpool,1997,14,22,8
crystal palace,1997,14,19,9
wimbledon,1997,14,19,10
coventry,1997,14,17,11
southampton,1997,14,16,12
west ham,1997,14,16,13
aston villa,1997,14,15,14
bolton,1997,14,13,15
tottenham,1997,14,13,16
sheffield weds,1997,14,12,17
everton,1997,14,12,18
barnsley,1997,14,10,19
man united,1997,15,31,0
blackburn,1997,15,30,1
chelsea,1997,15,28,2
arsenal,1997,15,27,3
leeds,1997,15,26,4
liverpool,1997,15,25,5
newcastle,1997,15,24,6
derby,1997,15,23,7
leicester,1997,15,23,8
crystal palace,1997,15,19,9
west ham,1997,15,19,10
wimbledon,1997,15,19,11
aston villa,1997,15,18,12
coventry,1997,15,17,13
bolton,1997,15,16,14
southampton,1997,15,16,15
sheffield weds,1997,15,15,16
tottenham,1997,15,13,17
barnsley,1997,15,13,18
everton,1997,15,12,19
man united,1997,16,34,0
chelsea,1997,16,31,1
blackburn,1997,16,30,2
leeds,1997,16,29,3
arsenal,1997,16,27,4
derby,1997,16,26,5
leicester,1997,16,26,6
liverpool,1997,16,25,7
newcastle,1997,16,25,8
west ham,1997,16,22,9
crystal palace,1997,16,19,10
bolton,1997,16,19,11
wimbledon,1997,16,19,12
aston villa,1997,16,18,13
sheffield weds,1997,16,18,14
coventry,1997,16,17,15
southampton,1997,16,16,16
tottenham,1997,16,16,17
barnsley,1997,16,13,18
everton,1997,16,12,19
man united,1997,17,37,0
chelsea,1997,17,34,1
blackburn,1997,17,33,2
arsenal,1997,17,30,3
leeds,1997,17,30,4
liverpool,1997,17,28,5
derby,1997,17,27,6
leicester,1997,17,27,7
newcastle,1997,17,26,8
west ham,1997,17,22,9
wimbledon,1997,17,22,10
aston villa,1997,17,21,11
sheffield weds,1997,17,21,12
crystal palace,1997,17,20,13
bolton,1997,17,19,14
coventry,1997,17,17,15
southampton,1997,17,16,16
tottenham,1997,17,16,17
everton,1997,17,13,18
barnsley,1997,17,13,19
man united,1997,18,40,0
blackburn,1997,18,36,1
chelsea,1997,18,35,2
liverpool,1997,18,31,3
leeds,1997,18,31,4
arsenal,1997,18,30,5
derby,1997,18,28,6
leicester,1997,18,27,7
newcastle,1997,18,26,8
west ham,1997,18,25,9
wimbledon,1997,18,23,10
aston villa,1997,18,21,11
sheffield weds,1997,18,21,12
crystal palace,1997,18,20,13
coventry,1997,18,20,14
bolton,1997,18,20,15
southampton,1997,18,19,16
tottenham,1997,18,16,17
everton,1997,18,14,18
barnsley,1997,18,14,19
man united,1997,19,43,0
blackburn,1997,19,39,1
chelsea,1997,19,38,2
liverpool,1997,19,34,3
leeds,1997,19,34,4
arsenal,1997,19,33,5
derby,1997,19,29,6
leicester,1997,19,27,7
newcastle,1997,19,26,8
west ham,1997,19,25,9
wimbledon,1997,19,24,10
aston villa,1997,19,22,11
crystal palace,1997,19,21,12
sheffield weds,1997,19,21,13
coventry,1997,19,20,14
bolton,1997,19,20,15
southampton,1997,19,20,16
tottenham,1997,19,19,17
everton,1997,19,17,18
barnsley,1997,19,14,19
man united,1997,20,46,0
blackburn,1997,20,40,1
chelsea,1997,20,39,2
liverpool,1997,20,37,3
arsenal,1997,20,34,4
leeds,1997,20,34,5
derby,1997,20,32,6
west ham,1997,20,28,7
leicester,1997,20,27,8
newcastle,1997,20,26,9
aston villa,1997,20,25,10
wimbledon,1997,20,24,11
crystal palace,1997,20,22,12
sheffield weds,1997,20,22,13
bolton,1997,20,21,14
southampton,1997,20,21,15
coventry,1997,20,20,16
tottenham,1997,20,19,17
everton,1997,20,17,18
barnsley,1997,20,15,19
man united,1997,21,46,0
blackburn,1997,21,41,1
liverpool,1997,21,40,2
chelsea,1997,21,39,3
arsenal,1997,21,37,4
leeds,1997,21,35,5
derby,1997,21,32,6
west ham,1997,21,31,7
leicester,1997,21,28,8
newcastle,1997,21,26,9
aston villa,1997,21,26,10
wimbledon,1997,21,24,11
southampton,1997,21,24,12
coventry,1997,21,23,13
crystal palace,1997,21,23,14
sheffield weds,1997,21,23,15
bolton,1997,21,21,16
tottenham,1997,21,20,17
everton,1997,21,20,18
barnsley,1997,21,18,19
man united,1997,22,49,0
chelsea,1997,22,42,1
blackburn,1997,22,41,2
liverpool,1997,22,41,3
arsenal,1997,22,38,4
leeds,1997,22,35,5
derby,1997,22,35,6
west ham,1997,22,34,7
newcastle,1997,22,29,8
leicester,1997,22,29,9
aston villa,1997,22,27,10
sheffield weds,1997,22,26,11
wimbledon,1997,22,25,12
southampton,1997,22,25,13
everton,1997,22,23,14
crystal palace,1997,22,23,15
coventry,1997,22,23,16
bolton,1997,22,22,17
tottenham,1997,22,20,18
barnsley,1997,22,18,19
man united,1997,23,49,0
blackburn,1997,23,44,1
liverpool,1997,23,44,2
chelsea,1997,23,42,3
arsenal,1997,23,41,4
derby,1997,23,36,5
leeds,1997,23,35,6
west ham,1997,23,34,7
leicester,1997,23,30,8
newcastle,1997,23,29,9
sheffield weds,1997,23,29,10
southampton,1997,23,28,11
aston villa,1997,23,27,12
everton,1997,23,26,13
wimbledon,1997,23,26,14
coventry,1997,23,24,15
crystal palace,1997,23,23,16
tottenham,1997,23,23,17
bolton,1997,23,22,18
barnsley,1997,23,21,19
man united,1997,24,49,0
blackburn,1997,24,45,1
liverpool,1997,24,45,2
chelsea,1997,24,45,3
arsenal,1997,24,44,4
derby,1997,24,39,5
leeds,1997,24,38,6
west ham,1997,24,35,7
leicester,1997,24,33,8
newcastle,1997,24,32,9
sheffield weds,1997,24,30,10
wimbledon,1997,24,29,11
southampton,1997,24,28,12
aston villa,1997,24,27,13
everton,1997,24,27,14
coventry,1997,24,27,15
crystal palace,1997,24,23,16
tottenham,1997,24,23,17
bolton,1997,24,22,18
barnsley,1997,24,21,19
man united,1997,25,50,0
arsenal,1997,25,47,1
blackburn,1997,25,45,2
liverpool,1997,25,45,3
chelsea,1997,25,45,4
derby,1997,25,39,5
leeds,1997,25,38,6
west ham,1997,25,38,7
leicester,1997,25,36,8
wimbledon,1997,25,32,9
newcastle,1997,25,32,10
southampton,1997,25,31,11
aston villa,1997,25,30,12
coventry,1997,25,30,13
sheffield weds,1997,25,30,14
everton,1997,25,28,15
tottenham,1997,25,26,16
bolton,1997,25,23,17
crystal palace,1997,25,23,18
barnsley,1997,25,22,19
man united,1997,26,53,0
arsenal,1997,26,48,1
liverpool,1997,26,46,2
blackburn,1997,26,45,3
chelsea,1997,26,45,4
derby,1997,26,42,5
leeds,1997,26,39,6
west ham,1997,26,39,7
leicester,1997,26,37,8
newcastle,1997,26,33,9
coventry,1997,26,33,10
wimbledon,1997,26,32,11
sheffield weds,1997,26,31,12
southampton,1997,26,31,13
aston villa,1997,26,30,14
everton,1997,26,28,15
tottenham,1997,26,27,16
bolton,1997,26,24,17
crystal palace,1997,26,23,18
barnsley,1997,26,22,19
man united,1997,27,56,0
arsenal,1997,27,51,1
blackburn,1997,27,48,2
liverpool,1997,27,47,3
chelsea,1997,27,45,4
derby,1997,27,42,5
leicester,1997,27,40,6
west ham,1997,27,40,7
leeds,1997,27,39,8
coventry,1997,27,36,9
sheffield weds,1997,27,34,10
newcastle,1997,27,34,11
southampton,1997,27,34,12
wimbledon,1997,27,32,13
aston villa,1997,27,30,14
everton,1997,27,29,15
tottenham,1997,27,27,16
barnsley,1997,27,25,17
bolton,1997,27,24,18
crystal palace,1997,27,23,19
man united,1997,28,59,0
arsenal,1997,28,54,1
blackburn,1997,28,48,2
liverpool,1997,28,47,3
chelsea,1997,28,45,4
derby,1997,28,45,5
leeds,1997,28,42,6
west ham,1997,28,41,7
leicester,1997,28,40,8
coventry,1997,28,39,9
