team,year,day,position,last
siena,2003,2,12,13
brescia,2003,2,13,10
bologna,2003,2,14,11
empoli,2003,2,15,16
modena,2003,2,16,15
ancona,2003,2,17,17
milan,2003,3,0,0
parma,2003,3,1,4
roma,2003,3,2,1
inter,2003,3,3,3
juventus,2003,3,4,2
lazio,2003,3,5,5
bologna,2003,3,6,11
chievo,2003,3,7,8
siena,2003,3,8,13
udinese,2003,3,9,6
reggina,2003,3,10,12
lecce,2003,3,11,9
perugia,2003,3,12,14
sampdoria,2003,3,13,7
brescia,2003,3,14,10
modena,2003,3,15,15
ancona,2003,3,16,17
empoli,2003,3,17,16
milan,2003,4,0,0
roma,2003,4,1,1
juventus,2003,4,2,2
parma,2003,4,3,4
inter,2003,4,4,3
chievo,2003,4,5,8
lazio,2003,4,6,5
siena,2003,4,7,13
sampdoria,2003,4,8,7
bologna,2003,4,9,11
udinese,2003,4,10,6
modena,2003,4,11,15
reggina,2003,4,12,12
lecce,2003,4,13,9
perugia,2003,4,14,14
brescia,2003,4,15,10
empoli,2003,4,16,16
ancona,2003,4,17,17
juventus,2003,5,0,2
milan,2003,5,1,0
parma,2003,5,2,4
roma,2003,5,3,1
lazio,2003,5,4,5
inter,2003,5,5,3
chievo,2003,5,6,8
udinese,2003,5,7,6
modena,2003,5,8,15
siena,2003,5,9,13
sampdoria,2003,5,10,7
brescia,2003,5,11,10
bologna,2003,5,12,11
reggina,2003,5,13,12
perugia,2003,5,14,14
lecce,2003,5,15,9
empoli,2003,5,16,16
ancona,2003,5,17,17
milan,2003,6,0,0
juventus,2003,6,1,2
roma,2003,6,2,1
parma,2003,6,3,4
udinese,2003,6,4,6
modena,2003,6,5,15
lazio,2003,6,6,5
inter,2003,6,7,3
chievo,2003,6,8,8
reggina,2003,6,9,12
sampdoria,2003,6,10,7
siena,2003,6,11,13
brescia,2003,6,12,10
bologna,2003,6,13,11
perugia,2003,6,14,14
lecce,2003,6,15,9
empoli,2003,6,16,16
ancona,2003,6,17,17
milan,2003,7,0,0
juventus,2003,7,1,2
roma,2003,7,2,1
parma,2003,7,3,4
lazio,2003,7,4,5
udinese,2003,7,5,6
chievo,2003,7,6,8
inter,2003,7,7,3
modena,2003,7,8,15
siena,2003,7,9,13
reggina,2003,7,10,12
sampdoria,2003,7,11,7
brescia,2003,7,12,10
perugia,2003,7,13,14
bologna,2003,7,14,11
lecce,2003,7,15,9
ancona,2003,7,16,17
empoli,2003,7,17,16
milan,2003,8,0,0
juventus,2003,8,1,2
roma,2003,8,2,1
parma,2003,8,3,4
lazio,2003,8,4,5
inter,2003,8,5,3
modena,2003,8,6,15
chievo,2003,8,7,8
udinese,2003,8,8,6
siena,2003,8,9,13
sampdoria,2003,8,10,7
reggina,2003,8,11,12
brescia,2003,8,12,10
lecce,2003,8,13,9
perugia,2003,8,14,14
bologna,2003,8,15,11
ancona,2003,8,16,17
empoli,2003,8,17,16
juventus,2003,9,0,2
milan,2003,9,1,0
roma,2003,9,2,1
parma,2003,9,3,4
inter,2003,9,4,3
lazio,2003,9,5,5
modena,2003,9,6,15
chievo,2003,9,7,8
sampdoria,2003,9,8,7
udinese,2003,9,9,6
siena,2003,9,10,13
reggina,2003,9,11,12
brescia,2003,9,12,10
lecce,2003,9,13,9
perugia,2003,9,14,14
bologna,2003,9,15,11
ancona,2003,9,16,17
empoli,2003,9,17,16
juventus,2003,10,0,2
milan,2003,10,1,0
roma,2003,10,2,1
inter,2003,10,3,3
lazio,2003,10,4,5
parma,2003,10,5,4
chievo,2003,10,6,8
modena,2003,10,7,15
sampdoria,2003,10,8,7
udinese,2003,10,9,6
siena,2003,10,10,13
reggina,2003,10,11,12
brescia,2003,10,12,10
lecce,2003,10,13,9
perugia,2003,10,14,14
bologna,2003,10,15,11
empoli,2003,10,16,16
ancona,2003,10,17,17
milan,2003,11,0,0
roma,2003,11,1,1
juventus,2003,11,2,2
inter,2003,11,3,3
parma,2003,11,4,4
lazio,2003,11,5,5
sampdoria,2003,11,6,7
udinese,2003,11,7,6
chievo,2003,11,8,8
modena,2003,11,9,15
siena,2003,11,10,13
reggina,2003,11,11,12
brescia,2003,11,12,10
lecce,2003,11,13,9
perugia,2003,11,14,14
bologna,2003,11,15,11
empoli,2003,11,16,16
ancona,2003,11,17,17
milan,2003,12,0,0
roma,2003,12,1,1
juventus,2003,12,2,2
inter,2003,12,3,3
parma,2003,12,4,4
lazio,2003,12,5,5
sampdoria,2003,12,6,7
udinese,2003,12,7,6
modena,2003,12,8,15
chievo,2003,12,9,8
siena,2003,12,10,13
reggina,2003,12,11,12
bologna,2003,12,12,11
brescia,2003,12,13,10
lecce,2003,12,14,9
perugia,2003,12,15,14
empoli,2003,12,16,16
ancona,2003,12,17,17
roma,2003,13,0,1
milan,2003,13,1,0
juventus,2003,13,2,2
inter,2003,13,3,3
lazio,2003,13,4,5
parma,2003,13,5,4
udinese,2003,13,6,6
sampdoria,2003,13,7,7
chievo,2003,13,8,8
siena,2003,13,9,13
modena,2003,13,10,15
brescia,2003,13,11,10
reggina,2003,13,12,12
bologna,2003,13,13,11
perugia,2003,13,14,14
lecce,2003,13,15,9
empoli,2003,13,16,16
ancona,2003,13,17,17
roma,2003,14,0,1
milan,2003,14,1,0
juventus,2003,14,2,2
lazio,2003,14,3,5
inter,2003,14,4,3
udinese,2003,14,5,6
parma,2003,14,6,4
sampdoria,2003,14,7,7
chievo,2003,14,8,8
modena,2003,14,9,15
siena,2003,14,10,13
reggina,2003,14,11,12
brescia,2003,14,12,10
bologna,2003,14,13,11
perugia,2003,14,14,14
lecce,2003,14,15,9
empoli,2003,14,16,16
ancona,2003,14,17,17
milan,2003,15,0,0
roma,2003,15,1,1
juventus,2003,15,2,2
inter,2003,15,3,3
lazio,2003,15,4,5
parma,2003,15,5,4
sampdoria,2003,15,6,7
udinese,2003,15,7,6
chievo,2003,15,8,8
siena,2003,15,9,13
reggina,2003,15,10,12
modena,2003,15,11,15
brescia,2003,15,12,10
bologna,2003,15,13,11
lecce,2003,15,14,9
perugia,2003,15,15,14
empoli,2003,15,16,16
ancona,2003,15,17,17
milan,2003,16,0,0
roma,2003,16,1,1
juventus,2003,16,2,2
inter,2003,16,3,3
parma,2003,16,4,4
lazio,2003,16,5,5
udinese,2003,16,6,6
sampdoria,2003,16,7,7
chievo,2003,16,8,8
brescia,2003,16,9,10
siena,2003,16,10,13
reggina,2003,16,11,12
bologna,2003,16,12,11
modena,2003,16,13,15
perugia,2003,16,14,14
lecce,2003,16,15,9
empoli,2003,16,16,16
ancona,2003,16,17,17
milan,2003,17,0,0
roma,2003,17,1,1
juventus,2003,17,2,2
parma,2003,17,3,4
inter,2003,17,4,3
lazio,2003,17,5,5
udinese,2003,17,6,6
sampdoria,2003,17,7,7
chievo,2003,17,8,8
siena,2003,17,9,13
bologna,2003,17,10,11
brescia,2003,17,11,10
reggina,2003,17,12,12
modena,2003,17,13,15
lecce,2003,17,14,9
empoli,2003,17,15,16
perugia,2003,17,16,14
ancona,2003,17,17,17
milan,2003,18,0,0
roma,2003,18,1,1
juventus,2003,18,2,2
parma,2003,18,3,4
lazio,2003,18,4,5
inter,2003,18,5,3
sampdoria,2003,18,6,7
udinese,2003,18,7,6
chievo,2003,18,8,8
siena,2003,18,9,13
bologna,2003,18,10,11
brescia,2003,18,11,10
modena,2003,18,12,15
reggina,2003,18,13,12
empoli,2003,18,14,16
lecce,2003,18,15,9
perugia,2003,18,16,14
ancona,2003,18,17,17
milan,2003,19,0,0
roma,2003,19,1,1
juventus,2003,19,2,2
inter,2003,19,3,3
parma,2003,19,4,4
lazio,2003,19,5,5
udinese,2003,19,6,6
sampdoria,2003,19,7,7
chievo,2003,19,8,8
brescia,2003,19,9,10
bologna,2003,19,10,11
siena,2003,19,11,13
reggina,2003,19,12,12
modena,2003,19,13,15
lecce,2003,19,14,9
empoli,2003,19,15,16
perugia,2003,19,16,14
ancona,2003,19,17,17
milan,2003,20,0,0
roma,2003,20,1,1
juventus,2003,20,2,2
lazio,2003,20,3,5
inter,2003,20,4,3
parma,2003,20,5,4
udinese,2003,20,6,6
sampdoria,2003,20,7,7
chievo,2003,20,8,8
bologna,2003,20,9,11
brescia,2003,20,10,10
modena,2003,20,11,15
reggina,2003,20,12,12
siena,2003,20,13,13
lecce,2003,20,14,9
empoli,2003,20,15,16
perugia,2003,20,16,14
ancona,2003,20,17,17
milan,2003,21,0,0
roma,2003,21,1,1
juventus,2003,21,2,2
lazio,2003,21,3,5
parma,2003,21,4,4
inter,2003,21,5,3
udinese,2003,21,6,6
sampdoria,2003,21,7,7
chievo,2003,21,8,8
bologna,2003,21,9,11
brescia,2003,21,10,10
modena,2003,21,11,15
reggina,2003,21,12,12
siena,2003,21,13,13
lecce,2003,21,14,9
empoli,2003,21,15,16
perugia,2003,21,16,14
ancona,2003,21,17,17
milan,2003,22,0,0
roma,2003,22,1,1
juventus,2003,22,2,2
lazio,2003,22,3,5
parma,2003,22,4,4
udinese,2003,22,5,6
inter,2003,22,6,3
sampdoria,2003,22,7,7
chievo,2003,22,8,8
bologna,2003,22,9,11
brescia,2003,22,10,10
modena,2003,22,11,15
lecce,2003,22,12,9
reggina,2003,22,13,12
siena,2003,22,14,13
empoli,2003,22,15,16
perugia,2003,22,16,14
ancona,2003,22,17,17
milan,2003,23,0,0
roma,2003,23,1,1
juventus,2003,23,2,2
lazio,2003,23,3,5
parma,2003,23,4,4
udinese,2003,23,5,6
inter,2003,23,6,3
sampdoria,2003,23,7,7
chievo,2003,23,8,8
brescia,2003,23,9,10
bologna,2003,23,10,11
lecce,2003,23,11,9
modena,2003,23,12,15
reggina,2003,23,13,12
siena,2003,23,14,13
empoli,2003,23,15,16
perugia,2003,23,16,14
ancona,2003,23,17,17
milan,2003,24,0,0
roma,2003,24,1,1
juventus,2003,24,2,2
lazio,2003,24,3,5
parma,2003,24,4,4
udinese,2003,24,5,6
inter,2003,24,6,3
sampdoria,2003,24,7,7
chievo,2003,24,8,8
brescia,2003,24,9,10
lecce,2003,24,10,9
bologna,2003,24,11,11
modena,2003,24,12,15
reggina,2003,24,13,12
siena,2003,24,14,13
empoli,2003,24,15,16
perugia,2003,24,16,14
ancona,2003,24,17,17
milan,2003,25,0,0
roma,2003,25,1,1
juventus,2003,25,2,2
lazio,2003,25,3,5
parma,2003,25,4,4
udinese,2003,25,5,6
inter,2003,25,6,3
sampdoria,2003,25,7,7
chievo,2003,25,8,8
bologna,2003,25,9,11
brescia,2003,25,10,10
lecce,2003,25,11,9
siena,2003,25,12,13
modena,2003,25,13,15
reggina,2003,25,14,12
empoli,2003,25,15,16
perugia,2003,25,16,14
ancona,2003,25,17,17
milan,2003,26,0,0
roma,2003,26,1,1
juventus,2003,26,2,2
lazio,2003,26,3,5
parma,2003,26,4,4
inter,2003,26,5,3
udinese,2003,26,6,6
sampdoria,2003,26,7,7
chievo,2003,26,8,8
bologna,2003,26,9,11
brescia,2003,26,10,10
lecce,2003,26,11,9
reggina,2003,26,12,12
siena,2003,26,13,13
modena,2003,26,14,15
empoli,2003,26,15,16
perugia,2003,26,16,14
ancona,2003,26,17,17
milan,2003,27,0,0
roma,2003,27,1,1
juventus,2003,27,2,2
lazio,2003,27,3,5
parma,2003,27,4,4
inter,2003,27,5,3
udinese,2003,27,6,6
sampdoria,2003,27,7,7
bologna,2003,27,8,11
chievo,2003,27,9,8
brescia,2003,27,10,10
siena,2003,27,11,13
lecce,2003,27,12,9
reggina,2003,27,13,12
modena,2003,27,14,15
empoli,2003,27,15,16
perugia,2003,27,16,14
ancona,2003,27,17,17
milan,2003,28,0,0
roma,2003,28,1,1
juventus,2003,28,2,2
lazio,2003,28,3,5
parma,2003,28,4,4
inter,2003,28,5,3
udinese,2003,28,6,6
sampdoria,2003,28,7,7
bologna,2003,28,8,11
chievo,2003,28,9,8
brescia,2003,28,10,10
siena,2003,28,11,13
lecce,2003,28,12,9
reggina,2003,28,13,12
modena,2003,28,14,15
empoli,2003,28,15,16
perugia,2003,28,16,14
ancona,2003,28,17,17
milan,2003,29,0,0
roma,2003,29,1,1
juventus,2003,29,2,2
lazio,2003,29,3,5
parma,2003,29,4,4
inter,2003,29,5,3
udinese,2003,29,6,6
sampdoria,2003,29,7,7
bologna,2003,29,8,11
chievo,2003,29,9,8
brescia,2003,29,10,10
siena,2003,29,11,13
lecce,2003,29,12,9
reggina,2003,29,13,12
modena,2003,29,14,15
empoli,2003,29,15,16
perugia,2003,29,16,14
ancona,2003,29,17,17
milan,2003,30,0,0
roma,2003,30,1,1
juventus,2003,30,2,2
inter,2003,30,3,3
lazio,2003,30,4,5
parma,2003,30,5,4
sampdoria,2003,30,6,7
udinese,2003,30,7,6
bologna,2003,30,8,11
chievo,2003,30,9,8
brescia,2003,30,10,10
siena,2003,30,11,13
lecce,2003,30,12,9
reggina,2003,30,13,12
modena,2003,30,14,15
empoli,2003,30,15,16
perugia,2003,30,16,14
ancona,2003,30,17,17
milan,2003,31,0,0
roma,2003,31,1,1
juventus,2003,31,2,2
inter,2003,31,3,3
lazio,2003,31,4,5
parma,2003,31,5,4
udinese,2003,31,6,6
sampdoria,2003,31,7,7
bologna,2003,31,8,11
chievo,2003,31,9,8
brescia,2003,31,10,10
lecce,2003,31,11,9
siena,2003,31,12,13
reggina,2003,31,13,12
modena,2003,31,14,15
empoli,2003,31,15,16
perugia,2003,31,16,14
ancona,2003,31,17,17
milan,2003,32,0,0
roma,2003,32,1,1
juventus,2003,32,2,2
parma,2003,32,3,4
lazio,2003,32,4,5
inter,2003,32,5,3
udinese,2003,32,6,6
sampdoria,2003,32,7,7
chievo,2003,32,8,8
bologna,2003,32,9,11
brescia,2003,32,10,10
lecce,2003,32,11,9
reggina,2003,32,12,12
siena,2003,32,13,13
modena,2003,32,14,15
empoli,2003,32,15,16
perugia,2003,32,16,14
ancona,2003,32,17,17
milan,2003,33,0,0
roma,2003,33,1,1
juventus,2003,33,2,2
inter,2003,33,3,3
parma,2003,33,4,4
lazio,2003,33,5,5
udinese,2003,33,6,6
sampdoria,2003,33,7,7
chievo,2003,33,8,8
brescia,2003,33,9,10
bologna,2003,33,10,11
lecce,2003,33,11,9
reggina,2003,33,12,12
siena,2003,33,13,13
modena,2003,33,14,15
empoli,2003,33,15,16
perugia,2003,33,16,14
ancona,2003,33,17,17
milan,2003,34,0,0
roma,2003,34,1,1
juventus,2003,34,2,2
inter,2003,34,3,3
parma,2003,34,4,4
lazio,2003,34,5,5
udinese,2003,34,6,6
sampdoria,2003,34,7,7
chievo,2003,34,8,8
lecce,2003,34,9,9
brescia,2003,34,10,10
bologna,2003,34,11,11
reggina,2003,34,12,12
siena,2003,34,13,13
perugia,2003,34,14,14
modena,2003,34,15,15
empoli,2003,34,16,16
ancona,2003,34,17,17
palermo,2004,0,0,5
chievo,2004,0,1,14
milan,2004,0,2,1
livorno,2004,0,3,8
atalanta,2004,0,4,19
lecce,2004,0,5,10
brescia,2004,0,6,18
juventus,2004,0,7,0
cagliari,2004,0,8,9
bologna,2004,0,9,16
inter,2004,0,10,2
siena,2004,0,11,13
parma,2004,0,12,17
messina,2004,0,13,6
reggina,2004,0,14,11
udinese,2004,0,15,3
roma,2004,0,16,7
fiorentina,2004,0,17,15
sampdoria,2004,0,18,4
lazio,2004,0,19,12
palermo,2004,1,0,5
lazio,2004,1,1,12
roma,2004,1,2,7
cagliari,2004,1,3,9
juventus,2004,1,4,0
parma,2004,1,5,17
lecce,2004,1,6,10
atalanta,2004,1,7,19
livorno,2004,1,8,8
milan,2004,1,9,1
inter,2004,1,10,2
udinese,2004,1,11,3
reggina,2004,1,12,11
messina,2004,1,13,6
chievo,2004,1,14,14
brescia,2004,1,15,18
siena,2004,1,16,13
bologna,2004,1,17,16
fiorentina,2004,1,18,15
sampdoria,2004,1,19,4
juventus,2004,2,0,0
palermo,2004,2,1,5
milan,2004,2,2,1
udinese,2004,2,3,3
messina,2004,2,4,6
lecce,2004,2,5,10
chievo,2004,2,6,14
lazio,2004,2,7,12
fiorentina,2004,2,8,15
siena,2004,2,9,13
cagliari,2004,2,10,9
roma,2004,2,11,7
inter,2004,2,12,2
reggina,2004,2,13,11
parma,2004,2,14,17
livorno,2004,2,15,8
atalanta,2004,2,16,19
bologna,2004,2,17,16
sampdoria,2004,2,18,4
brescia,2004,2,19,18
juventus,2004,3,0,0
lazio,2004,3,1,12
messina,2004,3,2,6
cagliari,2004,3,3,9
chievo,2004,3,4,14
lecce,2004,3,5,10
inter,2004,3,6,2
udinese,2004,3,7,3
reggina,2004,3,8,11
palermo,2004,3,9,5
roma,2004,3,10,7
fiorentina,2004,3,11,15
milan,2004,3,12,1
siena,2004,3,13,13
bologna,2004,3,14,16
atalanta,2004,3,15,19
parma,2004,3,16,17
livorno,2004,3,17,8
brescia,2004,3,18,18
sampdoria,2004,3,19,4
juventus,2004,4,0,0
messina,2004,4,1,6
lecce,2004,4,2,10
milan,2004,4,3,1
lazio,2004,4,4,12
reggina,2004,4,5,11
inter,2004,4,6,2
chievo,2004,4,7,14
cagliari,2004,4,8,9
bologna,2004,4,9,16
palermo,2004,4,10,5
udinese,2004,4,11,3
siena,2004,4,12,13
roma,2004,4,13,7
fiorentina,2004,4,14,15
brescia,2004,4,15,18
sampdoria,2004,4,16,4
parma,2004,4,17,17
atalanta,2004,4,18,19
livorno,2004,4,19,8
juventus,2004,5,0,0
messina,2004,5,1,6
milan,2004,5,2,1
palermo,2004,5,3,5
cagliari,2004,5,4,9
chievo,2004,5,5,14
lazio,2004,5,6,12
lecce,2004,5,7,10
inter,2004,5,8,2
bologna,2004,5,9,16
reggina,2004,5,10,11
sampdoria,2004,5,11,4
udinese,2004,5,12,3
roma,2004,5,13,7
fiorentina,2004,5,14,15
siena,2004,5,15,13
atalanta,2004,5,16,19
brescia,2004,5,17,18
parma,2004,5,18,17
livorno,2004,5,19,8
juventus,2004,6,0,0
milan,2004,6,1,1
chievo,2004,6,2,14
messina,2004,6,3,6
lecce,2004,6,4,10
inter,2004,6,5,2
palermo,2004,6,6,5
sampdoria,2004,6,7,4
cagliari,2004,6,8,9
bologna,2004,6,9,16
lazio,2004,6,10,12
roma,2004,6,11,7
brescia,2004,6,12,18
fiorentina,2004,6,13,15
reggina,2004,6,14,11
udinese,2004,6,15,3
siena,2004,6,16,13
parma,2004,6,17,17
atalanta,2004,6,18,19
livorno,2004,6,19,8
juventus,2004,7,0,0
milan,2004,7,1,1
lecce,2004,7,2,10
chievo,2004,7,3,14
messina,2004,7,4,6
inter,2004,7,5,2
cagliari,2004,7,6,9
palermo,2004,7,7,5
brescia,2004,7,8,18
sampdoria,2004,7,9,4
bologna,2004,7,10,16
roma,2004,7,11,7
lazio,2004,7,12,12
fiorentina,2004,7,13,15
reggina,2004,7,14,11
udinese,2004,7,15,3
parma,2004,7,16,17
livorno,2004,7,17,8
siena,2004,7,18,13
atalanta,2004,7,19,19
juventus,2004,8,0,0
milan,2004,8,1,1
lecce,2004,8,2,10
chievo,2004,8,3,14
cagliari,2004,8,4,9
sampdoria,2004,8,5,4
inter,2004,8,6,2
lazio,2004,8,7,12
messina,2004,8,8,6
palermo,2004,8,9,5
fiorentina,2004,8,10,15
roma,2004,8,11,7
bologna,2004,8,12,16
brescia,2004,8,13,18
udinese,2004,8,14,3
siena,2004,8,15,13
livorno,2004,8,16,8
reggina,2004,8,17,11
parma,2004,8,18,17
atalanta,2004,8,19,19
juventus,2004,9,0,0
milan,2004,9,1,1
lecce,2004,9,2,10
messina,2004,9,3,6
chievo,2004,9,4,14
fiorentina,2004,9,5,15
cagliari,2004,9,6,9
inter,2004,9,7,2
lazio,2004,9,8,12
udinese,2004,9,9,3
roma,2004,9,10,7
sampdoria,2004,9,11,4
livorno,2004,9,12,8
palermo,2004,9,13,5
bologna,2004,9,14,16
siena,2004,9,15,13
brescia,2004,9,16,18
parma,2004,9,17,17
reggina,2004,9,18,11
atalanta,2004,9,19,19
juventus,2004,10,0,0
milan,2004,10,1,1
udinese,2004,10,2,3
lecce,2004,10,3,10
messina,2004,10,4,6
fiorentina,2004,10,5,15
cagliari,2004,10,6,9
inter,2004,10,7,2
chievo,2004,10,8,14
lazio,2004,10,9,12
roma,2004,10,10,7
sampdoria,2004,10,11,4
livorno,2004,10,12,8
brescia,2004,10,13,18
palermo,2004,10,14,5
bologna,2004,10,15,16
siena,2004,10,16,13
reggina,2004,10,17,11
parma,2004,10,18,17
atalanta,2004,10,19,19
juventus,2004,11,0,0
milan,2004,11,1,1
udinese,2004,11,2,3
chievo,2004,11,3,14
lecce,2004,11,4,10
messina,2004,11,5,6
cagliari,2004,11,6,9
inter,2004,11,7,2
livorno,2004,11,8,8
sampdoria,2004,11,9,4
fiorentina,2004,11,10,15
roma,2004,11,11,7
lazio,2004,11,12,12
brescia,2004,11,13,18
palermo,2004,11,14,5
bologna,2004,11,15,16
parma,2004,11,16,17
siena,2004,11,17,13
reggina,2004,11,18,11
atalanta,2004,11,19,19
juventus,2004,12,0,0
milan,2004,12,1,1
udinese,2004,12,2,3
chievo,2004,12,3,14
messina,2004,12,4,6
livorno,2004,12,5,8
lazio,2004,12,6,12
lecce,2004,12,7,10
cagliari,2004,12,8,9
inter,2004,12,9,2
fiorentina,2004,12,10,15
palermo,2004,12,11,5
brescia,2004,12,12,18
sampdoria,2004,12,13,4
reggina,2004,12,14,11
roma,2004,12,15,7
bologna,2004,12,16,16
parma,2004,12,17,17
siena,2004,12,18,13
atalanta,2004,12,19,19
juventus,2004,13,0,0
milan,2004,13,1,1
udinese,2004,13,2,3
cagliari,2004,13,3,9
palermo,2004,13,4,5
messina,2004,13,5,6
sampdoria,2004,13,6,4
chievo,2004,13,7,14
inter,2004,13,8,2
lecce,2004,13,9,10
reggina,2004,13,10,11
livorno,2004,13,11,8
fiorentina,2004,13,12,15
lazio,2004,13,13,12
roma,2004,13,14,7
brescia,2004,13,15,18
bologna,2004,13,16,16
parma,2004,13,17,17
siena,2004,13,18,13
atalanta,2004,13,19,19
juventus,2004,14,0,0
milan,2004,14,1,1
udinese,2004,14,2,3
cagliari,2004,14,3,9
palermo,2004,14,4,5
lecce,2004,14,5,10
inter,2004,14,6,2
fiorentina,2004,14,7,15
sampdoria,2004,14,8,4
messina,2004,14,9,6
brescia,2004,14,10,18
roma,2004,14,11,7
chievo,2004,14,12,14
reggina,2004,14,13,11
livorno,2004,14,14,8
lazio,2004,14,15,12
bologna,2004,14,16,16
parma,2004,14,17,17
siena,2004,14,18,13
atalanta,2004,14,19,19
juventus,2004,15,0,0
milan,2004,15,1,1
udinese,2004,15,2,3
cagliari,2004,15,3,9
palermo,2004,15,4,5
sampdoria,2004,15,5,4
lecce,2004,15,6,10
inter,2004,15,7,2
roma,2004,15,8,7
chievo,2004,15,9,14
fiorentina,2004,15,10,15
reggina,2004,15,11,11
livorno,2004,15,12,8
messina,2004,15,13,6
lazio,2004,15,14,12
brescia,2004,15,15,18
bologna,2004,15,16,16
siena,2004,15,17,13
parma,2004,15,18,17
atalanta,2004,15,19,19
juventus,2004,16,0,0
milan,2004,16,1,1
udinese,2004,16,2,3
palermo,2004,16,3,5
sampdoria,2004,16,4,4
inter,2004,16,5,2
roma,2004,16,6,7
fiorentina,2004,16,7,15
cagliari,2004,16,8,9
lecce,2004,16,9,10
chievo,2004,16,10,14
livorno,2004,16,11,8
reggina,2004,16,12,11
messina,2004,16,13,6
lazio,2004,16,14,12
brescia,2004,16,15,18
bologna,2004,16,16,16
siena,2004,16,17,13
parma,2004,16,18,17
atalanta,2004,16,19,19
juventus,2004,17,0,0
milan,2004,17,1,1
udinese,2004,17,2,3
sampdoria,2004,17,3,4
inter,2004,17,4,2
cagliari,2004,17,5,9
palermo,2004,17,6,5
roma,2004,17,7,7
fiorentina,2004,17,8,15
reggina,2004,17,9,11
lecce,2004,17,10,10
messina,2004,17,11,6
chievo,2004,17,12,14
livorno,2004,17,13,8
lazio,2004,17,14,12
brescia,2004,17,15,18
bologna,2004,17,16,16
siena,2004,17,17,13
parma,2004,17,18,17
atalanta,2004,17,19,19
juventus,2004,18,0,0
milan,2004,18,1,1
udinese,2004,18,2,3
inter,2004,18,3,2
sampdoria,2004,18,4,4
roma,2004,18,5,7
palermo,2004,18,6,5
cagliari,2004,18,7,9
reggina,2004,18,8,11
lazio,2004,18,9,12
fiorentina,2004,18,10,15
lecce,2004,18,11,10
messina,2004,18,12,6
livorno,2004,18,13,8
bologna,2004,18,14,16
chievo,2004,18,15,14
brescia,2004,18,16,18
parma,2004,18,17,17
siena,2004,18,18,13
atalanta,2004,18,19,19
juventus,2004,19,0,0
milan,2004,19,1,1
udinese,2004,19,2,3
inter,2004,19,3,2
palermo,2004,19,4,5
sampdoria,2004,19,5,4
roma,2004,19,6,7
cagliari,2004,19,7,9
messina,2004,19,8,6
reggina,2004,19,9,11
livorno,2004,19,10,8
lazio,2004,19,11,12
fiorentina,2004,19,12,15
lecce,2004,19,13,10
bologna,2004,19,14,16
chievo,2004,19,15,14
brescia,2004,19,16,18
parma,2004,19,17,17
siena,2004,19,18,13
atalanta,2004,19,19,19
juventus,2004,20,0,0
milan,2004,20,1,1
udinese,2004,20,2,3
inter,2004,20,3,2
sampdoria,2004,20,4,4
roma,2004,20,5,7
palermo,2004,20,6,5
messina,2004,20,7,6
reggina,2004,20,8,11
cagliari,2004,20,9,9
livorno,2004,20,10,8
lecce,2004,20,11,10
bologna,2004,20,12,16
lazio,2004,20,13,12
fiorentina,2004,20,14,15
chievo,2004,20,15,14
brescia,2004,20,16,18
parma,2004,20,17,17
siena,2004,20,18,13
atalanta,2004,20,19,19
juventus,2004,21,0,0
milan,2004,21,1,1
inter,2004,21,2,2
udinese,2004,21,3,3
roma,2004,21,4,7
sampdoria,2004,21,5,4
reggina,2004,21,6,11
palermo,2004,21,7,5
cagliari,2004,21,8,9
lecce,2004,21,9,10
bologna,2004,21,10,16
messina,2004,21,11,6
livorno,2004,21,12,8
chievo,2004,21,13,14
lazio,2004,21,14,12
fiorentina,2004,21,15,15
parma,2004,21,16,17
siena,2004,21,17,13
brescia,2004,21,18,18
atalanta,2004,21,19,19
juventus,2004,22,0,0
milan,2004,22,1,1
inter,2004,22,2,2
udinese,2004,22,3,3
sampdoria,2004,22,4,4
roma,2004,22,5,7
palermo,2004,22,6,5
reggina,2004,22,7,11
cagliari,2004,22,8,9
bologna,2004,22,9,16
lecce,2004,22,10,10
livorno,2004,22,11,8
messina,2004,22,12,6
chievo,2004,22,13,14
lazio,2004,22,14,12
fiorentina,2004,22,15,15
parma,2004,22,16,17
siena,2004,22,17,13
brescia,2004,22,18,18
atalanta,2004,22,19,19
juventus,2004,23,0,0
milan,2004,23,1,1
udinese,2004,23,2,3
inter,2004,23,3,2
sampdoria,2004,23,4,4
roma,2004,23,5,7
palermo,2004,23,6,5
cagliari,2004,23,7,9
reggina,2004,23,8,11
bologna,2004,23,9,16
lecce,2004,23,10,10
chievo,2004,23,11,14
livorno,2004,23,12,8
messina,2004,23,13,6
lazio,2004,23,14,12
parma,2004,23,15,17
fiorentina,2004,23,16,15
siena,2004,23,17,13
brescia,2004,23,18,18
atalanta,2004,23,19,19
juventus,2004,24,0,0
milan,2004,24,1,1
inter,2004,24,2,2
udinese,2004,24,3,3
sampdoria,2004,24,4,4
palermo,2004,24,5,5
roma,2004,24,6,7
cagliari,2004,24,7,9
bologna,2004,24,8,16
lecce,2004,24,9,10
reggina,2004,24,10,11
livorno,2004,24,11,8
chievo,2004,24,12,14
messina,2004,24,13,6
lazio,2004,24,14,12
fiorentina,2004,24,15,15
brescia,2004,24,16,18
parma,2004,24,17,17
siena,2004,24,18,13
atalanta,2004,24,19,19
juventus,2004,25,0,0
milan,2004,25,1,1
inter,2004,25,2,2
sampdoria,2004,25,3,4
