team,year,day,points,position
foggia,1993,0,0,0
atalanta,1993,0,0,1
genoa,1993,0,0,2
roma,1993,0,0,3
inter,1993,0,0,4
reggiana,1993,0,0,5
juventus,1993,0,0,6
cremonese,1993,0,0,7
lazio,1993,0,0,8
cagliari,1993,0,0,9
lecce,1993,0,0,10
milan,1993,0,0,11
napoli,1993,0,0,12
sampdoria,1993,0,0,13
piacenza,1993,0,0,14
torino,1993,0,0,15
udinese,1993,0,0,16
parma,1993,0,0,17
atalanta,1993,1,3,0
parma,1993,1,3,1
genoa,1993,1,3,2
torino,1993,1,3,3
inter,1993,1,3,4
sampdoria,1993,1,3,5
juventus,1993,1,3,6
milan,1993,1,3,7
lazio,1993,1,1,8
foggia,1993,1,1,9
cagliari,1993,1,0,10
lecce,1993,1,0,11
cremonese,1993,1,0,12
napoli,1993,1,0,13
reggiana,1993,1,0,14
piacenza,1993,1,0,15
roma,1993,1,0,16
udinese,1993,1,0,17
parma,1993,2,6,0
torino,1993,2,6,1
sampdoria,1993,2,6,2
milan,1993,2,6,3
inter,1993,2,4,4
udinese,1993,2,3,5
juventus,1993,2,3,6
cremonese,1993,2,3,7
genoa,1993,2,3,8
roma,1993,2,3,9
atalanta,1993,2,3,10
lazio,1993,2,2,11
foggia,1993,2,2,12
reggiana,1993,2,1,13
lecce,1993,2,0,14
napoli,1993,2,0,15
cagliari,1993,2,0,16
piacenza,1993,2,0,17
torino,1993,3,7,0
inter,1993,3,7,1
milan,1993,3,7,2
atalanta,1993,3,6,3
parma,1993,3,6,4
sampdoria,1993,3,6,5
juventus,1993,3,6,6
foggia,1993,3,5,7
lazio,1993,3,5,8
udinese,1993,3,4,9
genoa,1993,3,4,10
roma,1993,3,4,11
cremonese,1993,3,3,12
reggiana,1993,3,1,13
piacenza,1993,3,1,14
cagliari,1993,3,1,15
napoli,1993,3,1,16
lecce,1993,3,0,17
torino,1993,4,10,0
milan,1993,4,10,1
parma,1993,4,9,2
sampdoria,1993,4,9,3
inter,1993,4,7,4
juventus,1993,4,7,5
atalanta,1993,4,6,6
cremonese,1993,4,6,7
foggia,1993,4,6,8
lazio,1993,4,5,9
cagliari,1993,4,4,10
napoli,1993,4,4,11
genoa,1993,4,4,12
roma,1993,4,4,13
udinese,1993,4,4,14
reggiana,1993,4,2,15
piacenza,1993,4,2,16
lecce,1993,4,0,17
milan,1993,5,13,0
parma,1993,5,12,1
sampdoria,1993,5,12,2
torino,1993,5,10,3
juventus,1993,5,10,4
inter,1993,5,8,5
atalanta,1993,5,7,6
cremonese,1993,5,7,7
cagliari,1993,5,7,8
lazio,1993,5,6,9
foggia,1993,5,6,10
napoli,1993,5,5,11
piacenza,1993,5,5,12
genoa,1993,5,5,13
roma,1993,5,4,14
udinese,1993,5,4,15
reggiana,1993,5,2,16
lecce,1993,5,0,17
milan,1993,6,16,0
parma,1993,6,13,1
torino,1993,6,13,2
sampdoria,1993,6,13,3
inter,1993,6,11,4
juventus,1993,6,11,5
cagliari,1993,6,10,6
napoli,1993,6,8,7
roma,1993,6,7,8
cremonese,1993,6,7,9
atalanta,1993,6,7,10
foggia,1993,6,7,11
lazio,1993,6,6,12
piacenza,1993,6,5,13
genoa,1993,6,5,14
udinese,1993,6,4,15
reggiana,1993,6,3,16
lecce,1993,6,1,17
milan,1993,7,17,0
parma,1993,7,16,1
sampdoria,1993,7,16,2
juventus,1993,7,14,3
torino,1993,7,13,4
inter,1993,7,12,5
cagliari,1993,7,11,6
cremonese,1993,7,10,7
napoli,1993,7,9,8
roma,1993,7,7,9
atalanta,1993,7,7,10
lazio,1993,7,7,11
udinese,1993,7,7,12
foggia,1993,7,7,13
piacenza,1993,7,6,14
genoa,1993,7,6,15
reggiana,1993,7,4,16
lecce,1993,7,1,17
milan,1993,8,18,0
parma,1993,8,17,1
juventus,1993,8,17,2
sampdoria,1993,8,16,3
torino,1993,8,14,4
inter,1993,8,13,5
napoli,1993,8,12,6
cagliari,1993,8,11,7
cremonese,1993,8,11,8
lazio,1993,8,10,9
roma,1993,8,10,10
foggia,1993,8,8,11
udinese,1993,8,8,12
genoa,1993,8,7,13
atalanta,1993,8,7,14
piacenza,1993,8,6,15
reggiana,1993,8,5,16
lecce,1993,8,2,17
parma,1993,9,20,0
milan,1993,9,19,1
sampdoria,1993,9,19,2
juventus,1993,9,18,3
inter,1993,9,16,4
napoli,1993,9,15,5
torino,1993,9,14,6
cremonese,1993,9,14,7
cagliari,1993,9,11,8
lazio,1993,9,11,9
roma,1993,9,11,10
piacenza,1993,9,9,11
foggia,1993,9,9,12
udinese,1993,9,8,13
atalanta,1993,9,8,14
genoa,1993,9,7,15
reggiana,1993,9,5,16
lecce,1993,9,2,17
sampdoria,1993,10,22,0
juventus,1993,10,21,1
parma,1993,10,20,2
milan,1993,10,19,3
inter,1993,10,19,4
napoli,1993,10,16,5
cremonese,1993,10,15,6
cagliari,1993,10,14,7
lazio,1993,10,14,8
torino,1993,10,14,9
roma,1993,10,12,10
piacenza,1993,10,10,11
foggia,1993,10,10,12
udinese,1993,10,8,13
atalanta,1993,10,8,14
genoa,1993,10,7,15
reggiana,1993,10,6,16
lecce,1993,10,5,17
parma,1993,11,23,0
sampdoria,1993,11,22,1
milan,1993,11,22,2
juventus,1993,11,21,3
inter,1993,11,19,4
cremonese,1993,11,18,5
cagliari,1993,11,17,6
lazio,1993,11,17,7
torino,1993,11,17,8
napoli,1993,11,16,9
roma,1993,11,13,10
piacenza,1993,11,11,11
foggia,1993,11,11,12
genoa,1993,11,10,13
atalanta,1993,11,9,14
udinese,1993,11,8,15
reggiana,1993,11,6,16
lecce,1993,11,5,17
parma,1993,12,26,0
sampdoria,1993,12,25,1
milan,1993,12,25,2
juventus,1993,12,22,3
torino,1993,12,20,4
inter,1993,12,19,5
cremonese,1993,12,18,6
cagliari,1993,12,18,7
lazio,1993,12,17,8
napoli,1993,12,16,9
roma,1993,12,16,10
genoa,1993,12,13,11
piacenza,1993,12,12,12
foggia,1993,12,11,13
reggiana,1993,12,9,14
udinese,1993,12,9,15
atalanta,1993,12,9,16
lecce,1993,12,5,17
sampdoria,1993,13,28,0
parma,1993,13,27,1
milan,1993,13,26,2
juventus,1993,13,23,3
torino,1993,13,23,4
lazio,1993,13,20,5
inter,1993,13,20,6
napoli,1993,13,19,7
cagliari,1993,13,19,8
cremonese,1993,13,18,9
roma,1993,13,17,10
piacenza,1993,13,15,11
genoa,1993,13,13,12
foggia,1993,13,11,13
udinese,1993,13,10,14
atalanta,1993,13,10,15
reggiana,1993,13,9,16
lecce,1993,13,5,17
sampdoria,1993,14,29,0
milan,1993,14,29,1
parma,1993,14,27,2
juventus,1993,14,26,3
inter,1993,14,23,4
torino,1993,14,23,5
cremonese,1993,14,21,6
lazio,1993,14,21,7
roma,1993,14,20,8
napoli,1993,14,19,9
cagliari,1993,14,19,10
piacenza,1993,14,15,11
genoa,1993,14,14,12
reggiana,1993,14,12,13
foggia,1993,14,12,14
udinese,1993,14,11,15
atalanta,1993,14,11,16
lecce,1993,14,5,17
parma,1993,15,30,0
milan,1993,15,30,1
sampdoria,1993,15,29,2
inter,1993,15,26,3
juventus,1993,15,26,4
torino,1993,15,24,5
lazio,1993,15,24,6
cremonese,1993,15,22,7
napoli,1993,15,22,8
roma,1993,15,20,9
cagliari,1993,15,19,10
piacenza,1993,15,18,11
foggia,1993,15,15,12
reggiana,1993,15,15,13
genoa,1993,15,14,14
udinese,1993,15,12,15
atalanta,1993,15,11,16
lecce,1993,15,5,17
milan,1993,16,33,0
sampdoria,1993,16,32,1
parma,1993,16,30,2
juventus,1993,16,29,3
inter,1993,16,27,4
lazio,1993,16,27,5
napoli,1993,16,25,6
torino,1993,16,24,7
cremonese,1993,16,23,8
roma,1993,16,21,9
cagliari,1993,16,19,10
piacenza,1993,16,18,11
foggia,1993,16,18,12
reggiana,1993,16,15,13
atalanta,1993,16,14,14
genoa,1993,16,14,15
udinese,1993,16,13,16
lecce,1993,16,5,17
milan,1993,17,36,0
sampdoria,1993,17,33,1
juventus,1993,17,32,2
parma,1993,17,31,3
lazio,1993,17,28,4
inter,1993,17,27,5
napoli,1993,17,26,6
torino,1993,17,25,7
cremonese,1993,17,23,8
cagliari,1993,17,22,9
roma,1993,17,22,10
piacenza,1993,17,19,11
foggia,1993,17,19,12
atalanta,1993,17,17,13
genoa,1993,17,17,14
reggiana,1993,17,15,15
udinese,1993,17,13,16
lecce,1993,17,5,17
milan,1993,18,37,0
sampdoria,1993,18,36,1
juventus,1993,18,33,2
parma,1993,18,31,3
torino,1993,18,28,4
lazio,1993,18,28,5
inter,1993,18,27,6
napoli,1993,18,26,7
cremonese,1993,18,24,8
roma,1993,18,23,9
cagliari,1993,18,23,10
foggia,1993,18,22,11
piacenza,1993,18,19,12
atalanta,1993,18,18,13
reggiana,1993,18,18,14
genoa,1993,18,18,15
udinese,1993,18,16,16
lecce,1993,18,6,17
milan,1993,19,38,0
sampdoria,1993,19,36,1
juventus,1993,19,34,2
parma,1993,19,32,3
lazio,1993,19,31,4
inter,1993,19,30,5
torino,1993,19,29,6
napoli,1993,19,29,7
cremonese,1993,19,24,8
cagliari,1993,19,24,9
roma,1993,19,24,10
piacenza,1993,19,22,11
foggia,1993,19,22,12
atalanta,1993,19,19,13
genoa,1993,19,19,14
reggiana,1993,19,18,15
udinese,1993,19,17,16
lecce,1993,19,7,17
milan,1993,20,41,0
sampdoria,1993,20,37,1
parma,1993,20,35,2
juventus,1993,20,35,3
inter,1993,20,33,4
lazio,1993,20,31,5
torino,1993,20,30,6
napoli,1993,20,30,7
cagliari,1993,20,25,8
foggia,1993,20,25,9
cremonese,1993,20,24,10
roma,1993,20,24,11
piacenza,1993,20,22,12
reggiana,1993,20,21,13
genoa,1993,20,20,14
udinese,1993,20,20,15
atalanta,1993,20,19,16
lecce,1993,20,7,17
milan,1993,21,44,0
sampdoria,1993,21,40,1
parma,1993,21,38,2
juventus,1993,21,38,3
inter,1993,21,34,4
lazio,1993,21,34,5
torino,1993,21,31,6
napoli,1993,21,31,7
cagliari,1993,21,26,8
piacenza,1993,21,25,9
foggia,1993,21,25,10
roma,1993,21,25,11
cremonese,1993,21,24,12
reggiana,1993,21,21,13
udinese,1993,21,21,14
genoa,1993,21,20,15
atalanta,1993,21,19,16
lecce,1993,21,7,17
milan,1993,22,47,0
sampdoria,1993,22,43,1
parma,1993,22,41,2
juventus,1993,22,39,3
lazio,1993,22,37,4
inter,1993,22,34,5
napoli,1993,22,32,6
torino,1993,22,31,7
cremonese,1993,22,27,8
cagliari,1993,22,27,9
piacenza,1993,22,26,10
foggia,1993,22,26,11
roma,1993,22,25,12
reggiana,1993,22,22,13
genoa,1993,22,21,14
udinese,1993,22,21,15
atalanta,1993,22,19,16
lecce,1993,22,8,17
milan,1993,23,50,0
parma,1993,23,44,1
sampdoria,1993,23,43,2
juventus,1993,23,42,3
lazio,1993,23,40,4
inter,1993,23,34,5
torino,1993,23,32,6
napoli,1993,23,32,7
piacenza,1993,23,29,8
foggia,1993,23,29,9
cremonese,1993,23,27,10
cagliari,1993,23,27,11
roma,1993,23,26,12
udinese,1993,23,24,13
reggiana,1993,23,22,14
genoa,1993,23,22,15
atalanta,1993,23,20,16
lecce,1993,23,8,17
milan,1993,24,53,0
sampdoria,1993,24,46,1
parma,1993,24,44,2
juventus,1993,24,43,3
lazio,1993,24,40,4
inter,1993,24,35,5
torino,1993,24,33,6
napoli,1993,24,33,7
foggia,1993,24,32,8
cagliari,1993,24,30,9
piacenza,1993,24,29,10
cremonese,1993,24,28,11
roma,1993,24,27,12
udinese,1993,24,24,13
reggiana,1993,24,23,14
genoa,1993,24,23,15
atalanta,1993,24,20,16
lecce,1993,24,11,17
milan,1993,25,56,0
sampdoria,1993,25,49,1
parma,1993,25,47,2
juventus,1993,25,46,3
lazio,1993,25,43,4
torino,1993,25,36,5
inter,1993,25,35,6
napoli,1993,25,33,7
cagliari,1993,25,33,8
foggia,1993,25,32,9
piacenza,1993,25,29,10
cremonese,1993,25,28,11
udinese,1993,25,27,12
roma,1993,25,27,13
genoa,1993,25,26,14
reggiana,1993,25,23,15
atalanta,1993,25,20,16
lecce,1993,25,11,17
milan,1993,26,59,0
sampdoria,1993,26,52,1
parma,1993,26,47,2
lazio,1993,26,46,3
juventus,1993,26,46,4
inter,1993,26,38,5
torino,1993,26,36,6
napoli,1993,26,36,7
cagliari,1993,26,34,8
foggia,1993,26,33,9
piacenza,1993,26,30,10
cremonese,1993,26,29,11
genoa,1993,26,27,12
udinese,1993,26,27,13
roma,1993,26,27,14
reggiana,1993,26,26,15
atalanta,1993,26,21,16
lecce,1993,26,11,17
milan,1993,27,62,0
sampdoria,1993,27,52,1
parma,1993,27,50,2
lazio,1993,27,47,3
juventus,1993,27,47,4
torino,1993,27,39,5
inter,1993,27,38,6
napoli,1993,27,37,7
cagliari,1993,27,34,8
foggia,1993,27,33,9
cremonese,1993,27,32,10
piacenza,1993,27,31,11
genoa,1993,27,28,12
udinese,1993,27,28,13
roma,1993,27,28,14
reggiana,1993,27,27,15
atalanta,1993,27,21,16
lecce,1993,27,14,17
milan,1993,28,65,0
sampdoria,1993,28,53,1
lazio,1993,28,50,2
juventus,1993,28,50,3
parma,1993,28,50,4
torino,1993,28,39,5
inter,1993,28,38,6
napoli,1993,28,37,7
cremonese,1993,28,35,8
cagliari,1993,28,35,9
piacenza,1993,28,34,10
foggia,1993,28,34,11
genoa,1993,28,31,12
reggiana,1993,28,30,13
roma,1993,28,29,14
udinese,1993,28,28,15
atalanta,1993,28,21,16
lecce,1993,28,14,17
milan,1993,29,65,0
sampdoria,1993,29,56,1
juventus,1993,29,53,2
parma,1993,29,53,3
lazio,1993,29,51,4
torino,1993,29,40,5
napoli,1993,29,40,6
inter,1993,29,38,7
cremonese,1993,29,36,8
cagliari,1993,29,35,9
piacenza,1993,29,35,10
foggia,1993,29,34,11
genoa,1993,29,34,12
roma,1993,29,32,13
reggiana,1993,29,31,14
udinese,1993,29,29,15
atalanta,1993,29,21,16
lecce,1993,29,14,17
milan,1993,30,66,0
sampdoria,1993,30,57,1
juventus,1993,30,56,2
parma,1993,30,54,3
lazio,1993,30,52,4
torino,1993,30,43,5
napoli,1993,30,40,6
inter,1993,30,38,7
cremonese,1993,30,37,8
foggia,1993,30,37,9
roma,1993,30,35,10
cagliari,1993,30,35,11
piacenza,1993,30,35,12
genoa,1993,30,35,13
reggiana,1993,30,34,14
udinese,1993,30,30,15
atalanta,1993,30,22,16
lecce,1993,30,14,17
milan,1993,31,67,0
sampdoria,1993,31,58,1
juventus,1993,31,57,2
lazio,1993,31,55,3
parma,1993,31,54,4
torino,1993,31,44,5
inter,1993,31,41,6
napoli,1993,31,41,7
cremonese,1993,31,38,8
roma,1993,31,38,9
cagliari,1993,31,38,10
foggia,1993,31,37,11
piacenza,1993,31,36,12
genoa,1993,31,36,13
reggiana,1993,31,34,14
udinese,1993,31,33,15
atalanta,1993,31,22,16
lecce,1993,31,14,17
milan,1993,32,68,0
sampdoria,1993,32,61,1
juventus,1993,32,60,2
parma,1993,32,57,3
lazio,1993,32,55,4
torino,1993,32,45,5
napoli,1993,32,42,6
roma,1993,32,41,7
inter,1993,32,41,8
foggia,1993,32,40,9
cremonese,1993,32,39,10
cagliari,1993,32,38,11
reggiana,1993,32,37,12
piacenza,1993,32,36,13
genoa,1993,32,36,14
udinese,1993,32,34,15
atalanta,1993,32,23,16
lecce,1993,32,14,17
milan,1993,33,69,0
sampdoria,1993,33,62,1
juventus,1993,33,61,2
lazio,1993,33,58,3
parma,1993,33,57,4
torino,1993,33,45,5
napoli,1993,33,45,6
foggia,1993,33,43,7
inter,1993,33,42,8
roma,1993,33,42,9
cremonese,1993,33,40,10
cagliari,1993,33,39,11
genoa,1993,33,39,12
reggiana,1993,33,38,13
piacenza,1993,33,37,14
udinese,1993,33,35,15
atalanta,1993,33,23,16
lecce,1993,33,14,17
milan,1993,34,69,0
juventus,1993,34,64,1
sampdoria,1993,34,62,2
lazio,1993,34,61,3
parma,1993,34,58,4
napoli,1993,34,48,5
roma,1993,34,45,6
torino,1993,34,45,7
foggia,1993,34,43,8
cagliari,1993,34,42,9
inter,1993,34,42,10
reggiana,1993,34,41,11
cremonese,1993,34,41,12
genoa,1993,34,40,13
piacenza,1993,34,38,14
udinese,1993,34,35,15
atalanta,1993,34,26,16
lecce,1993,34,14,17
reggiana,1994,0,0,0
bari,1994,0,0,1
brescia,1994,0,0,2
juventus,1994,0,0,3
fiorentina,1994,0,0,4
cagliari,1994,0,0,5
milan,1994,0,0,6
genoa,1994,0,0,7
napoli,1994,0,0,8
lazio,1994,0,0,9
parma,1994,0,0,10
cremonese,1994,0,0,11
roma,1994,0,0,12
foggia,1994,0,0,13
sampdoria,1994,0,0,14
padova,1994,0,0,15
torino,1994,0,0,16
inter,1994,0,0,17
napoli,1994,1,3,0
inter,1994,1,3,1
parma,1994,1,3,2
fiorentina,1994,1,3,3
milan,1994,1,3,4
lazio,1994,1,3,5
sampdoria,1994,1,3,6
brescia,1994,1,1,7
juventus,1994,1,1,8
roma,1994,1,1,9
foggia,1994,1,1,10
cremonese,1994,1,0,11
cagliari,1994,1,0,12
bari,1994,1,0,13
genoa,1994,1,0,14
padova,1994,1,0,15
torino,1994,1,0,16
reggiana,1994,1,0,17
sampdoria,1994,2,6,0
lazio,1994,2,6,1
parma,1994,2,6,2
juventus,1994,2,4,3
fiorentina,1994,2,4,4
foggia,1994,2,4,5
milan,1994,2,4,6
roma,1994,2,4,7
inter,1994,2,3,8
cremonese,1994,2,3,9
napoli,1994,2,3,10
brescia,1994,2,1,11
genoa,1994,2,1,12
cagliari,1994,2,1,13
bari,1994,2,0,14
padova,1994,2,0,15
torino,1994,2,0,16
reggiana,1994,2,0,17
parma,1994,3,9,0
juventus,1994,3,7,1
fiorentina,1994,3,7,2
sampdoria,1994,3,7,3
milan,1994,3,7,4
roma,1994,3,7,5
lazio,1994,3,6,6
foggia,1994,3,5,7
inter,1994,3,4,8
torino,1994,3,3,9
bari,1994,3,3,10
cremonese,1994,3,3,11
napoli,1994,3,3,12
brescia,1994,3,2,13
genoa,1994,3,1,14
cagliari,1994,3,1,15
padova,1994,3,0,16
reggiana,1994,3,0,17
juventus,1994,4,10,0
roma,1994,4,10,1
parma,1994,4,10,2
inter,1994,4,7,3
fiorentina,1994,4,7,4
sampdoria,1994,4,7,5
milan,1994,4,7,6
lazio,1994,4,7,7
cremonese,1994,4,6,8
torino,1994,4,6,9
bari,1994,4,6,10
foggia,1994,4,5,11
napoli,1994,4,4,12
cagliari,1994,4,4,13
genoa,1994,4,2,14
brescia,1994,4,2,15
padova,1994,4,0,16
reggiana,1994,4,0,17
roma,1994,5,13,0
parma,1994,5,13,1
juventus,1994,5,11,2
milan,1994,5,10,3
inter,1994,5,8,4
fiorentina,1994,5,8,5
foggia,1994,5,8,6
lazio,1994,5,8,7
sampdoria,1994,5,7,8
bari,1994,5,7,9
cremonese,1994,5,6,10
torino,1994,5,6,11
napoli,1994,5,5,12
genoa,1994,5,5,13
cagliari,1994,5,5,14
brescia,1994,5,2,15
padova,1994,5,1,16
reggiana,1994,5,0,17
roma,1994,6,14,0
parma,1994,6,13,1
foggia,1994,6,11,2
juventus,1994,6,11,3
lazio,1994,6,11,4
bari,1994,6,10,5
sampdoria,1994,6,10,6
milan,1994,6,10,7
fiorentina,1994,6,9,8
inter,1994,6,8,9
genoa,1994,6,8,10
cagliari,1994,6,8,11
torino,1994,6,7,12
cremonese,1994,6,6,13
napoli,1994,6,5,14
padova,1994,6,4,15
brescia,1994,6,2,16
reggiana,1994,6,1,17
parma,1994,7,16,0
roma,1994,7,15,1
juventus,1994,7,14,2
lazio,1994,7,14,3
fiorentina,1994,7,12,4
foggia,1994,7,12,5
milan,1994,7,11,6
sampdoria,1994,7,11,7
bari,1994,7,10,8
torino,1994,7,10,9
inter,1994,7,9,10
cagliari,1994,7,9,11
napoli,1994,7,8,12
genoa,1994,7,8,13
cremonese,1994,7,6,14
padova,1994,7,4,15
brescia,1994,7,2,16
reggiana,1994,7,1,17
parma,1994,8,19,0
juventus,1994,8,17,1
lazio,1994,8,17,2
fiorentina,1994,8,15,3
roma,1994,8,15,4
bari,1994,8,13,5
foggia,1994,8,13,6
sampdoria,1994,8,12,7
cagliari,1994,8,12,8
inter,1994,8,12,9
milan,1994,8,11,10
torino,1994,8,10,11
napoli,1994,8,9,12
genoa,1994,8,8,13
cremonese,1994,8,6,14
padova,1994,8,5,15
brescia,1994,8,2,16
reggiana,1994,8,1,17
juventus,1994,9,20,0
parma,1994,9,20,1
fiorentina,1994,9,18,2
lazio,1994,9,18,3
foggia,1994,9,16,4
roma,1994,9,16,5
bari,1994,9,13,6
inter,1994,9,12,7
sampdoria,1994,9,12,8
cagliari,1994,9,12,9
milan,1994,9,12,10
genoa,1994,9,11,11
torino,1994,9,11,12
napoli,1994,9,10,13
cremonese,1994,9,9,14
padova,1994,9,8,15
brescia,1994,9,2,16
reggiana,1994,9,2,17
juventus,1994,10,23,0
parma,1994,10,23,1
fiorentina,1994,10,21,2
lazio,1994,10,21,3
roma,1994,10,17,4
bari,1994,10,16,5
foggia,1994,10,16,6
cagliari,1994,10,15,7
inter,1994,10,13,8
milan,1994,10,13,9
sampdoria,1994,10,13,10
torino,1994,10,12,11
genoa,1994,10,11,12
napoli,1994,10,10,13
cremonese,1994,10,9,14
padova,1994,10,8,15
brescia,1994,10,3,16
reggiana,1994,10,2,17
juventus,1994,11,26,0
parma,1994,11,24,1
fiorentina,1994,11,22,2
lazio,1994,11,21,3
roma,1994,11,20,4
bari,1994,11,19,5
foggia,1994,11,17,6
cagliari,1994,11,16,7
milan,1994,11,16,8
torino,1994,11,15,9
inter,1994,11,14,10
sampdoria,1994,11,14,11
cremonese,1994,11,12,12
napoli,1994,11,11,13
genoa,1994,11,11,14
padova,1994,11,8,15
brescia,1994,11,3,16
reggiana,1994,11,3,17
juventus,1994,12,29,0
parma,1994,12,27,1
roma,1994,12,23,2
fiorentina,1994,12,22,3
lazio,1994,12,22,4
bari,1994,12,22,5
milan,1994,12,17,6
foggia,1994,12,17,7
inter,1994,12,17,8
sampdoria,1994,12,17,9
cagliari,1994,12,17,10
torino,1994,12,15,11
cremonese,1994,12,12,12
napoli,1994,12,12,13
genoa,1994,12,11,14
padova,1994,12,8,15
reggiana,1994,12,6,16
brescia,1994,12,3,17
juventus,1994,13,30,0
parma,1994,13,28,1
fiorentina,1994,13,25,2
roma,1994,13,23,3
lazio,1994,13,22,4
bari,1994,13,22,5
sampdoria,1994,13,18,6
milan,1994,13,18,7
cagliari,1994,13,17,8
inter,1994,13,17,9
foggia,1994,13,17,10
torino,1994,13,16,11
napoli,1994,13,15,12
cremonese,1994,13,12,13
genoa,1994,13,12,14
padova,1994,13,11,15
reggiana,1994,13,9,16
brescia,1994,13,4,17
juventus,1994,14,33,0
parma,1994,14,31,1
fiorentina,1994,14,26,2
lazio,1994,14,25,3
roma,1994,14,24,4
bari,1994,14,22,5
sampdoria,1994,14,21,6
torino,1994,14,19,7
milan,1994,14,19,8
foggia,1994,14,18,9
inter,1994,14,17,10
cagliari,1994,14,17,11
napoli,1994,14,16,12
cremonese,1994,14,15,13
genoa,1994,14,13,14
padova,1994,14,11,15
reggiana,1994,14,9,16
brescia,1994,14,5,17
juventus,1994,15,36,0
parma,1994,15,31,1
roma,1994,15,27,2
fiorentina,1994,15,26,3
lazio,1994,15,25,4
sampdoria,1994,15,24,5
bari,1994,15,22,6
milan,1994,15,22,7
foggia,1994,15,21,8
torino,1994,15,19,9
inter,1994,15,18,10
cagliari,1994,15,18,11
napoli,1994,15,17,12
cremonese,1994,15,15,13
padova,1994,15,14,14
genoa,1994,15,13,15
reggiana,1994,15,9,16
brescia,1994,15,8,17
juventus,1994,16,36,0
parma,1994,16,32,1
lazio,1994,16,28,2
fiorentina,1994,16,27,3
roma,1994,16,27,4
milan,1994,16,25,5
sampdoria,1994,16,24,6
bari,1994,16,22,7
inter,1994,16,21,8
foggia,1994,16,21,9
torino,1994,16,20,10
cagliari,1994,16,19,11
napoli,1994,16,18,12
cremonese,1994,16,16,13
genoa,1994,16,16,14
padova,1994,16,14,15
reggiana,1994,16,12,16
brescia,1994,16,9,17
juventus,1994,17,36,0
parma,1994,17,35,1
lazio,1994,17,31,2
milan,1994,17,28,3
roma,1994,17,28,4
fiorentina,1994,17,27,5
sampdoria,1994,17,25,6
foggia,1994,17,24,7
torino,1994,17,23,8
bari,1994,17,23,9
cagliari,1994,17,22,10
inter,1994,17,21,11
napoli,1994,17,18,12
cremonese,1994,17,17,13
genoa,1994,17,17,14
padova,1994,17,17,15
reggiana,1994,17,12,16
brescia,1994,17,9,17
juventus,1994,18,39,0
parma,1994,18,36,1
roma,1994,18,31,2
lazio,1994,18,31,3
milan,1994,18,29,4
sampdoria,1994,18,28,5
fiorentina,1994,18,27,6
bari,1994,18,26,7
cagliari,1994,18,25,8
foggia,1994,18,24,9
inter,1994,18,24,10
torino,1994,18,23,11
napoli,1994,18,21,12
cremonese,1994,18,18,13
genoa,1994,18,17,14
padova,1994,18,17,15
reggiana,1994,18,12,16
brescia,1994,18,9,17
juventus,1994,19,42,0
parma,1994,19,39,1
roma,1994,19,34,2
sampdoria,1994,19,31,3
lazio,1994,19,31,4
milan,1994,19,30,5
fiorentina,1994,19,30,6
cagliari,1994,19,26,7
torino,1994,19,26,8
bari,1994,19,26,9
napoli,1994,19,24,10
foggia,1994,19,24,11
inter,1994,19,24,12
cremonese,1994,19,18,13
genoa,1994,19,18,14
padova,1994,19,17,15
brescia,1994,19,12,16
reggiana,1994,19,12,17
juventus,1994,20,45,0
parma,1994,20,39,1
roma,1994,20,34,2
lazio,1994,20,34,3
sampdoria,1994,20,32,4
fiorentina,1994,20,31,5
milan,1994,20,30,6
bari,1994,20,29,7
cagliari,1994,20,29,8
inter,1994,20,27,9
torino,1994,20,26,10
foggia,1994,20,25,11
napoli,1994,20,24,12
genoa,1994,20,21,13
padova,1994,20,20,14
cremonese,1994,20,19,15
brescia,1994,20,12,16
reggiana,1994,20,12,17
juventus,1994,21,48,0
parma,1994,21,42,1
roma,1994,21,37,2
lazio,1994,21,34,3
milan,1994,21,33,4
cagliari,1994,21,32,5
fiorentina,1994,21,32,6
sampdoria,1994,21,32,7
torino,1994,21,29,8
bari,1994,21,29,9
inter,1994,21,28,10
napoli,1994,21,27,11
foggia,1994,21,25,12
padova,1994,21,23,13
genoa,1994,21,21,14
cremonese,1994,21,19,15
brescia,1994,21,12,16
reggiana,1994,21,12,17
juventus,1994,22,49,0
parma,1994,22,45,1
roma,1994,22,37,2
lazio,1994,22,37,3
milan,1994,22,36,4
sampdoria,1994,22,35,5
cagliari,1994,22,35,6
fiorentina,1994,22,32,7
bari,1994,22,29,8
inter,1994,22,29,9
torino,1994,22,29,10
napoli,1994,22,27,11
padova,1994,22,26,12
foggia,1994,22,25,13
genoa,1994,22,24,14
cremonese,1994,22,22,15
brescia,1994,22,12,16
reggiana,1994,22,12,17
juventus,1994,23,52,0
parma,1994,23,48,1
milan,1994,23,39,2
roma,1994,23,38,3
lazio,1994,23,37,4
sampdoria,1994,23,35,5
cagliari,1994,23,35,6
fiorentina,1994,23,33,7
inter,1994,23,32,8
torino,1994,23,30,9
napoli,1994,23,30,10
bari,1994,23,29,11
genoa,1994,23,27,12
padova,1994,23,26,13
foggia,1994,23,25,14
cremonese,1994,23,25,15
reggiana,1994,23,13,16
brescia,1994,23,12,17
juventus,1994,24,55,0
parma,1994,24,49,1
milan,1994,24,42,2
roma,1994,24,41,3
lazio,1994,24,40,4
fiorentina,1994,24,36,5
sampdoria,1994,24,35,6
cagliari,1994,24,35,7
